Cluster ID,Link Score,source file,name,headquarters,country,continent,region,sub_region,founded,employees,ceo,market_cap,categories,sector,industry,revenue,link,share_price,results_for_year,total_equity,founders,market_value,address,type
,,1,hindalco industries,,india,,,,,,,13260000000,,,,,,,,,,,,
,,1,jack henry & associates,,usa,,,,,,,13250000000,,,,,,,,,,,,
,,1,resona holdings,,japan,,,,,,,13250000000,,,,,,,,,,,,
,,1,first horizon national,,usa,,,,,,,13230000000,,,,,,,,,,,,
31,0.67448515,1,transunion,,usa,,,,,,,13220000000,,,,,,,,,,,,
,,1,snap-on,,usa,,,,,,,13220000000,,,,,,,,,,,,
,,1,cboe,,usa,,,,,,,13200000000,,,,,,,,,,,,
,,1,kimco realty,,usa,,,,,,,13200000000,,,,,,,,,,,,
,,1,sumitomo mitsui trust holdings,,japan,,,,,,,13200000000,,,,,,,,,,,,
,,1,tyler technologies,,usa,,,,,,,13180000000,,,,,,,,,,,,
,,1,kpn,,netherlands,,,,,,,13180000000,,,,,,,,,,,,
,,1,china eastern airlines,,china,,,,,,,13170000000,,,,,,,,,,,,
,,1,equity lifestyle properties,,usa,,,,,,,13170000000,,,,,,,,,,,,
,,1,paramount global,,usa,,,,,,,13150000000,,,,,,,,,,,,
90,0.67448467,1,stanley black & decker,,usa,,,,,,,13150000000,,,,,,,,,,,,
,,1,celanese,,usa,,,,,,,13150000000,,,,,,,,,,,,
75,0.6744847,1,brookfield asset management,,canada,,,,,,,13140000000,,,,,,,,,,,,
,,1,american homes 4 rent,,usa,,,,,,,13140000000,,,,,,,,,,,,
,,1,bank leumi,,israel,,,,,,,13120000000,,,,,,,,,,,,
,,1,erie indemnity,,usa,,,,,,,13100000000,,,,,,,,,,,,
,,1,singapore airlines,,singapore,,,,,,,13090000000,,,,,,,,,,,,
647,0.6744834,1,coinbase,,usa,,,,,,,13080000000,,,,,,,,,,,,
372,0.6744841,1,liberty broadband,,usa,,,,,,,13050000000,,,,,,,,,,,,
,,1,bureau veritas,,france,,,,,,,13050000000,,,,,,,,,,,,
,,1,commerzbank,,germany,,,,,,,13040000000,,,,,,,,,,,,
,,1,biomerieux,,france,,,,,,,13040000000,,,,,,,,,,,,
,,1,julius bar,,switzerland,,,,,,,13020000000,,,,,,,,,,,,
,,1,metro,,canada,,,,,,,13010000000,,,,,,,,,,,,
654,0.67448336,1,vodacom,,south africa,,,,,,,13000000000,,,,,,,,,,,,
209,0.67448443,1,lg electronics,,s. korea,,,,,,,13000000000,,,,,,,,,,,,
,,1,siam cement,,thailand,,,,,,,12950000000,,,,,,,,,,,,
,,1,adani power,,india,,,,,,,12950000000,,,,,,,,,,,,
,,1,aspentech,,usa,,,,,,,12950000000,,,,,,,,,,,,
,,1,suzano,,brazil,,,,,,,12940000000,,,,,,,,,,,,
,,1,alfa laval,,sweden,,,,,,,12940000000,,,,,,,,,,,,
,,1,hansoh pharma,,china,,,,,,,12920000000,,,,,,,,,,,,
,,1,siemens india,,india,,,,,,,12900000000,,,,,,,,,,,,
,,1,grupo elektra,,mexico,,,,,,,12880000000,,,,,,,,,,,,
304,0.67448425,1,match group,,usa,,,,,,,12880000000,,,,,,,,,,,,
,,1,banque saudi fransi,,s. arabia,,,,,,,12870000000,,,,,,,,,,,,
,,1,bank hapoalim,,israel,,,,,,,12870000000,,,,,,,,,,,,
,,1,tenaga nasional,,malaysia,,,,,,,12840000000,,,,,,,,,,,,
,,1,mtu aero engines,,germany,,,,,,,12830000000,,,,,,,,,,,,
,,1,essential utilities,,usa,,,,,,,12790000000,,,,,,,,,,,,
,,1,akzonobel,,netherlands,,,,,,,12780000000,,,,,,,,,,,,
,,1,eqt corporation,,usa,,,,,,,12770000000,,,,,,,,,,,,
,,1,advantest,,japan,,,,,,,12770000000,,,,,,,,,,,,
,,1,britannia industries,,india,,,,,,,12770000000,,,,,,,,,,,,
,,1,uni-president enterprises,,taiwan,,,,,,,12760000000,,,,,,,,,,,,
,,1,bank of shanghai,,china,,,,,,,12740000000,,,,,,,,,,,,
,,1,carl zeiss meditec,,germany,,,,,,,12720000000,,,,,,,,,,,,
,,1,reliance steel & aluminum,,usa,,,,,,,12720000000,,,,,,,,,,,,
216,0.67448443,1,unity software,,usa,,,,,,,12720000000,,,,,,,,,,,,
,,1,hubbell,,usa,,,,,,,12690000000,,,,,,,,,,,,
,,1,bio-techne,,usa,,,,,,,12690000000,,,,,,,,,,,,
,,1,amerco,,usa,,,,,,,12640000000,,,,,,,,,,,,
689,0.6744832,1,nice,,israel,,,,,,,12640000000,,,,,,,,,,,,
,,1,ambuja cements,,india,,,,,,,12630000000,,,,,,,,,,,,
633,0.6744834,1,segro,,uk,,,,,,,12600000000,,,,,,,,,,,,
,,1,secom,,japan,,,,,,,12590000000,,,,,,,,,,,,
,,1,worldline,,france,,,,,,,12570000000,,,,,,,,,,,,
,,1,smith & nephew,,uk,,,,,,,12570000000,,,,,,,,,,,,
,,1,camden property trust,,usa,,,,,,,12560000000,,,,,,,,,,,,
,,1,booz allen hamilton,,usa,,,,,,,12560000000,,,,,,,,,,,,
,,1,polestar,,sweden,,,,,,,12550000000,,,,,,,,,,,,
,,1,gbl,,belgium,,,,,,,12540000000,,,,,,,,,,,,
,,1,mitsubishi heavy industries,,japan,,,,,,,12520000000,,,,,,,,,,,,
,,1,packaging corporation of america,,usa,,,,,,,12520000000,,,,,,,,,,,,
,,1,solvay,,belgium,,,,,,,12510000000,,,,,,,,,,,,
,,1,nissan,,japan,,,,,,,12490000000,,,,,,,,,,,,
,,1,heidelbergcement,,germany,,,,,,,12480000000,,,,,,,,,,,,
,,1,teva pharmaceutical industries,,israel,,,,,,,12480000000,,,,,,,,,,,,
,,1,ovintiv,,usa,,,,,,,12480000000,,,,,,,,,,,,
,,1,bajaj auto,,india,,,,,,,12480000000,,,,,,,,,,,,
,,1,tdk,,japan,,,,,,,12440000000,,,,,,,,,,,,
,,1,shandong gold mining,,china,,,,,,,12420000000,,,,,,,,,,,,
,,1,taiwan cooperative financial,,taiwan,,,,,,,12420000000,,,,,,,,,,,,
,,1,tech mahindra,,india,,,,,,,12400000000,,,,,,,,,,,,
,,1,hana financial group,,s. korea,,,,,,,12390000000,,,,,,,,,,,,
,,1,marketaxess,,usa,,,,,,,12380000000,,,,,,,,,,,,
,,1,carlisle companies,,usa,,,,,,,12380000000,,,,,,,,,,,,
138,0.6744846,1,telefonica brasil,,brazil,,,,,,,12370000000,,,,,,,,,,,,
,,1,talanx,,germany,,,,,,,12360000000,,,,,,,,,,,,
,,1,hua xia bank,,china,,,,,,,12350000000,,,,,,,,,,,,
,,1,host hotels & resorts,,usa,,,,,,,12330000000,,,,,,,,,,,,
,,1,posco chemical,,s. korea,,,,,,,12320000000,,,,,,,,,,,,
,,1,wisetech global,,australia,,,,,,,12300000000,,,,,,,,,,,,
,,1,sekisui house,,japan,,,,,,,12270000000,,,,,,,,,,,,
,,1,zalando,,germany,,,,,,,12250000000,,,,,,,,,,,,
,,1,exact sciences,,usa,,,,,,,12250000000,,,,,,,,,,,,
,,1,bunzl,,uk,,,,,,,12240000000,,,,,,,,,,,,
,,1,yonyou,,china,,,,,,,12230000000,,,,,,,,,,,,
,,1,bouygues,,france,,,,,,,12230000000,,,,,,,,,,,,
,,1,chesapeake energy,,usa,,,,,,,12210000000,,,,,,,,,,,,
,,1,nn group,,netherlands,,,,,,,12200000000,,,,,,,,,,,,
,,1,campari,,italy,,,,,,,12200000000,,,,,,,,,,,,
,,1,carlyle group,,usa,,,,,,,12190000000,,,,,,,,,,,,
,,1,american financial group,,usa,,,,,,,12180000000,,,,,,,,,,,,
,,1,stora enso,,finland,,,,,,,12150000000,,,,,,,,,,,,
,,1,brookfield property partners,,bermuda,,,,,,,12140000000,,,,,,,,,,,,
,,1,wpp,,uk,,,,,,,12140000000,,,,,,,,,,,,
,,1,chailease holding,,taiwan,,,,,,,12100000000,,,,,,,,,,,,
19,0.67448515,1,vf corporation,,usa,,,,,,,12090000000,,,,,,,,,,,,
,,1,kirin holdings,,japan,,,,,,,12080000000,,,,,,,,,,,,
,,1,the toro company,,usa,,,,,,,12080000000,,,,,,,,,,,,
,,1,dabur,,india,,,,,,,12060000000,,,,,,,,,,,,
,,1,ihh healthcare,,malaysia,,,,,,,12050000000,,,,,,,,,,,,
,,1,unilever indonesia,,indonesia,,,,,,,12020000000,,,,,,,,,,,,
,,1,aecom,,usa,,,,,,,11970000000,,,,,,,,,,,,
113,0.6744846,1,croda international,,uk,,,,,,,11970000000,,,,,,,,,,,,
,,1,bank albilad,,s. arabia,,,,,,,11970000000,,,,,,,,,,,,
,,1,power assets,,hong kong,,,,,,,11950000000,,,,,,,,,,,,
,,1,domino's pizza,,usa,,,,,,,11940000000,,,,,,,,,,,,
,,1,first citizens bancshares,,usa,,,,,,,11940000000,,,,,,,,,,,,
,,1,nomura holdings,,japan,,,,,,,11910000000,,,,,,,,,,,,
,,1,graco,,usa,,,,,,,11900000000,,,,,,,,,,,,
,,1,united therapeutics,,usa,,,,,,,11890000000,,,,,,,,,,,,
,,1,arab national bank,,s. arabia,,,,,,,11880000000,,,,,,,,,,,,
,,1,aveva,,uk,,,,,,,11870000000,,,,,,,,,,,,
,,1,entegris,,usa,,,,,,,11860000000,,,,,,,,,,,,
,,1,nexi,,italy,,,,,,,11850000000,,,,,,,,,,,,
111,0.6744846,1,rede d'or sao luiz,,brazil,,,,,,,11840000000,,,,,,,,,,,,
,,1,intercontinental hotels group,,uk,,,,,,,11840000000,,,,,,,,,,,,
,,1,charles river laboratories,,usa,,,,,,,11830000000,,,,,,,,,,,,
,,1,bank of baroda,,india,,,,,,,11830000000,,,,,,,,,,,,
,,1,indusind bank,,india,,,,,,,11820000000,,,,,,,,,,,,
,,1,credicorp,,bermuda,,,,,,,11820000000,,,,,,,,,,,,
,,1,western digital,,usa,,,,,,,11820000000,,,,,,,,,,,,
141,0.67448455,1,seagate technology,,ireland,,,,,,,11820000000,,,,,,,,,,,,
,,1,godaddy,,usa,,,,,,,11810000000,,,,,,,,,,,,
,,1,kyowa kirin,,japan,,,,,,,11800000000,,,,,,,,,,,,
,,1,hainan airlines,,china,,,,,,,11790000000,,,,,,,,,,,,
,,1,globe life,,usa,,,,,,,11790000000,,,,,,,,,,,,
,,1,nippon yusen,,japan,,,,,,,11770000000,,,,,,,,,,,,
,,1,swire pacific,,hong kong,,,,,,,11750000000,,,,,,,,,,,,
,,1,yara international,,norway,,,,,,,11750000000,,,,,,,,,,,,
,,1,boliden,,sweden,,,,,,,11740000000,,,,,,,,,,,,
,,1,docusign,,usa,,,,,,,11730000000,,,,,,,,,,,,
,,1,masco,,usa,,,,,,,11720000000,,,,,,,,,,,,
,,1,aluminum corporation of china,,china,,,,,,,11720000000,,,,,,,,,,,,
,,1,orient overseas container line,,hong kong,,,,,,,11720000000,,,,,,,,,,,,
,,1,cna financial,,usa,,,,,,,11710000000,,,,,,,,,,,,
,,1,aramark,,usa,,,,,,,11700000000,,,,,,,,,,,,
,,1,renault,,france,,,,,,,11700000000,,,,,,,,,,,,
,,1,mineral resources,,australia,,,,,,,11690000000,,,,,,,,,,,,
,,1,randstad,,netherlands,,,,,,,11680000000,,,,,,,,,,,,
,,1,sino biopharmaceutical,,china,,,,,,,11680000000,,,,,,,,,,,,
,,1,first financial holding,,taiwan,,,,,,,11660000000,,,,,,,,,,,,
,,1,godrej,,india,,,,,,,11630000000,,,,,,,,,,,,
,,1,vifor pharma,,switzerland,,,,,,,11620000000,,,,,,,,,,,,
,,1,cimb group,,malaysia,,,,,,,11600000000,,,,,,,,,,,,
,,1,pultegroup,,usa,,,,,,,11550000000,,,,,,,,,,,,
,,1,subaru,,japan,,,,,,,11530000000,,,,,,,,,,,,
,,1,esun bank,,taiwan,,,,,,,11520000000,,,,,,,,,,,,
,,1,qiagen,,netherlands,,,,,,,11510000000,,,,,,,,,,,,
,,1,scb siam commercial bank,,thailand,,,,,,,11500000000,,,,,,,,,,,,
706,0.6744831,1,zoominfo,,usa,,,,,,,11450000000,,,,,,,,,,,,
,,1,saputo,,canada,,,,,,,11450000000,,,,,,,,,,,,
,,1,albertsons,,usa,,,,,,,11430000000,,,,,,,,,,,,
,,1,lufthansa,,germany,,,,,,,11420000000,,,,,,,,,,,,
,,1,ryan specialty group,,usa,,,,,,,11410000000,,,,,,,,,,,,
,,1,dlf,,india,,,,,,,11380000000,,,,,,,,,,,,
,,1,rea group,,australia,,,,,,,11360000000,,,,,,,,,,,,
,,1,wynn resorts,,usa,,,,,,,11350000000,,,,,,,,,,,,
,,1,informa plc,,uk,,,,,,,11350000000,,,,,,,,,,,,
,,1,kakaobank,,s. korea,,,,,,,11340000000,,,,,,,,,,,,
,,1,impala platinum,,south africa,,,,,,,11340000000,,,,,,,,,,,,
,,1,brambles,,australia,,,,,,,11340000000,,,,,,,,,,,,
,,1,regency centers,,usa,,,,,,,11330000000,,,,,,,,,,,,
,,1,gold fields,,south africa,,,,,,,11300000000,,,,,,,,,,,,
,,1,hotai motor,,taiwan,,,,,,,11300000000,,,,,,,,,,,,
,,1,teleflex,,usa,,,,,,,11300000000,,,,,,,,,,,,
,,1,equitable holdings,,usa,,,,,,,11290000000,,,,,,,,,,,,
955,0.67446196,1,news corp,,usa,,,,,,,11280000000,,,,,,,,,,,,
,,1,nisource,,usa,,,,,,,11280000000,,,,,,,,,,,,
,,1,brenntag,,germany,,,,,,,11250000000,,,,,,,,,,,,
,,1,hyatt hotels,,usa,,,,,,,11240000000,,,,,,,,,,,,
,,1,fidelity national financial,,usa,,,,,,,11230000000,,,,,,,,,,,,
,,1,rpm international,,usa,,,,,,,11230000000,,,,,,,,,,,,
,,1,lundbergforetagen,,sweden,,,,,,,11220000000,,,,,,,,,,,,
,,1,kasikornbank,,thailand,,,,,,,11200000000,,,,,,,,,,,,
693,0.6744832,1,okta,,usa,,,,,,,11170000000,,,,,,,,,,,,
,,1,industrivarden,,sweden,,,,,,,11160000000,,,,,,,,,,,,
,,1,rexford industrial,,usa,,,,,,,11160000000,,,,,,,,,,,,
143,0.67448455,1,boston properties,,usa,,,,,,,11160000000,,,,,,,,,,,,
,,1,deckers brands,,usa,,,,,,,11140000000,,,,,,,,,,,,
,,1,acciona,,spain,,,,,,,11130000000,,,,,,,,,,,,
,,1,sarepta therapeutics,,usa,,,,,,,11120000000,,,,,,,,,,,,
,,1,sasol,,south africa,,,,,,,11110000000,,,,,,,,,,,,
,,1,rolls-royce holdings,,uk,,,,,,,11070000000,,,,,,,,,,,,
,,1,full truck alliance,,china,,,,,,,11060000000,,,,,,,,,,,,
,,1,american airlines,,usa,,,,,,,11060000000,,,,,,,,,,,,
,,1,molson coors,,usa,,,,,,,11040000000,,,,,,,,,,,,
,,1,cameco,,canada,,,,,,,11030000000,,,,,,,,,,,,
,,1,c h robinson,,usa,,,,,,,11020000000,,,,,,,,,,,,
,,1,barry callebaut,,switzerland,,,,,,,11010000000,,,,,,,,,,,,
,,1,finecobank,,italy,,,,,,,11000000000,,,,,,,,,,,,
,,1,eastman chemical,,usa,,,,,,,10960000000,,,,,,,,,,,,
,,1,bentley systems,,usa,,,,,,,10950000000,,,,,,,,,,,,
,,1,service corporation international,,usa,,,,,,,10940000000,,,,,,,,,,,,
,,1,aegon,,netherlands,,,,,,,10930000000,,,,,,,,,,,,
,,1,sk innovation,,s. korea,,,,,,,10920000000,,,,,,,,,,,,
48,0.67448515,1,scentre group,,australia,,,,,,,10920000000,,,,,,,,,,,,
695,0.6744832,1,billcom,,usa,,,,,,,10910000000,,,,,,,,,,,,
,,1,gerdau,,brazil,,,,,,,10910000000,,,,,,,,,,,,
,,1,hongkong land,,hong kong,,,,,,,10910000000,,,,,,,,,,,,
,,1,western midstream,,usa,,,,,,,10900000000,,,,,,,,,,,,
,,1,henry schein,,usa,,,,,,,10890000000,,,,,,,,,,,,
,,1,divis laboratories,,india,,,,,,,10890000000,,,,,,,,,,,,
,,1,larsen & toubro infotech,,india,,,,,,,10880000000,,,,,,,,,,,,
,,1,ono pharmaceutical,,japan,,,,,,,10880000000,,,,,,,,,,,,
,,1,flex,,singapore,,,,,,,10880000000,,,,,,,,,,,,
,,1,vivendi,,france,,,,,,,10870000000,,,,,,,,,,,,
,,1,ivanhoe mines,,canada,,,,,,,10860000000,,,,,,,,,,,,
,,1,magellan midstream partners,,usa,,,,,,,10820000000,,,,,,,,,,,,
,,1,amdocs,,usa,,,,,,,10810000000,,,,,,,,,,,,
,,1,emera,,canada,,,,,,,10800000000,,,,,,,,,,,,
,,1,paylocity,,usa,,,,,,,10800000000,,,,,,,,,,,,
,,1,bank negara indonesia,,indonesia,,,,,,,10790000000,,,,,,,,,,,,
,,1,sumitomo realty & development,,japan,,,,,,,10790000000,,,,,,,,,,,,
,,1,cleveland-cliffs,,usa,,,,,,,10780000000,,,,,,,,,,,,
,,1,darling ingredients,,usa,,,,,,,10760000000,,,,,,,,,,,,
,,1,disco corp,,japan,,,,,,,10750000000,,,,,,,,,,,,
,,1,eneos holdings,,japan,,,,,,,10750000000,,,,,,,,,,,,
,,1,dick's sporting goods,,usa,,,,,,,10730000000,,,,,,,,,,,,
,,1,bilibili,,china,,,,,,,10710000000,,,,,,,,,,,,
,,1,ramsay health care,,australia,,,,,,,10700000000,,,,,,,,,,,,
,,1,shree cement,,india,,,,,,,10680000000,,,,,,,,,,,,
,,1,bath & body works,,usa,,,,,,,10650000000,,,,,,,,,,,,
,,1,dynatrace,,usa,,,,,,,10650000000,,,,,,,,,,,,
,,1,sumitomo metal mining,,japan,,,,,,,10640000000,,,,,,,,,,,,
,,1,watsco,,usa,,,,,,,10640000000,,,,,,,,,,,,
,,1,annaly capital management,,usa,,,,,,,10620000000,,,,,,,,,,,,
,,1,pan pacific,,japan,,,,,,,10590000000,,,,,,,,,,,,
,,1,tpg capital,,usa,,,,,,,10590000000,,,,,,,,,,,,
221,0.67448443,1,evergreen marine,,taiwan,,,,,,,10580000000,,,,,,,,,,,,
,,1,builders firstsource,,usa,,,,,,,10580000000,,,,,,,,,,,,
,,1,turkish airlines,,turkey,,,,,,,10570000000,,,,,,,,,,,,
,,1,yakult,,japan,,,,,,,10560000000,,,,,,,,,,,,
,,1,five below,,usa,,,,,,,10560000000,,,,,,,,,,,,
,,1,eicher motors,,india,,,,,,,10560000000,,,,,,,,,,,,
,,1,universal health services,,usa,,,,,,,10550000000,,,,,,,,,,,,
,,1,alstom,,france,,,,,,,10550000000,,,,,,,,,,,,
,,1,agco,,usa,,,,,,,10540000000,,,,,,,,,,,,
,,1,synnex,,usa,,,,,,,10530000000,,,,,,,,,,,,
,,1,cipla,,india,,,,,,,10530000000,,,,,,,,,,,,
,,1,telia company,,sweden,,,,,,,10520000000,,,,,,,,,,,,
,,1,crown holdings,,usa,,,,,,,10500000000,,,,,,,,,,,,
,,1,korea electric power,,s. korea,,,,,,,10500000000,,,,,,,,,,,,
,,1,burberry,,uk,,,,,,,10500000000,,,,,,,,,,,,
,,1,sonic healthcare,,australia,,,,,,,10480000000,,,,,,,,,,,,
,,1,neurocrine biosciences,,usa,,,,,,,10470000000,,,,,,,,,,,,
,,1,sino land,,hong kong,,,,,,,10460000000,,,,,,,,,,,,
,,1,next plc,,uk,,,,,,,10460000000,,,,,,,,,,,,
308,0.67448425,1,fresenius medical care,,germany,,,,,,,10460000000,,,,,,,,,,,,
,,1,tapestry,,usa,,,,,,,10450000000,,,,,,,,,,,,
,,1,hua nan financial holdings,,taiwan,,,,,,,10450000000,,,,,,,,,,,,
,,1,hf sinclair,,usa,,,,,,,10440000000,,,,,,,,,,,,
,,1,entain,,isle of man,,,,,,,10420000000,,,,,,,,,,,,
,,1,spirax-sarco engineering,,uk,,,,,,,10420000000,,,,,,,,,,,,
,,1,borgwarner,,usa,,,,,,,10410000000,,,,,,,,,,,,
,,1,gfl environmental,,canada,,,,,,,10400000000,,,,,,,,,,,,
,,1,banco de chile,,chile,,,,,,,10400000000,,,,,,,,,,,,
,,1,ceridian,,usa,,,,,,,10380000000,,,,,,,,,,,,
,,1,inwit,,italy,,,,,,,10380000000,,,,,,,,,,,,
,,1,lamar advertising,,usa,,,,,,,10380000000,,,,,,,,,,,,
,,1,caesars entertainment,,usa,,,,,,,10370000000,,,,,,,,,,,,
,,1,samsung life insurance,,s. korea,,,,,,,10370000000,,,,,,,,,,,,
,,1,toast,,usa,,,,,,,10360000000,,,,,,,,,,,,
,,1,suncorp,,australia,,,,,,,10360000000,,,,,,,,,,,,
,,1,juniper networks,,usa,,,,,,,10360000000,,,,,,,,,,,,
,,1,lg corp,,s. korea,,,,,,,10360000000,,,,,,,,,,,,
,,1,jabil,,usa,,,,,,,10350000000,,,,,,,,,,,,
,,1,knorr-bremse,,germany,,,,,,,10340000000,,,,,,,,,,,,
,,1,localiza,,brazil,,,,,,,10320000000,,,,,,,,,,,,
,,1,freddie mac,,usa,,,,,,,10300000000,,,,,,,,,,,,
,,1,galp energia,,portugal,,,,,,,10290000000,,,,,,,,,,,,
,,1,carmax,,usa,,,,,,,10270000000,,,,,,,,,,,,
,,1,zillow,,usa,,,,,,,10250000000,,,,,,,,,,,,
,,1,capitaland mall trust,,singapore,,,,,,,10230000000,,,,,,,,,,,,
,,1,puma,,germany,,,,,,,10230000000,,,,,,,,,,,,
,,1,morningstar,,usa,,,,,,,10220000000,,,,,,,,,,,,
,,1,deutsche wohnen,,germany,,,,,,,10210000000,,,,,,,,,,,,
,,1,hindustan aeronautics,,india,,,,,,,10190000000,,,,,,,,,,,,
,,1,suntory,,japan,,,,,,,10190000000,,,,,,,,,,,,
,,1,pko bank polski,,poland,,,,,,,10180000000,,,,,,,,,,,,
,,1,qorvo,,usa,,,,,,,10170000000,,,,,,,,,,,,
,,1,country garden,,china,,,,,,,10150000000,,,,,,,,,,,,
,,1,vail resorts,,usa,,,,,,,10150000000,,,,,,,,,,,,
,,1,rheinmetall,,germany,,,,,,,10140000000,,,,,,,,,,,,
,,1,jd sports fashion,,uk,,,,,,,10140000000,,,,,,,,,,,,
,,1,omron,,japan,,,,,,,10120000000,,,,,,,,,,,,
,,1,adevinta,,norway,,,,,,,10100000000,,,,,,,,,,,,
,,1,prysmian group,,italy,,,,,,,10100000000,,,,,,,,,,,,
,,1,west japan railway,,japan,,,,,,,10080000000,,,,,,,,,,,,
,,1,bruker,,usa,,,,,,,10070000000,,,,,,,,,,,,
,,1,ana holdings,,japan,,,,,,,10060000000,,,,,,,,,,,,
,,1,evonik industries,,germany,,,,,,,10040000000,,,,,,,,,,,,
,,1,halma,,uk,,,,,,,10020000000,,,,,,,,,,,,
,,1,enka,,turkey,,,,,,,9990000000,,,,,,,,,,,,
,,1,allegion,,ireland,,,,,,,9990000000,,,,,,,,,,,,
,,1,liberty global,,uk,,,,,,,9980000000,,,,,,,,,,,,
900,0.67447156,1,koc holding,,turkey,,,,,,,9980000000,,,,,,,,,,,,
,,1,hlbank hong leong bank,,malaysia,,,,,,,9970000000,,,,,,,,,,,,
,,1,interglobe aviation,,india,,,,,,,9960000000,,,,,,,,,,,,
923,0.67446816,1,northern star,,australia,,,,,,,9950000000,,,,,,,,,,,,
581,0.67448366,1,twilio,,usa,,,,,,,9950000000,,,,,,,,,,,,
,,1,lattice semiconductor,,usa,,,,,,,9950000000,,,,,,,,,,,,
,,1,eiffage,,france,,,,,,,9930000000,,,,,,,,,,,,
,,1,asahi kasei,,japan,,,,,,,9920000000,,,,,,,,,,,,
,,1,computershare,,australia,,,,,,,9920000000,,,,,,,,,,,,
,,1,wolfspeed,,usa,,,,,,,9920000000,,,,,,,,,,,,
,,1,repligen,,usa,,,,,,,9880000000,,,,,,,,,,,,
,,1,novocure,,jersey,,,,,,,9860000000,,,,,,,,,,,,
,,1,jazz pharmaceuticals,,ireland,,,,,,,9850000000,,,,,,,,,,,,
,,1,kikkoman,,japan,,,,,,,9830000000,,,,,,,,,,,,
,,1,israel chemicals,,israel,,,,,,,9810000000,,,,,,,,,,,,
,,1,chr hansen,,denmark,,,,,,,9780000000,,,,,,,,,,,,
,,1,ares capital,,usa,,,,,,,9770000000,,,,,,,,,,,,
,,1,reinsurance group of america,,usa,,,,,,,9750000000,,,,,,,,,,,,
,,1,east west bancorp,,usa,,,,,,,9750000000,,,,,,,,,,,,
,,1,tingyi master kang,,china,,,,,,,9750000000,,,,,,,,,,,,
,,1,gjensidige forsikring,,norway,,,,,,,9740000000,,,,,,,,,,,,
,,1,autonation,,usa,,,,,,,9730000000,,,,,,,,,,,,
,,1,red electrica,,spain,,,,,,,9690000000,,,,,,,,,,,,
,,1,anglogold ashanti,,south africa,,,,,,,9690000000,,,,,,,,,,,,
,,1,umicore,,belgium,,,,,,,9670000000,,,,,,,,,,,,
,,1,hong kong telecom,,hong kong,,,,,,,9660000000,,,,,,,,,,,,
,,1,alcoa,,usa,,,,,,,9660000000,,,,,,,,,,,,
,,1,varun beverages,,india,,,,,,,9650000000,,,,,,,,,,,,
,,1,china oilfield services,,china,,,,,,,9650000000,,,,,,,,,,,,
,,1,sage group,,uk,,,,,,,9640000000,,,,,,,,,,,,
,,1,willscot,,usa,,,,,,,9640000000,,,,,,,,,,,,
,,1,esr,,hong kong,,,,,,,9640000000,,,,,,,,,,,,
,,1,zendesk,,usa,,,,,,,9620000000,,,,,,,,,,,,
,,1,amec,,china,,,,,,,9620000000,,,,,,,,,,,,
,,1,remy cointreau,,france,,,,,,,9620000000,,,,,,,,,,,,
,,1,cochlear,,australia,,,,,,,9620000000,,,,,,,,,,,,
,,1,plug power,,usa,,,,,,,9610000000,,,,,,,,,,,,
,,1,legend biotech,,usa,,,,,,,9600000000,,,,,,,,,,,,
,,1,westrock,,usa,,,,,,,9560000000,,,,,,,,,,,,
,,1,vipshop,,china,,,,,,,9560000000,,,,,,,,,,,,
,,1,svenska cellulosa aktiebolaget sca,,sweden,,,,,,,9530000000,,,,,,,,,,,,
,,1,kesko,,finland,,,,,,,9530000000,,,,,,,,,,,,
,,1,ipsen,,france,,,,,,,9520000000,,,,,,,,,,,,
,,1,hella,,germany,,,,,,,9510000000,,,,,,,,,,,,
,,1,ampol,,australia,,,,,,,9490000000,,,,,,,,,,,,
,,1,a o smith,,usa,,,,,,,9490000000,,,,,,,,,,,,
,,1,al dar properties,,uae,,,,,,,9480000000,,,,,,,,,,,,
,,1,keppel,,singapore,,,,,,,9470000000,,,,,,,,,,,,
,,1,quanta computer,,taiwan,,,,,,,9430000000,,,,,,,,,,,,
,,1,cubesmart,,usa,,,,,,,9430000000,,,,,,,,,,,,
,,1,lenovo,,hong kong,,,,,,,9420000000,,,,,,,,,,,,
,,1,central pattana,,thailand,,,,,,,9410000000,,,,,,,,,,,,
,,1,president chain store pscs,,taiwan,,,,,,,9370000000,,,,,,,,,,,,
,,1,yuanta financial holding,,taiwan,,,,,,,9370000000,,,,,,,,,,,,
,,1,tfi international,,canada,,,,,,,9370000000,,,,,,,,,,,,
,,1,black knight,,usa,,,,,,,9360000000,,,,,,,,,,,,
760,0.6744829,1,jbs,,brazil,,,,,,,9350000000,,,,,,,,,,,,
,,1,performance food group,,usa,,,,,,,9350000000,,,,,,,,,,,,
25,0.67448515,1,xp inc,,brazil,,,,,,,9320000000,,,,,,,,,,,,
,,1,bharat petroleum,,india,,,,,,,9310000000,,,,,,,,,,,,
,,1,international consolidated airlines,,spain,,,,,,,9310000000,,,,,,,,,,,,
,,1,james hardie industries,,ireland,,,,,,,9300000000,,,,,,,,,,,,
,,1,bj's wholesale club,,usa,,,,,,,9280000000,,,,,,,,,,,,
,,1,nec corp,,japan,,,,,,,9250000000,,,,,,,,,,,,
,,1,schroders,,uk,,,,,,,9250000000,,,,,,,,,,,,
,,1,asx,,australia,,,,,,,9240000000,,,,,,,,,,,,
