name,headquarters,country,continent,region,sub_region,founded,employees,ceo,market_cap,categories,sector,industry,revenue,link,share_price,results_for_year,total_equity,founders,market_value,address,type
fever labs,,united states,,,,2012,,,,,,internet software & services,,,,,,,,,
scalapay,,italy,,,,2019,,,,,,fintech,,,,,,,,,
scandit,,switzerland,,,,2009,,,,,,"supply chain, logistics, & delivery",,,,,,,,,
cheq,,united states,,,,2022,,,,,,cybersecurity ,,,,,,,,,
esusu,,united states,,,,2015,,,,,,fintech,,,,,,,,,
betterfly,,chile,,,,2018,,,,,,artificial intelligence,,,,,,,,,
hasura,,india,,,,2017,,,,,,internet software & services,,,,,,,,,
timescale,,united states,,,,2015,,,,,,internet software & services,,,,,,,,,
darwinbox,,india,,,,2015,,,,,,internet software & services,,,,,,,,,
fractal analytics,,india,,,,2000,,,,,,data management & analytics,,,,,,,,,
assent,,canada,,,,2010,,,,,,"supply chain, logistics, & delivery",,,,,,,,,
voi,,sweden,,,,2018,,,,,,travel,,,,,,,,,
infarm,,germany,,,,2013,,,,,,other,,,,,,,,,
one,,singapore,,,,2011,,,,,,internet software & services,,,,,,,,,
minio,,united states,,,,2014,,,,,,data management & analytics,,,,,,,,,
pentera,,israel,,,,2015,,,,,,cybersecurity ,,,,,,,,,
placerai,,united states,,,,2016,,,,,,artificial intelligence,,,,,,,,,
noname security,,united states,,,,2020,,,,,,cybersecurity,,,,,,,,,
rothy's,,united states,,,,2016,,,,,,consumer & retail,,,,,,,,,
snaplogic,,united states,,,,2006,,,,,,internet software & services,,,,,,,,,
pet circle,,australia,,,,2011,,,,,,e-commerce & direct-to-consumer,,,,,,,,,
kopi kenangan,,indonesia,,,,2017,,,,,,consumer & retail,,,,,,,,,
sellerx,,germany,,,,2020,,,,,,e-commerce & direct-to-consumer,,,,,,,,,
cadence,,united states,,,,2020,,,,,,health,,,,,,,,,
reliaquest,,united states,,,,2007,,,,,,cybersecurity,,,,,,,,,
nature's fynd,,united states,,,,2012,,,,,,consumer & retail,,,,,,,,,
lydia,,france,,,,2011,,,,,,fintech,,,,,,,,,
iodine software,,united states,,,,2010,,,,,,data management & analytics,,,,,,,,,
haomaoai,,china,,,,2019,,,,,,artificial intelligence,,,,,,,,,
clara,,mexico,,,,2020,,,,,,fintech,,,,,,,,,
nobroker,,india,,,,2014,,,,,,internet software & services,,,,,,,,,
yipitdata,,united states,,,,2008,,,,,,internet software & services,,,,,,,,,
anyscale,,united states,,,,2019,,,,,,artificial intelligence,,,,,,,,,
lessen,,united states,,,,2019,,,,,,internet software & services,,,,,,,,,
place,,united states,,,,2020,,,,,,internet software & services,,,,,,,,,
stytch,,united states,,,,,,,,,,cybersecurity,,,,,,,,,
expel,,united states,,,,2016,,,,,,cybersecurity,,,,,,,,,
gaussian robotics,,china,,,,2013,,,,,,hardware,,,,,,,,,
razor,,germany,,,,2020,,,,,,consumer & retail,,,,,,,,,
tezign,,china,,,,2015,,,,,,internet software & services,,,,,,,,,
mensa brands,,india,,,,2021,,,,,,other,,,,,,,,,
igaworks,,south korea,,,,2006,,,,,,internet software & services,,,,,,,,,
owkin,,united states,,,,2016,,,,,,artificial intelligence,,,,,,,,,
heyday,,united states,,,,2017,,,,,,e-commerce & direct-to-consumer,,,,,,,,,
wrapbook,,united states,,,,2018,,,,,,fintech,,,,,,,,,
fabric,,united states,,,,1999,,,,,,"supply chain, logistics, & delivery",,,,,,,,,
contrast security,,united states,,,,2014,,,,,,cybersecurity,,,,,,,,,
cargox,,brazil,,,,2015,,,,,,"supply chain, logistics, & delivery",,,,,,,,,
zopa,,united kingdom,,,,2005,,,,,,fintech,,,,,,,,,
augury,,united states,,,,2011,,,,,,artificial intelligence,,,,,,,,,
soloio,,united states,,,,2017,,,,,,internet software & services,,,,,,,,,
mobikwik,,india,,,,2009,,,,,,fintech,,,,,,,,,
weights & biases,,united states,,,,2017,,,,,,artificial intelligence,,,,,,,,,
masterworks,,united states,,,,2017,,,,,,fintech,,,,,,,,,
savage x fenty,,united states,,,,2018,,,,,,e-commerce & direct-to-consumer,,,,,,,,,
swile,,france,,,,2016,,,,,,fintech,,,,,,,,,
chronosphere,,united states,,,,2019,,,,,,data management & analytics,,,,,,,,,
moka,,china,,,,2015,,,,,,internet software & services,,,,,,,,,
licious,,india,,,,2015,,,,,,e-commerce & direct-to-consumer,,,,,,,,,
ajaib,,indonesia,,,,2018,,,,,,fintech,,,,,,,,,
vagaro,,united states,,,,2009,,,,,,internet software & services,,,,,,,,,
dental monitoring,,france,,,,2014,,,,,,health,,,,,,,,,
trialspark,,united states,,,,2014,,,,,,health,,,,,,,,,
vedantu,,india,,,,2014,,,,,,edtech,,,,,,,,,
orchard,,united states,,,,,,,,,,fintech,,,,,,,,,
xendit,,indonesia,,,,2014,,,,,,fintech,,,,,,,,,
ninja van,,singapore,,,,2014,,,,,,"supply chain, logistics, & delivery",,,,,,,,,
haydon,,china,,,,2020,,,,,,consumer & retail,,,,,,,,,
mammoth biosciences,,united states,,,,,,,,,,health,,,,,,,,,
cider,,hong kong,,,,2020,,,,,,e-commerce & direct-to-consumer,,,,,,,,,
maven clinic,,united states,,,,2014,,,,,,health,,,,,,,,,
keenon robotics,,china,,,,2010,,,,,,"supply chain, logistics, & delivery",,,,,,,,,
truelayer,,united kingdom,,,,2016,,,,,,fintech,,,,,,,,,
agile robots,,germany,,,,2018,,,,,,hardware,,,,,,,,,
1kmxc,,china,,,,2014,,,,,,hardware,,,,,,,,,
gelato,,norway,,,,2007,,,,,,e-commerce & direct-to-consumer,,,,,,,,,
freshbooks,,canada,,,,2003,,,,,,fintech,,,,,,,,,
human interest,,united states,,,,2015,,,,,,fintech,,,,,,,,,
assembly,,united states,,,,2019,,,,,,internet software & services,,,,,,,,,
interos,,united states,,,,2005,,,,,,"supply chain, logistics, & delivery",,,,,,,,,
dmed biopharmaceutical,,china,,,,2016,,,,,,health,,,,,,,,,
berlin brands group,,germany,,,,2005,,,,,,e-commerce & direct-to-consumer,,,,,,,,,
mobilecoin,,united states,,,,2018,,,,,,fintech,,,,,,,,,
picsart,,united states,,,,,,,,,,mobile & telecommunications,,,,,,,,,
snorkel ai,,united states,,,,2019,,,,,,artificial intelligence,,,,,,,,,
nium,,singapore,,,,2014,,,,,,fintech,,,,,,,,,
bluecore,,united states,,,,2013,,,,,,artificial intelligence,,,,,,,,,
pantheon systems,,united states,,,,2020,,,,,,internet software & services,,,,,,,,,
amperity,,united states,,,,2016,,,,,,artificial intelligence,,,,,,,,,
shipbob,,united states,,,,2014,,,,,,"supply chain, logistics, & delivery",,,,,,,,,
morning consult,,united states,,,,2014,,,,,,internet software & services,,,,,,,,,
worldcoin,,united states,,,,,,,,,,fintech,,,,,,,,,
smartasset,,united states,,,,2012,,,,,,fintech,,,,,,,,,
visier,,canada,,,,2010,,,,,,internet software & services,,,,,,,,,
joytunes,,israel,,,,2011,,,,,,edtech,,,,,,,,,
bringg,,israel,,,,2013,,,,,,"supply chain, logistics, & delivery",,,,,,,,,
claroty,,united states,,,,2015,,,,,,cybersecurity,,,,,,,,,
xiaoe tech,,china,,,,2015,,,,,,internet software & services,,,,,,,,,
carro,,singapore,,,,2015,,,,,,e-commerce & direct-to-consumer,,,,,,,,,
tractable,,united kingdom,,,,2014,,,,,,artificial intelligence,,,,,,,,,
ecoflow,,china,,,,2017,,,,,,hardware,,,,,,,,,
xiaoice,,china,,,,2020,,,,,,e-commerce & direct-to-consumer,,,,,,,,,
thirty madison,,united states,,,,1993,,,,,,health,,,,,,,,,
letsgetchecked,,ireland,,,,2015,,,,,,health,,,,,,,,,
matrixport,,singapore,,,,2019,,,,,,fintech,,,,,,,,,
vise,,united states,,,,2016,,,,,,fintech,,,,,,,,,
shippo,,united states,,,,2013,,,,,,"supply chain, logistics, & delivery",,,,,,,,,
tenstorrent,,canada,,,,2016,,,,,,artificial intelligence,,,,,,,,,
shift technology,,france,,,,2014,,,,,,artificial intelligence,,,,,,,,,
forte labs,,united states,,,,2018,,,,,,fintech,,,,,,,,,
zihaiguo,,china,,,,2018,,,,,,consumer & retail,,,,,,,,,
carson group,,united states,,,,,,,,,,fintech,,,,,,,,,
amount,,united states,,,,2020,,,,,,fintech,,,,,,,,,
augustinus bader,,london,,,,2017,,,,,,consumer & retail,,,,,,,,,
axtria,,united states,,,,2009,,,,,,data management & analytics,,,,,,,,,
firefly aerospace,,united states,,,,2014,,,,,,other,,,,,,,,,
xforceplus,,china,,,,2015,,,,,,internet software & services,,,,,,,,,
mux,,united states,,,,2015,,,,,,internet software & services,,,,,,,,,
aircall,,united states,,,,2014,,,,,,internet software & services,,,,,,,,,
moloco,,united states,,,,2013,,,,,,artificial intelligence,,,,,,,,,
capsule,,united states,,,,2015,,,,,,health,,,,,,,,,
inari,,united states,,,,2016,,,,,,other,,,,,,,,,
injective protocol,,united states,,,,2018,,,,,,fintech,,,,,,,,,
groq,,united states,,,,2016,,,,,,artificial intelligence,,,,,,,,,
the zebra,,united states,,,,2012,,,,,,e-commerce & direct-to-consumer,,,,,,,,,
clearcover,,united states,,,,2016,,,,,,fintech,,,,,,,,,
hyperchain,,china,,,,,,,,,,fintech,,,,,,,,,
newsela,,united states,,,,2013,,,,,,edtech,,,,,,,,,
aqua security,,israel,,,,2015,,,,,,cybersecurity,,,,,,,,,
patsnap,,singapore,,,,2007,,,,,,internet software & services,,,,,,,,,
webull,,china,,,,2016,,,,,,fintech,,,,,,,,,
axiom space,,united states,,,,2016,,,,,,other,,,,,,,,,
evidation,,united states,,,,2012,,,,,,health,,,,,,,,,
fiture,,china,,,,2019,,,,,,health,,,,,,,,,
sidecar health,,united states,,,,2018,,,,,,fintech,,,,,,,,,
yunxuetang,,china,,,,2011,,,,,,edtech,,,,,,,,,
flash express,,thailand,,,,2017,,,,,,"supply chain, logistics, & delivery",,,,,,,,,
standard,,united states,,,,2017,,,,,,artificial intelligence,,,,,,,,,
skydio,,united states,,,,2014,,,,,,"supply chain, logistics, & delivery",,,,,,,,,
locus robotics,,united states,,,,2014,,,,,,hardware,,,,,,,,,
splashtop,,united states,,,,2006,,,,,,internet software & services,,,,,,,,,
madeiramadeira,,brazil,,,,2009,,,,,,e-commerce & direct-to-consumer,,,,,,,,,
cameo,,united states,,,,2016,,,,,,internet software & services,,,,,,,,,
quantum metric,,united states,,,,2015,,,,,,data management & analytics,,,,,,,,,
sift,,united states,,,,2011,,,,,,artificial intelligence,,,,,,,,,
feedzai,,united states,,,,2009,,,,,,artificial intelligence,,,,,,,,,
alation,,united states,,,,2012,,,,,,internet software & services,,,,,,,,,
playco,,japan,,,,2020,,,,,,other,,,,,,,,,
zwift,,united states,,,,2014,,,,,,e-commerce & direct-to-consumer,,,,,,,,,
quizlet,,united states,,,,2005,,,,,,edtech,,,,,,,,,
saltpay,,united kingdom,,,,,,,,,,fintech,,,,,,,,,
news break,,united states,,,,2015,,,,,,internet software & services,,,,,,,,,
ppro,,united kingdom,,,,2006,,,,,,fintech,,,,,,,,,
boom supersonic,,united states,,,,2014,,,,,,other,,,,,,,,,
gousto,,united kingdom,,,,2012,,,,,,"supply chain, logistics, & delivery",,,,,,,,,
infobip,,croatia,,,,2006,,,,,,mobile & telecommunications,,,,,,,,,
orca bio,,united states,,,,2016,,,,,,health,,,,,,,,,
emerging markets property group,,united arab emirates,,,,2015,,,,,,other,,,,,,,,,
alto pharmacy,,united states,,,,2015,,,,,,health,,,,,,,,,
hotmart,,netherlands,,,,2011,,,,,,e-commerce & direct-to-consumer,,,,,,,,,
numbrs,,switzerland,,,,,,,,,,fintech,,,,,,,,,
meero,,france,,,,2016,,,,,,artificial intelligence,,,,,,,,,
knowbox,,china,,,,2014,,,,,,edtech,,,,,,,,,
c2fo,,united states,,,,2008,,,,,,fintech,,,,,,,,,
sitech dev,,china,,,,2017,,,,,,other,,,,,,,,,
poizon,,china,,,,2015,,,,,,mobile & telecommunications,,,,,,,,,
globality,,united states,,,,2015,,,,,,artificial intelligence,,,,,,,,,
ynsect,,france,,,,2011,,,,,,other,,,,,,,,,
kk group,,china,,,,2014,,,,,,e-commerce & direct-to-consumer,,,,,,,,,
yanolja,,south korea,,,,2005,,,,,,travel,,,,,,,,,
ebanx,,brazil,,,,2012,,,,,,fintech,,,,,,,,,
ibotta,,united states,,,,2011,,,,,,fintech,,,,,,,,,
intellifusion,,china,,,,2014,,,,,,artificial intelligence,,,,,,,,,
banma network technologies,,china,,,,2015,,,,,,auto & transportation,,,,,,,,,
terminus technology,,china,,,,2015,,,,,,hardware,,,,,,,,,
bitfury,,netherlands,,,,2011,,,,,,hardware,,,,,,,,,
flashex,,china,,,,2014,,,,,,"supply chain, logistics, & delivery",,,,,,,,,
wacai,,china,,,,2009,,,,,,mobile & telecommunications,,,,,,,,,
china cloud,,china,,,,2010,,,,,,hardware,,,,,,,,,
movile,,brazil,,,,1998,,,,,,mobile & telecommunications,,,,,,,,,
pat mcgrath labs,,united states,,,,2016,,,,,,consumer & retail,,,,,,,,,
huike group,,china,,,,2010,,,,,,edtech,,,,,,,,,
linkdoc technology,,china,,,,2014,,,,,,health,,,,,,,,,
hosjoy,,china,,,,2009,,,,,,e-commerce & direct-to-consumer,,,,,,,,,
welab,,hong kong,,,,2013,,,,,,fintech,,,,,,,,,
revolution precrafted,,philippines,,,,2015,,,,,,other,,,,,,,,,
momenta,,china,,,,2016,,,,,,artificial intelligence,,,,,,,,,
cell c,,south africa,,,,2000,,,,,,mobile & telecommunications,,,,,,,,,
zhaogang,,china,,,,2012,,,,,,e-commerce & direct-to-consumer,,,,,,,,,
dianrong,,china,,,,2012,,,,,,e-commerce & direct-to-consumer,,,,,,,,,
yh global,,china,,,,1997,,,,,,"supply chain, logistics, & delivery",,,,,,,,,
tresata,,united states,,,,2011,,,,,,fintech,,,,,,,,,
omio,,germany,,,,2013,,,,,,travel,,,,,,,,,
sassist,,united states,,,,1999,,,,,,internet software & services,,,,,,,,,
kenscott,,united states,,,,2002,,,,,,consumer & retail,,,,,,,,,
mobvoi,,china,,,,2012,,,,,,consumer & retail,,,,,,,,,
icarbonx,,china,,,,2015,,,,,,artificial intelligence,,,,,,,,,
58 daojia,,china,,,,2014,,,,,,internet software & services,,,,,,,,,
itutorgroup,,china,,,,1998,,,,,,edtech,,,,,,,,,
dxycn,,china,,,,2000,,,,,,health,,,,,,,,,
womai,,china,,,,2009,,,,,,e-commerce & direct-to-consumer,,,,,,,,,
mediamath,,united states,,,,2007,,,,,,internet software & services,,,,,,,,,
vox media,,united states,,,,2011,,,,,,internet software & services,,,,,,,,,
fxiaoke,,china,,,,2011,,,,,,mobile & telecommunications,,,,,,,,,
maimai,,china,,,,2013,,,,,,mobile & telecommunications,,,,,,,,,
hmd global,,finland,,,,2016,,,,,,mobile & telecommunications,,,,,,,,,
modernizing medicine,,united states,,,,2010,,,,,,health,,,,,,,,,
zhuan zhuan,,china,,,,2015,,,,,,e-commerce & direct-to-consumer,,,,,,,,,
hujiang,,china,,,,2001,,,,,,edtech,,,,,,,,,
jimubox,,china,,,,,,,,,,fintech,,,,,,,,,
lamabang,,china,,,,2011,,,,,,e-commerce & direct-to-consumer,,,,,,,,,
red ventures,,united states,,,,2000,,,,,,other,,,,,,,,,
inmobi,,india,,,,2007,,,,,,mobile & telecommunications,,,,,,,,,
zebec,,united states,,,,2021,,,,,,fintech,,,,,,,,,
techstyle fashion group,,united states,,,,2010,,,,,,e-commerce & direct-to-consumer,,,,,,,,,
miacom,,china,,,,2011,,,,,,e-commerce & direct-to-consumer,,,,,,,,,
mindmaze,,switzerland,,,,2012,,,,,,health,,,,,,,,,
linksure network,,china,,,,2013,,,,,,mobile & telecommunications,,,,,,,,,
lookout,,united states,,,,2007,,,,,,cybersecurity,,,,,,,,,
beibei,,china,,,,2011,,,,,,e-commerce & direct-to-consumer,,,,,,,,,
transfermate,,ireland,,,,2010,,,,,,fintech,,,,,,,,,
snapdeal,,india,,,,2008,,,,,,e-commerce & direct-to-consumer,,,,,,,,,
perimeter 81,,israel,,,,2018,,,,,,cybersecurity,,,,,,,,,
line man wongnai,,thailand,,,,2016,,,,,,e-commerce & direct-to-consumer,,,,,,,,,
paystand,,united states,,,,2014,,,,,,fintech,,,,,,,,,
stability ai,,united kingdom,,,,2019,,,,,,artificial intelligence,,,,,,,,,
ecovadis,,france,,,,2007,,,,,,"supply chain, logistics, & delivery",,,,,,,,,
beamery,,united kingdom,,,,2014,,,,,,artificial intelligence,,,,,,,,,
xanadu,,canada,,,,2016,,,,,,hardware,,,,,,,,,
flow,,united states,,,,2022,,,,,,fintech,,,,,,,,,
turntide technologies,,united states,,,,2013,,,,,,auto & transportation,,,,,,,,,
vesttoo,,israel,,,,2018,,,,,,fintech,,,,,,,,,
celestia,,liechtenstein,,,,2020,,,,,,internet software & services,,,,,,,,,
wheel,,united states,,,,2018,,,,,,health,,,,,,,,,
satispay,,italy,,,,2013,,,,,,fintech,,,,,,,,,
leap motor,,china,,,,2015,,,,,,auto & transportation,,,,,,,,,
blackbuck,,india,,,,2015,,,,,,"supply chain, logistics, & delivery",,,,,,,,,
orcam technologies,,israel,,,,2010,,,,,,artificial intelligence,,,,,,,,,
ample,,united states,,,,2014,,,,,,hardware,,,,,,,,,
branch,,united states,,,,2019,,,,,,fintech,,,,,,,,,
mixpanel,,united states,,,,2009,,,,,,internet software & services,,,,,,,,,
density,,united states,,,,2014,,,,,,hardware,,,,,,,,,
sendbird,,united states,,,,2013,,,,,,mobile & telecommunications,,,,,,,,,
jiuxian,,china,,,,2009,,,,,,e-commerce & direct-to-consumer,,,,,,,,,
aprogen,,south korea,,,,2000,,,,,,health,,,,,,,,,
cirkul,,united states,,,,2016,,,,,,consumer & retail,,,,,,,,,
rivigo,,india,,,,2014,,,,,,"supply chain, logistics, & delivery",,,,,,,,,
56pingtai,,china,,,,,,,,,,"supply chain, logistics, & delivery",,,,,,,,,
nxin,,china,,,,2015,,,,,,internet software & services,,,,,,,,,
radius payment solutions,,united kingdom,,,,1990,,,,,,fintech,,,,,,,,,
instabase,,united states,,,,2015,,,,,,data management & analytics,,,,,,,,,
cais,,united states,,,,2009,,,,,,fintech,,,,,,,,,
0x,,united states,,,,2016,,,,,,fintech,,,,,,,,,
uisee technology,,china,,,,2016,,,,,,"supply chain, logistics, & delivery",,,,,,,,,
mamaearth,,india,,,,2016,,,,,,e-commerce & direct-to-consumer,,,,,,,,,
purplle,,india,,,,2012,,,,,,e-commerce & direct-to-consumer,,,,,,,,,
teleport,,united states,,,,2015,,,,,,cybersecurity,,,,,,,,,
intelycare,,united states,,,,2014,,,,,,health,,,,,,,,,
recover,,spain,,,,1947,,,,,,other,,,,,,,,,
material security,,united states,,,,2017,,,,,,cybersecurity,,,,,,,,,
imply data,,united states,,,,2015,,,,,,data management & analytics,,,,,,,,,
physicswallah,,india,,,,2016,,,,,,edtech,,,,,,,,,
chief,,united states,,,,2017,,,,,,other,,,,,,,,,
beyond identity,,united states,,,,2019,,,,,,cybersecurity,,,,,,,,,
lead school,,india,,,,2012,,,,,,edtech,,,,,,,,,
staffbase,,germany,,,,2014,,,,,,internet software & services,,,,,,,,,
esentire,,canada,,,,2001,,,,,,cybersecurity,,,,,,,,,
globalbees,,india,,,,2021,,,,,,e-commerce & direct-to-consumer,,,,,,,,,
fundbox,,united states,,,,2013,,,,,,fintech,,,,,,,,,
turing,,united states,,,,2018,,,,,,internet software & services,,,,,,,,,
the bank of london,,united kingdom,,,,2018,,,,,,fintech,,,,,,,,,
daily harvest,,united states,,,,2014,,,,,,e-commerce & direct-to-consumer,,,,,,,,,
nowports,,mexico,,,,2018,,,,,,"supply chain, logistics, & delivery",,,,,,,,,
apna,,india,,,,2019,,,,,,internet software & services,,,,,,,,,
g2,,united states,,,,2012,,,,,,internet software & services,,,,,,,,,
sunbit,,united states,,,,2016,,,,,,fintech,,,,,,,,,
caribou,,united states,,,,2016,,,,,,fintech,,,,,,,,,
acko general insurance,,india,,,,2016,,,,,,fintech,,,,,,,,,
karat,,united states,,,,2014,,,,,,internet software & services,,,,,,,,,
carousell,,singapore,,,,2012,,,,,,e-commerce & direct-to-consumer,,,,,,,,,
qingting fm,,china,,,,,,,,,,internet software & services,,,,,,,,,
enpal,,germany,,,,2017,,,,,,internet software & services,,,,,,,,,
zego,,united kingdom,,,,,,,,,,fintech,,,,,,,,,
hailo,,israel,,,,2017,,,,,,artificial intelligence,,,,,,,,,
nexthink,,switzerland,,,,2004,,,,,,data management & analytics,,,,,,,,,
rightway,,united states,,,,2017,,,,,,health,,,,,,,,,
ovh,,france,,,,1999,,,,,,other,,,,,,,,,
pharmapacks,,united states,,,,2010,,,,,,e-commerce & direct-to-consumer,,,,,,,,,
sennder,,germany,,,,2015,,,,,,"supply chain, logistics, & delivery",,,,,,,,,
juanpi,,china,,,,2012,,,,,,e-commerce & direct-to-consumer,,,,,,,,,
ivalua,,united states,,,,2000,,,,,,fintech,,,,,,,,,
appdirect,,united states,,,,2009,,,,,,e-commerce & direct-to-consumer,,,,,,,,,
sisense,,united states,,,,2004,,,,,,data management & analytics,,,,,,,,,
getyourguide,,germany,,,,2009,,,,,,travel,,,,,,,,,
invoca,,united states,,,,2008,,,,,,artificial intelligence,,,,,,,,,
flexe,,united states,,,,2013,,,,,,"supply chain, logistics, & delivery",,,,,,,,,
at-bay,,united states,,,,2016,,,,,,fintech,,,,,,,,,
teld,,china,,,,2014,,,,,,fintech,,,,,,,,,
dana,,indonesia,,,,2017,,,,,,fintech,,,,,,,,,
tangome,,united states,,,,2009,,,,,,mobile & telecommunications,,,,,,,,,
visby medical,,united states,,,,2015,,,,,,health,,,,,,,,,
wasabi,,united states,,,,2015,,,,,,internet software & services,,,,,,,,,
elemy,,united states,,,,,,,,,,health,,,,,,,,,
venafi,,united states,,,,2000,,,,,,cybersecurity,,,,,,,,,
rebellion defense,,united states,,,,2019,,,,,,artificial intelligence,,,,,,,,,
happy money,,united states,,,,2009,,,,,,fintech,,,,,,,,,
irl,,united states,,,,2017,,,,,,internet software & services,,,,,,,,,
source global,,united states,,,,2014,,,,,,other,,,,,,,,,
tuhu,,china,,,,2011,,,,,,auto & transportation,,,,,,,,,
yimidida,,china,,,,2015,,,,,,"supply chain, logistics, & delivery",,,,,,,,,
luoji siwei,,china,,,,2012,,,,,,edtech,,,,,,,,,
younited,,france,,,,2009,,,,,,fintech,,,,,,,,,
lifemiles,,colombia,,,,2011,,,,,,other,,,,,,,,,
modern health,,united states,,,,2017,,,,,,health,,,,,,,,,
