name,headquarters,country,continent,region,sub_region,founded,employees,ceo,market_cap,categories,sector,industry,revenue,link,share_price,results_for_year,total_equity,founders,market_value,address,type
crown castle international corp reit,"houston,tx,unitedstates",united states,,,, 1994," 5,000",jay a brown,80920000000,,real estate,reitspecialty,,,,,,,,,
national australia bank limited,"docklands,vic,australia",australia,,,, 1982," 32,741",ross maxwell mcewan bbs cbe,81030000000,,financials,banks,,,,,,,,,
hca healthcare inc,"nashville,tn,unitedstates",united states,,,, 1968," 204,000",samuel n hazen,82600000000,,healthcare,medical care facilities,,,,,,,,,
air liquide sa,"paris,france",france,,,,," 66,400",benoit potier,83240000000,,basic materials,chemicals,,,,,,,,,
shopify inc,"ottawa,on,canada",canada,,,, 2006," 10,000",tobias la14tke,83800000000,,technology,softwareapplication,,,,,,,,,
cigna corporation,"bloomfield,ct,unitedstates",united states,,,, 1982," 72,226",david michael cordani,84670000000,,healthcare,healthcare plans,,,,,,,,,
mitsubishi ufj financial group inc,"tokyo,japan",japan,,,," october 1, 2005"," 132,700",hironori kamezawa,85030000000,,financials,banks,,,,,,,,,
micron technology inc,"boise,id,unitedstates",united states,,,," october 5, 1978"," 43,000",sanjay mehrotra,86490000000,,technology,semiconductors,,,,,,,,,
marsh & mclennan companies inc,"newyork,ny,unitedstates",united states,,,, 1905," 83,000",daniel s glaser,87160000000,,financials,insurance brokers,,,,,,,,,
cme group inc,"chicago,il,unitedstates",united states,,,, 1848," 3,480",terrence a duffy,87170000000,,financials,financial data & stock exchanges,,,,,,,,,
glencore plc,"baar,switzerland",switzerland,,,, 1974," 81,284",gary nagle,87310000000,,basic materials,other industrial metals & mining,,,,,,,,,
brookfield asset management inc,"toronto,on,canada",canada,,,, 1899," 150,000",james bruce flatt,87460000000,,financials,asset management,,,,,,,,,
the blackstone group inc,"newyork,ny,unitedstates",united states,,,, 1985," 3,795",stephen allen schwarzman ba mba,87640000000,,financials,asset management,,,,,,,,,
bank of nova scotia,"halifax,ns,canada",canada,,,," march 30, 1832"," 89,782",brian johnston porter amp bcom,87760000000,,financials,banks,,,,,,,,,
duke energy corporation,"charlotte,nc,unitedstates",united states,,,, 1904," 27,605",lynn j good,88760000000,,utilities,utilitiesregulated electric,,,,,,,,,
3m company,"st.paul,mn,unitedstates",united states,,,," june 13, 1902"," 95,000",michael f roman,88770000000,,industrials,specialty industrial machinery,,,,,,,,,
csl limited,"parkville,vic,australia",australia,,,, 1916," 25,000",paul r perreault ba,89690000000,,healthcare,biotechnology,,,,,,,,,
zoetis inc,"parsippany,nj,unitedstates",united states,,,, 1952 ," 12,100",kristin c peck,89820000000,,healthcare,drug manufacturersspecialty & generic,,,,,,,,,
vulcan international corp,"wilmington,de,unitedstates",united states,,,,, 68,,90340000000,,basic materials,chemicals,,,,,,,,,
jdcom inc,"beijing,china",china,,,, 6 june 2009," 310,000",qiangdong liu,90460000000,,consumer discretionary,internet retail,,,,,,,,,
mondelez international inc,"chicago,il,unitedstates",united states,,,," december 10, 1923"," 79,000",dirk van de put,90670000000,,consumer staples,confectioners,,,,,,,,,
merck kommanditgesellschaft auf aktien,"darmstadt,germany",germany,,,,," 60,334",belen garijo lopez md,90740000000,,healthcare,drug manufacturersspecialty & generic,,,,,,,,,
deutsche telekom ag,"bonn,germany",germany,,,,," 216,528",timotheus hottges,93010000000,,communication services,telecom services,,,,,,,,,
schneider electric se,"rueil-malmaison,france",france,,,,," 166,025",jean-pascal tricoire,94340000000,,industrials,specialty industrial machinery,,,,,,,,,
enbridge inc,"calgary,ab,canada",canada,,,," april 30, 1949 as interprovincial pipe line company"," 10,900",al monaco,94940000000,,energy,oil & gas midstream,,,,,,,,,
canadian national railway company,"montreal,qc,canada",canada,,,, 6 june 1919," 22,604",tracy a robinson,94960000000,,industrials,railroads,,,,,,,,,
booking holdings inc,"norwalk,ct,unitedstates",united states,,,, 1996," 20,097",glenn d fogel,95020000000,,consumer discretionary,travel services,,,,,,,,,
china shenhua energy company ltd,"beijing,china",china,,,,," 77,029",,95340000000,,energy,thermal coal,,,,,,,,,
bp plc,"london,unitedkingdom",united kingdom,,,, 14 april 1909 as the anglo-persian oil company," 60,000",,96240000000,,energy,oil & gas integrated,,,,,,,,,
automatic data processing inc,"roseland,nj,unitedstates",united states,,,, 1949," 56,000",carlos a rodriguez,96980000000,,industrials,staffing & employment services,,,,,,,,,
metlife inc,"newyork,ny,unitedstates",united states,,,," march 24, 1868"," 49,000",michel abbas khalaf,62690000000,,financials,insurancelife,,,,,,,,,
dassault systemes se,"velizy-villacoublay,france",france,,,,," 20,496",bernard s charles,62750000000,,technology,softwareapplication,,,,,,,,,
pacificorp,"portland,or,unitedstates",united states,,,,," 4,800",william j fehrman,62870000000,,utilities,utilitiesdiversified,,,,,,,,,
boston scientific corporation,,united states,,,, 1979," 41,000",michael f mahoney,63080000000,,healthcare,medical devices,,,,,,,,,
fedex corporation,"memphis,tn,unitedstates",united states,,,," may 5, 1971"," 384,000",frederick w smith,63250000000,,industrials,integrated freight & logistics,,,,,,,,,
shin-etsu chemical co ltd,"tokyo,japan",japan,,,,," 24,629",,63430000000,,basic materials,chemicals,,,,,,,,,
ap moller - maersk a-s,"copenhagen,denmark",denmark,,,,," 95,000",soren skou,64400000000,,industrials,marine shipping,,,,,,,,,
sk hynix inc,"icheon-si,southkorea",south korea,,,,," 29,047",,64599999999,,technology,semiconductors,,,,,,,,,
oriental land co ltd,"urayasu,japan",japan,,,,," 8,782",toshio kagami,64660000000,,consumer discretionary,leisure,,,,,,,,,
snowflake inc,"sanmateo,ca,unitedstates",united states,,,," july 23, 2012"," 2,495",frank slootman,65040000000,,technology,softwareapplication,,,,,,,,,
exelon corporation,"chicago,il,unitedstates",united states,,,," october 20, 2000"," 31,518",christopher mark crane,65530000000,,utilities,utilitiesdiversified,,,,,,,,,
colgate-palmolive company,"newyork,ny,unitedstates",united states,,,, 1806," 33,800",noel r wallace,65640000000,,consumer staples,household & personal products,,,,,,,,,
ford motor company,"dearborn,mi,unitedstates",united states,,,," june 16, 1903"," 183,000",james d farley jr,65739999999,,consumer discretionary,auto manufacturers,,,,,,,,,
newmont corporation,"denver,co,unitedstates",united states,,,, 1921," 14,400",thomas ronald palmer,65890000000,,basic materials,gold,,,,,,,,,
equinix inc reit,"redwoodcity,ca,unitedstates",united states,,,, 1998," 10,944",charles j meyers,66349999999,,real estate,reitspecialty,,,,,,,,,
icici bank limited,"mumbai,india",india,,,, 5 january 1994," 98,750",sandeep bakhshi be,66620000000,,financials,banks,,,,,,,,,
dbs group holdings ltd,"singapore,singapore",singapore,,,,," 33,000",piyush gupta,66739999999,,financials,banks,,,,,,,,,
industrial bank co ltd,"fuzhou,china",china,,,,," 59,630",,66870000000,,financials,banks,,,,,,,,,
waste management inc,"houston,tx,unitedstates",united states,,,," january 1, 1968"," 48,500",james c fish jr,66950000000,,industrials,waste management,,,,,,,,,
abb ltd,"zurich,switzerland",switzerland,,,, 1988," 104,400",,67190000000,,industrials,electrical equipment & parts,,,,,,,,,
westpac banking corporation,"sydney,nsw,australia",australia,,,,," 40,143",peter francis king fca bec fca,67200000000,,financials,banks,,,,,,,,,
the progressive corporation,"mayfield,oh,unitedstates",united states,,,," march 10, 1937"," 49,077",susan patricia griffith,67310000000,,financials,insuranceproperty & casualty,,,,,,,,,
illinois tool works inc,"glenview,il,unitedstates",united states,,,, 1912," 45,000",e scott santi,67489999999,,industrials,specialty industrial machinery,,,,,,,,,
vertex pharmaceuticals incorporated,"boston,ma,unitedstates",united states,,,, 1989," 3,900",reshma kewalramani fasn md,67489999999,,healthcare,biotechnology,,,,,,,,,
the sherwin-williacompany,"cleveland,oh,unitedstates",united states,,,," cleveland, ohio, u.s. 1866"," 61,000",john g morikis,67540000000,,basic materials,specialty chemicals,,,,,,,,,
bayer ag,"leverkusen,germany",germany,,,,," 95,950",werner baumann,68090000000,,healthcare,drug manufacturersgeneral,,,,,,,,,
recruit holdings co ltd,"tokyo,japan",japan,,,,," 46,800",hisayuki idekoba,68110000000,,industrials,staffing & employment services,,,,,,,,,
iberdrola sa,"bilbao,spain",spain,,,,," 38,702",jose ignacio sanchez galan,68230000000,,utilities,utilitiesdiversified,,,,,,,,,
fiserv inc,"brookfield,wi,unitedstates",united states,,,, 1984," 44,000",frank j bisignano,68680000000,,technology,information technology services,,,,,,,,,
sberbank of russia pjsc,"moscow,russia",russia,,,,," 287,866",herman oskarovich gref,68690000000,,financials,banks,,,,,,,,,
ubs group ag,"zurich,switzerland",switzerland,,,, 29 june 1998," 71,385",ralph a j g hamers,68930000000,,financials,banks,,,,,,,,,
public storage,"glendale,ca,unitedstates",united states,,,, 1972," 5,800",joseph d russell jr,69310000000,,real estate,reitindustrial,,,,,,,,,
america movil sab de cv,"mexicocity,df,mexico",mexico,,,, 1986," 181,205",daniel hajj aboumrad,69450000000,,communication services,telecom services,,,,,,,,,
bnp paribas sa,"paris,france",france,,,,," 190,000",jean-laurent bonnafe,69900000000,,financials,banks,,,,,,,,,
enel spa,"rome,rm,italy",italy,,,,," 66,279",francesco starace,70150000000,,utilities,utilitiesdiversified,,,,,,,,,
dominion energy inc,"richmond,va,unitedstates",united states,,,," virginia, u.s. 1983"," 17,100",robert m blue,70200000000,,utilities,utilitiesdiversified,,,,,,,,,
axa sa,"paris,france",france,,,,," 106,128",thomas buberl,70200000000,,financials,insurancediversified,,,,,,,,,
general dynamics corporation,,united states,,,," february 7, 1899"," 103,100",phebe n novakovic,70550000000,,industrials,aerospace & defense,,,,,,,,,
moderna inc,"cambridge,ma,unitedstates",united states,,,, september 2010," 2,700",stephane bancel,70810000000,,healthcare,biotechnology,,,,,,,,,
anglo american plc,"london,unitedkingdom",united kingdom,,,, 1917," 106,000",mark cutifani be beng mining fellow ausimm cengfimmm dba,71480000000,,basic materials,other industrial metals & mining,,,,,,,,,
siemens healthineers ag,"erlangen,germany",germany,,,,," 66,800",bernhard montag,71500000000,,healthcare,diagnostics & research,,,,,,,,,
eog resources inc,"houston,tx,unitedstates",united states,,,, 1999," 2,800",ezra y yacob,71900000000,,energy,oil & gas e&p,,,,,,,,,
pt bank central asia tbk,"jakarta,indonesia",indonesia,,,,," 25,370",,71910000000,,financials,banks,,,,,,,,,
wal-mart de mexico sab de cv,"mexicocity,df,mexico",mexico,,,,," 231,259",guilherme de souza macedo loureiro,71960000000,,consumer staples,discount stores,,,,,,,,,
freeport-mcmoran inc,"phoenix,az,unitedstates",united states,,,, 1912," 24,700",richard c adkerson,72160000000,,basic materials,copper,,,,,,,,,
norfolk southern corporation,"norfolk,va,unitedstates",united states,,,," july 23, 1980 in norfolk, virginia, united states"," 18,100",james a squires,72310000000,,industrials,railroads,,,,,,,,,
kddi corp,"tokyo,japan",japan,,,,," 47,320",,73120000000,,communication services,telecom services,,,,,,,,,
northrop grumman corporation,"fallschurch,va,unitedstates",united states,,,, 1994," 88,000",kathy j warden,73250000000,,industrials,aerospace & defense,,,,,,,,,
aon plc,"london,unitedkingdom",united kingdom,,,, 1982," 50,000",gregory clarence case,73330000000,,financials,insurance brokers,,,,,,,,,
bayerische motoren werke ag,"munich,germany",germany,,,,," 118,909",oliver zipse,56170000000,,consumer discretionary,auto manufacturers,,,,,,,,,
bank of communications co ltd,"shanghai,china",china,,,,," 90,238",,56380000000,,financials,banks,,,,,,,,,
kla corporation,"milpitas,ca,unitedstates",united states,,,, 1997," 11,300",richard p wallace,56480000000,,technology,semiconductor equipment & materials,,,,,,,,,
humana inc,"louisville,ky,unitedstates",united states,,,," august 18, 1961"," 95,500",bruce dale broussard,56550000000,,healthcare,healthcare plans,,,,,,,,,
tc energy corporation,"calgary,ab,canada",canada,,,,," 7,017",francois lionel poirier,56770000000,,energy,oil & gas midstream,,,,,,,,,
the saudi national bank,"riyadh,saudiarabia",saudi arabia,,,,," 16,113",saeed bin mohammed a al-ghamdi,56890000000,,financials,banks,,,,,,,,,
ihs markit ltd,"london,unitedkingdom",united kingdom,,,, 1959," 16,000",,56940000000,,industrials,consulting services,,,,,,,,,
pinduoduo inc,"shanghai,china",china,,,,," 7,986",lei chen,57090000000,,consumer discretionary,internet retail,,,,,,,,,
marriott international inc,"bethesda,md,unitedstates",united states,,,," march 5, 1927"," 120,000",anthony g capuano jr,57180000000,,consumer discretionary,lodging,,,,,,,,,
canadian imperial bank of commerce,"toronto,on,canada",canada,,,," june 1, 1961"," 46,030",victor g dodig,57200000000,,financials,banks,,,,,,,,,
mitsubishi corp,"tokyo,japan",japan,,,,,,takehiko kakiuchi,57230000000,,industrials,conglomerates,,,,,,,,,
foshan haitian flavouring and food company ltd,"foshan,china",china,,,,," 6,058",,57400000000,,consumer staples,packaged foods,,,,,,,,,
enterprise products partners lp,"houston,tx,unitedstates",united states,,,, 1968," 7,000",a james teague,57430000000,,energy,oil & gas midstream,,,,,,,,,
itau unibanco holding sa,"saopaulo,sp,brazil",brazil,,,,," 99,600",milton maluhy filho,57450000000,,financials,banks,,,,,,,,,
marvell technology inc,"wilmington,de,unitedstates",united states,,,,," 6,695",matthew j murphy,57620000000,,technology,semiconductors,,,,,,,,,
schlumberger limited,"houston,tx,unitedstates",united states,,,, 1926," 92,000",olivier le peuch,57630000000,,energy,oil & gas equipment & services,,,,,,,,,
pernod ricard sa,"paris,france",france,,,,," 18,500",alexan ricard,57750000000,,consumer staples,beverageswineries & distilleries,,,,,,,,,
air products and chemicals inc,"allentown,pa,unitedstates",united states,,,, 1940," 20,000",seifollah ghasemi,57820000000,,basic materials,chemicals,,,,,,,,,
marvell technology group ltd,"hamilton,bermuda",bermuda,,,, 1995," 6,695",matthew j murphy,58360000000,,                                        technology                                    ,                                        semiconductors                                    ,,,,,,,,,
relx plc,"london,unitedkingdom",united kingdom,,,, 1993," 33,500",erik engstrom,58530000000,,communication services,publishing,,,,,,,,,
workday inc,"pleasanton,ca,unitedstates",united states,,,, march 2005," 15,200",aneel bhusri,58700000000,,technology,softwareapplication,,,,,,,,,
vinci sa,"rueil-malmaison,france",france,,,,," 218,569",xavier m p huillard,59010000000,,industrials,engineering & construction,,,,,,,,,
shenzhen mindray bio-medical electronics co ltd,"shenzhen,china",china,,,,," 11,833",,59260000000,,healthcare,medical devices,,,,,,,,,
southern copper corporation,"phoenix,az,unitedstates",united states,,,, 1952," 14,700",oscar gonzalez rocha,59460000000,,basic materials,copper,,,,,,,,,
saudi telecom company,"riyadh,saudiarabia",saudi arabia,,,,,,,59470000000,,communication services,telecom services,,,,,,,,,
nongfu spring co ltd,"hangzhou,china",china,,,,," 20,773",,59500000000,,consumer staples,beveragesnon-alcoholic,,,,,,,,,
reckitt benckiser group plc,"slough,unitedkingdom",united kingdom,,,, 1814," 43,000",,59530000000,,consumer staples,household & personal products,,,,,,,,,
australia and new zealand banking group limited,"melbourne,vic,australia",australia,,,, 1 october 1970," 39,684",shayne cary elliott bcom bcom,59550000000,,financials,banks,,,,,,,,,
palo alto networks inc,"santaclara,ca,unitedstates",united states,,,, 2005," 11,527",nikesh arora cfa,59650000000,,technology,softwareinfrastructure,,,,,,,,,
emerson electric co,"saintlouis,mo,unitedstates",united states,,,, 1890," 86,700",surendralal lanca karsanbhai,59660000000,,industrials,specialty industrial machinery,,,,,,,,,
capital one financial corporation,"mclean,va,unitedstates",united states,,,," july 21, 1994"," 50,767",richard d fairbank,59670000000,,financials,credit services,,,,,,,,,
hong kong exchanges & clearing ltd,"central,hongkong",hong kong,,,,," 2,146",alejannicolas aguzin,59750000000,,financials,financial data & stock exchanges,,,,,,,,,
netease inc,"hangzhou,china",china,,,, june 1997," 18,129",lei ding,59760000000,,communication services,internet content & information,,,,,,,,,
deutsche post ag,"bonn,germany",germany,,,,," 548,042",frank appel,59800000000,,industrials,integrated freight & logistics,,,,,,,,,
block inc,"sanfrancisco,ca,unitedstates",united states,,,," february 14, 2009"," 8,521",jack dorsey,59950000000,,technology,softwareinfrastructure,,,,,,,,,
nutrien ltd,"saskatoon,sk,canada",canada,,,,," 23,500",kenneth a seitz,60060000000,,basic materials,agricultural inputs,,,,,,,,,
cnooc limited,"central,hongkong",hong kong,,,, august 1999," 18,151",keqiang xu,60190000000,,energy,oil & gas e&p,,,,,,,,,
atlas copco ab,"nacka,sweden",sweden,,,,," 42,862",mats rahmstram,60970000000,,industrials,specialty industrial machinery,,,,,,,,,
adyen nv,"amsterdam,netherlands",netherlands,,,,," 2,180",pieter willem van der does,61110000000,,technology,softwareinfrastructure,,,,,,,,,
hapag-lloyd ag,"hamburg,germany",germany,,,,," 14,106",rolf habben jansen,61460000000,,industrials,marine shipping,,,,,,,,,
banco santander sa,"madrid,spain",spain,,,, 15 may 1857," 177,033",jose antonio alvarez alvarez,61670000000,,financials,banks,,,,,,,,,
fidelity national information services inc,"jacksonville,fl,unitedstates",united states,,,, 1968," 65,000",gary adam norcross,61730000000,,technology,information technology services,,,,,,,,,
analog devices inc,"norwood,ma,unitedstates",united states,,,," cambridge, massachusetts, united states 1965"," 24,700",vincent t roche,62000000000,,technology,semiconductors,,,,,,,,,
eaton corporation plc,"dublin,ireland",ireland,,,, 1911," 85,947",craig arnold,62170000000,,industrials,specialty industrial machinery,,,,,,,,,
pioneer natural resources company,"irving,tx,unitedstates",united states,,,, 1997," 1,932",scott douglas sheffield,62190000000,,energy,oil & gas e&p,,,,,,,,,
nintendo co ltd,"kyoto,japan",japan,,,,," 6,574",,62200000000,,communication services,electronic gaming & multimedia,,,,,,,,,
moody's corporation,"newyork,ny,unitedstates",united states,,,, 1909 ," 13,460",robert scott fauber,62580000000,,financials,financial data & stock exchanges,,,,,,,,,
uber technologies inc,"sanfrancisco,ca,unitedstates",united states,,,, march 2009," 29,300",dara khosrowshahi,62660000000,,technology,softwareapplication,,,,,,,,,
sea limited,"singapore,singapore",singapore,,,,," 29,800",xiaodong li,62660000000,,communication services,electronic gaming & multimedia,,,,,,,,,
paychex inc,"rochester,ny,unitedstates",united states,,,, 1971," 15,000",martin mucci,49230000000,,industrials,staffing & employment services,,,,,,,,,
centene corporation,"st.louis,mo,unitedstates",united states,,,, 1984," 72,500",sarah m london,49320000000,,healthcare,healthcare plans,,,,,,,,,
the kraft heinz company,"pittsburgh,pa,unitedstates",united states,,,," july 2, 2015"," 36,000",miguel patricio,49420000000,,consumer staples,packaged foods,,,,,,,,,
roper technologies inc,"sarasota,fl,unitedstates",united states,,,, 1890," 19,300",laurence neil hunn,49660000000,,industrials,specialty industrial machinery,,,,,,,,,
mercadolibre inc,"buenosaires,argentina",argentina,,,," august 2, 1999"," 29,957",marcos eduardo galperan,49830000000,,consumer discretionary,internet retail,,,,,,,,,
illumina inc,"sandiego,ca,unitedstates",united states,,,, 1998," 9,800",francis a desouza,49910000000,,healthcare,diagnostics & research,,,,,,,,,
safran sa,"paris,france",france,,,,," 77,008",olivier andries,50020000000,,industrials,aerospace & defense,,,,,,,,,
synopsys inc,"mountainview,ca,unitedstates",united states,,,," 1986 in research triangle park, north carolina."," 16,361",aart j de geus,50180000000,,technology,softwareinfrastructure,,,,,,,,,
novatek pjsc,"tarko-sale,russia",russia,,,,,,leonid viktorovich mikhelson,50190000000,,energy,oil & gas e&p,,,,,,,,,
ecolab inc,"saintpaul,mn,unitedstates",united states,,,, 1923 ," 47,000",christophe beck,50290000000,,basic materials,specialty chemicals,,,,,,,,,
china tourism group duty free corp ltd,"beijing,china",china,,,,," 14,217",,50460000000,,consumer discretionary,travel services,,,,,,,,,
hon hai precision industry co ltd,"newtaipeicity,taiwan",taiwan,,,,,,,50750000000,,technology,electronic components,,,,,,,,,
fortescue metals group limited,"eastperth,wa,australia",australia,,,, 2003," 10,232",elizabeth anne gaines ca,50760000000,,basic materials,other industrial metals & mining,,,,,,,,,
american electric power company inc,"columbus,oh,unitedstates",united states,,,, 1906," 16,688",nicholas k akins,50950000000,,utilities,utilitiesregulated electric,,,,,,,,,
archer-daniels-midland company,"chicago,il,unitedstates",united states,,,," minneapolis, minnesota, u.s.1902"," 39,218",juan ricardo luciano,51030000000,,consumer staples,farm products,,,,,,,,,
general accident plc,,united kingdom,,,,,,,51430000000,,financials,insuranceproperty & casualty,,,,,,,,,
agribank fcb,"saintpaul,mn,unitedstates",united states,,,,,,,51490000000,,financials,credit services,,,,,,,,,
l3harris technologies inc,"melbourne,fl,unitedstates",united states,,,," june 29, 2019"," 47,000",christopher e kubasik cpa cpa,51510000000,,industrials,aerospace & defense,,,,,,,,,
toyota motor corporation,"toyota,japan",japan,,,," august 28, 1937"," 371,365",akio toyoda,51550000000,,consumer discretionary,auto manufacturers,,,,,,,,,
denso corp,"kariya,japan",japan,,,,," 168,391",koji arima,51580000000,,consumer discretionary,auto parts,,,,,,,,,
bce inc,"verdun,qc,canada",canada,,,, 1983," 49,781",mirko bibic,51710000000,,communication services,telecom services,,,,,,,,,
stellantis nv,"amsterdam,netherlands",netherlands,,,,," 281,595",carlos tavares,51800000000,,consumer discretionary,auto manufacturers,,,,,,,,,
eni spa,"rome,rm,italy",italy,,,, 10 february 1953," 31,495",claudio descalzi,52000000000,,energy,oil & gas integrated,,,,,,,,,
itochu corp,"tokyo,japan",japan,,,,," 125,944",masahiro okafuji,52190000000,,industrials,conglomerates,,,,,,,,,
xilinx inc,"sanjose,ca,unitedstates",united states,,,, 1984," 4,890",victor peng,52190000000,,technology,semiconductors,,,,,,,,,
nxp semiconductors nv,"eindhoven,netherlands",netherlands,,,, established in 2006," 31,000",kurt sievers,52280000000,,technology,semiconductors,,,,,,,,,
fast retailing co ltd,"yamaguchi,japan",japan,,,,," 55,589",tadashi yanai,52290000000,,consumer discretionary,apparel retail,,,,,,,,,
liberty bancshares inc oh,"ada,oh,unitedstates",united states,,,,,,ronald l zimmerly jr,52300000000,,financials,banks,,,,,,,,,
occidental petroleum corporation,"houston,tx,unitedstates",united states,,,, june 1909," 11,678",vicki a hollub,52300000000,,energy,oil & gas e&p,,,,,,,,,
sempra energy,"sandiego,ca,unitedstates",united states,,,, 1998," 15,390",jeffrey walker martin,52470000000,,utilities,utilitiesdiversified,,,,,,,,,
basf se,"ludwigshafenamrhein,germany",germany,,,,," 108,718",martin brudermuller,52760000000,,basic materials,chemicals,,,,,,,,,
thomson reuters corporation,"toronto,on,canada",canada,,,,," 24,400",stephen john hasker bcom mba,53300000000,,industrials,consulting services,,,,,,,,,
