name,headquarters,country,continent,region,founded,employees,ceo,market_cap,categories,sector,revenue,link,share_price,founders,address,type
linde,,uk,,,,,,164560000000,,,,,,,,
china construction bank,,china,,,,,,164360000000,,,,,,,,
prosus,,netherlands,,,,,,163460000000,,,,,,,,
catl,,china,,,,,,162800000000,,,,,,,,
texas instruments,,usa,,,,,,162460000000,,,,,,,,
adobe,,usa,,,,,,160100000000,,,,,,,,
totalenergies,,france,,,,,,160030000000,,,,,,,,
philip morris,,usa,,,,,,157650000000,,,,,,,,
united parcel service,,usa,,,,,,157540000000,,,,,,,,
morgan stanley,,usa,,,,,,154910000000,,,,,,,,
charles schwab,,usa,,,,,,154900000000,,,,,,,,
china mobile,,china,,,,,,154540000000,,,,,,,,
bristol-myers squibb,,usa,,,,,,154160000000,,,,,,,,
cm bank,,china,,,,,,152130000000,,,,,,,,
conocophillips,,usa,,,,,,151360000000,,,,,,,,
dior,,france,,,,,,151160000000,,,,,,,,
tata consultancy services,,india,,,,,,150140000000,,,,,,,,
agricultural bank of china,,china,,,,,,149590000000,,,,,,,,
salesforce,,usa,,,,,,149500000000,,,,,,,,
netflix,,usa,,,,,,148110000000,,,,,,,,
honeywell,,usa,,,,,,145630000000,,,,,,,,
raytheon technologies,,usa,,,,,,145060000000,,,,,,,,
amgen,,usa,,,,,,144980000000,,,,,,,,
hsbc,,uk,,,,,,144370000000,,,,,,,,
ping an insurance,,china,,,,,,143440000000,,,,,,,,
at&t,,usa,,,,,,139330000000,,,,,,,,
royal bank of canada,,canada,,,,,,138660000000,,,,,,,,
sap,,germany,,,,,,136850000000,,,,,,,,
qualcomm,,usa,,,,,,134780000000,,,,,,,,
caterpillar,,usa,,,,,,134500000000,,,,,,,,
petrochina,,china,,,,,,133870000000,,,,,,,,
bank of china,,china,,,,,,133020000000,,,,,,,,
aia,,hong kong,,,,,,131919999999,,,,,,,,
meituan,,china,,,,,,131240000000,,,,,,,,
union pacific corporation,,usa,,,,,,131090000000,,,,,,,,
china life insurance,,china,,,,,,130759999999,,,,,,,,
ibm,,usa,,,,,,130759999999,,,,,,,,
deere & company,,usa,,,,,,130630000000,,,,,,,,
unilever,,uk,,,,,,130240000000,,,,,,,,
lowe's companies,,usa,,,,,,128289999999,,,,,,,,
boeing,,usa,,,,,,127610000000,,,,,,,,
goldman sachs,,usa,,,,,,126640000000,,,,,,,,
commonwealth bank,,australia,,,,,,126290000000,,,,,,,,
rio tinto,,uk,,,,,,125690000000,,,,,,,,
hdfc bank,,india,,,,,,125510000000,,,,,,,,
anheuser-busch inbev,,belgium,,,,,,124310000000,,,,,,,,
intel,,usa,,,,,,124260000000,,,,,,,,
sanofi,,france,,,,,,123570000000,,,,,,,,
starbucks,,usa,,,,,,123070000000,,,,,,,,
siemens,,germany,,,,,,122910000000,,,,,,,,
pinduoduo,,china,,,,,,122640000000,,,,,,,,
toronto dominion bank,,canada,,,,,,120800000000,,,,,,,,
s&p global,,usa,,,,,,119810000000,,,,,,,,
wuliangye yibin,,china,,,,,,119630000000,,,,,,,,
cvs health,,usa,,,,,,118150000000,,,,,,,,
lockheed martin,,usa,,,,,,117880000000,,,,,,,,
american express,,usa,,,,,,116380000000,,,,,,,,
elevance health,,usa,,,,,,115350000000,,,,,,,,
amd,,usa,,,,,,114470000000,,,,,,,,
jingdong mall,,china,,,,,,113480000000,,,,,,,,
blackrock,,usa,,,,,,112910000000,,,,,,,,
prologis,,usa,,,,,,112520000000,,,,,,,,
deutsche telekom,,germany,,,,,,110820000000,,,,,,,,
intuit,,usa,,,,,,110460000000,,,,,,,,
american tower,,usa,,,,,,108390000000,,,,,,,,
gilead sciences,,usa,,,,,,108200000000,,,,,,,,
taqa,,uae,,,,,,107750000000,,,,,,,,
bp,,uk,,,,,,107460000000,,,,,,,,
medtronic,,ireland,,,,,,107190000000,,,,,,,,
byd,,china,,,,,,106160000000,,,,,,,,
sony,,japan,,,,,,105950000000,,,,,,,,
diageo,,uk,,,,,,103840000000,,,,,,,,
keyence,,japan,,,,,,103070000000,,,,,,,,
automatic data processing,,usa,,,,,,101780000000,,,,,,,,
porsche,,germany,,,,,,101310000000,,,,,,,,
ntt nippon telegraph & telephone,,japan,,,,,,100550000000,,,,,,,,
mitsubishi ufj financial,,japan,,,,,,99040000000,,,,,,,,
airbus,,netherlands,,,,,,98710000000,,,,,,,,
stryker corporation,,usa,,,,,,98320000000,,,,,,,,
equinor,,norway,,,,,,98030000000,,,,,,,,
citigroup,,usa,,,,,,96680000000,,,,,,,,
csl,,australia,,,,,,96400000000,,,,,,,,
cigna,,usa,,,,,,96060000000,,,,,,,,
allianz,,germany,,,,,,95920000000,,,,,,,,
estee lauder,,usa,,,,,,95340000000,,,,,,,,
chubb,,switzerland,,,,,,94290000000,,,,,,,,
tjx companies,,usa,,,,,,94200000000,,,,,,,,
merck kgaa,,germany,,,,,,94030000000,,,,,,,,
inditex,,spain,,,,,,93010000000,,,,,,,,
applied materials,,usa,,,,,,92830000000,,,,,,,,
mondelez,,usa,,,,,,91570000000,,,,,,,,
intuitive surgical,,usa,,,,,,91490000000,,,,,,,,
lg energy solution,,s. korea,,,,,,90870000000,,,,,,,,
paypal,,usa,,,,,,90600000000,,,,,,,,
schneider electric,,france,,,,,,89680000000,,,,,,,,
booking holdings bookingcom,,usa,,,,,,89260000000,,,,,,,,
general electric,,usa,,,,,,87630000000,,,,,,,,
glencore,,switzerland,,,,,,87420000000,,,,,,,,
marsh & mclennan companies,,usa,,,,,,86380000000,,,,,,,,
analog devices,,usa,,,,,,86060000000,,,,,,,,
british american tobacco,,uk,,,,,,85850000000,,,,,,,,
vale,,brazil,,,,,,85430000000,,,,,,,,
essilorluxottica,,france,,,,,,85340000000,,,,,,,,
enbridge,,canada,,,,,,84620000000,,,,,,,,
compagnie financiere richemont,,switzerland,,,,,,84480000000,,,,,,,,
canadian national railway,,canada,,,,,,83840000000,,,,,,,,
servicenow,,usa,,,,,,83800000000,,,,,,,,
al rajhi bank,,s. arabia,,,,,,83110000000,,,,,,,,
schlumberger,,usa,,,,,,82640000000,,,,,,,,
air liquide,,france,,,,,,82560000000,,,,,,,,
altria group,,usa,,,,,,81750000000,,,,,,,,
china shenhua energy,,china,,,,,,81090000000,,,,,,,,
duke energy,,usa,,,,,,80840000000,,,,,,,,
bnp paribas,,france,,,,,,80180000000,,,,,,,,
volkswagen,,germany,,,,,,80000000000,,,,,,,,
regeneron pharmaceuticals,,usa,,,,,,78640000000,,,,,,,,
progressive,,usa,,,,,,78180000000,,,,,,,,
mercedes-benz,,germany,,,,,,77970000000,,,,,,,,
infosys,,india,,,,,,77580000000,,,,,,,,
vertex pharmaceuticals,,usa,,,,,,77240000000,,,,,,,,
sinopec,,china,,,,,,76560000000,,,,,,,,
southern company,,usa,,,,,,76550000000,,,,,,,,
eog resources,,usa,,,,,,76040000000,,,,,,,,
sabic,,s. arabia,,,,,,76000000000,,,,,,,,
target,,usa,,,,,,75760000000,,,,,,,,
icici bank,,india,,,,,,75590000000,,,,,,,,
hindustan unilever,,india,,,,,,75100000000,,,,,,,,
zoetis,,usa,,,,,,75000000000,,,,,,,,
kering,,france,,,,,,74480000000,,,,,,,,
moderna,,usa,,,,,,73760000000,,,,,,,,
canadian pacific railway,,canada,,,,,,73660000000,,,,,,,,
hca healthcare,,usa,,,,,,73180000000,,,,,,,,
becton dickinson,,usa,,,,,,72720000000,,,,,,,,
glaxosmithkline,,uk,,,,,,72420000000,,,,,,,,
us bancorp,,usa,,,,,,72420000000,,,,,,,,
iberdrola,,spain,,,,,,72220000000,,,,,,,,
illinois tool works,,usa,,,,,,71640000000,,,,,,,,
3m,,usa,,,,,,71580000000,,,,,,,,
china tourism group duty free,,china,,,,,,71450000000,,,,,,,,
china yangtze power,,china,,,,,,71170000000,,,,,,,,
northrop grumman,,usa,,,,,,71010000000,,,,,,,,
axa,,france,,,,,,70810000000,,,,,,,,
zurich insurance group,,switzerland,,,,,,70780000000,,,,,,,,
petrobras,,brazil,,,,,,70690000000,,,,,,,,
alpha dhabi,,uae,,,,,,70460000000,,,,,,,,
national australia bank,,australia,,,,,,69520000000,,,,,,,,
walmex,,mexico,,,,,,69250000000,,,,,,,,
air products and chemicals,,usa,,,,,,69120000000,,,,,,,,
bank of montreal,,canada,,,,,,68950000000,,,,,,,,
csx corporation,,usa,,,,,,68160000000,,,,,,,,
dbs group,,singapore,,,,,,67849999999,,,,,,,,
cnooc,,china,,,,,,66989999999,,,,,,,,
equinix,,usa,,,,,,66800000000,,,,,,,,
boston scientific,,usa,,,,,,66640000000,,,,,,,,
bank central asia,,indonesia,,,,,,66360000000,,,,,,,,
state bank of india,,india,,,,,,66230000000,,,,,,,,
softbank,,japan,,,,,,66180000000,,,,,,,,
pnc financial services,,usa,,,,,,66140000000,,,,,,,,
ubs,,switzerland,,,,,,66120000000,,,,,,,,
general dynamics,,usa,,,,,,65970000000,,,,,,,,
postal savings bank of china,,china,,,,,,65920000000,,,,,,,,
bmw,,germany,,,,,,65620000000,,,,,,,,
aon,,uk,,,,,,65599999999,,,,,,,,
eaton,,ireland,,,,,,65400000000,,,,,,,,
crown castle,,usa,,,,,,65319999999,,,,,,,,
fiserv,,usa,,,,,,65120000000,,,,,,,,
colgate-palmolive,,usa,,,,,,65019999999,,,,,,,,
america movil,,mexico,,,,,,64920000000,,,,,,,,
nongfu spring,,china,,,,,,64800000000,,,,,,,,
lam research,,usa,,,,,,64590000000,,,,,,,,
kddi,,japan,,,,,,64560000000,,,,,,,,
freeport-mcmoran,,usa,,,,,,64390000000,,,,,,,,
sherwin-williams,,usa,,,,,,63710000000,,,,,,,,
enel,,italy,,,,,,63640000000,,,,,,,,
canadian natural resources,,canada,,,,,,63560000000,,,,,,,,
airbnb,,usa,,,,,,63550000000,,,,,,,,
waste management,,usa,,,,,,63290000000,,,,,,,,
cme group,,usa,,,,,,63170000000,,,,,,,,
truist financial,,usa,,,,,,63110000000,,,,,,,,
abb,,switzerland,,,,,,62670000000,,,,,,,,
humana,,usa,,,,,,62200000000,,,,,,,,
micron technology,,usa,,,,,,62120000000,,,,,,,,
vinci,,france,,,,,,61900000000,,,,,,,,
mindray,,china,,,,,,61860000000,,,,,,,,
investor ab,,sweden,,,,,,61790000000,,,,,,,,
scotiabank,,canada,,,,,,61610000000,,,,,,,,
sumitomo mitsui financial group,,japan,,,,,,61440000000,,,,,,,,
blackstone group,,usa,,,,,,61390000000,,,,,,,,
bayer,,germany,,,,,,61010000000,,,,,,,,
siemens healthineers,,germany,,,,,,60880000000,,,,,,,,
daiichi sankyo,,japan,,,,,,60700000000,,,,,,,,
kkr & co,,usa,,,,,,60600000000,,,,,,,,
charter communications,,usa,,,,,,60470000000,,,,,,,,
midea,,china,,,,,,60250000000,,,,,,,,
emirates telecom etisalat group,,uae,,,,,,60230000000,,,,,,,,
intercontinental exchange,,usa,,,,,,60110000000,,,,,,,,
activision blizzard,,usa,,,,,,59990000000,,,,,,,,
southern copper,,usa,,,,,,59570000000,,,,,,,,
kla,,usa,,,,,,59520000000,,,,,,,,
occidental petroleum,,usa,,,,,,59360000000,,,,,,,,
the saudi national bank,,s. arabia,,,,,,59230000000,,,,,,,,
norfolk southern,,usa,,,,,,59060000000,,,,,,,,
hong kong exchanges & clearing,,hong kong,,,,,,59000000000,,,,,,,,
atlas copco,,sweden,,,,,,58920000000,,,,,,,,
foshan haitian flavouring and food,,china,,,,,,58830000000,,,,,,,,
uber,,usa,,,,,,58710000000,,,,,,,,
safran,,france,,,,,,58680000000,,,,,,,,
housing development finance corporation,,india,,,,,,58330000000,,,,,,,,
westpac banking,,australia,,,,,,58290000000,,,,,,,,
anglo american,,uk,,,,,,58170000000,,,,,,,,
china telecom,,china,,,,,,58050000000,,,,,,,,
netease,,china,,,,,,58030000000,,,,,,,,
moody's,,usa,,,,,,57620000000,,,,,,,,
verbund ag,,austria,,,,,,57540000000,,,,,,,,
heineken,,netherlands,,,,,,57260000000,,,,,,,,
marathon petroleum,,usa,,,,,,57140000000,,,,,,,,
emerson,,usa,,,,,,57010000000,,,,,,,,
fast retailing,,japan,,,,,,56990000000,,,,,,,,
pioneer natural resources,,usa,,,,,,56780000000,,,,,,,,
santander,,spain,,,,,,56750000000,,,,,,,,
industrial bank,,china,,,,,,56520000000,,,,,,,,
thomson reuters,,canada,,,,,,56470000000,,,,,,,,
metlife,,usa,,,,,,56420000000,,,,,,,,
enterprise products,,usa,,,,,,56020000000,,,,,,,,
relx,,uk,,,,,,55760000000,,,,,,,,
bharti airtel,,india,,,,,,55700000000,,,,,,,,
eni,,italy,,,,,,55400000000,,,,,,,,
life insurance corporation of india lic,,india,,,,,,55210000000,,,,,,,,
mercadolibre,,argentina,,,,,,54460000000,,,,,,,,
pernod ricard,,france,,,,,,54250000000,,,,,,,,
mckesson,,usa,,,,,,54130000000,,,,,,,,
united heavy machinery,,russia,,,,,,53580000000,,,,,,,,
vmware,,usa,,,,,,53410000000,,,,,,,,
monster beverage,,usa,,,,,,53290000000,,,,,,,,
tokyo electron,,japan,,,,,,53070000000,,,,,,,,
basf,,germany,,,,,,52950000000,,,,,,,,
reckitt benckiser,,uk,,,,,,52500000000,,,,,,,,
valero energy,,usa,,,,,,52480000000,,,,,,,,
dominion energy,,usa,,,,,,52420000000,,,,,,,,
dollar general,,usa,,,,,,52200000000,,,,,,,,
anz bank,,australia,,,,,,52080000000,,,,,,,,
kraft heinz,,usa,,,,,,51960000000,,,,,,,,
general motors,,usa,,,,,,51860000000,,,,,,,,
deutsche post,,germany,,,,,,51580000000,,,,,,,,
dassault systemes,,france,,,,,,51560000000,,,,,,,,
shin-etsu chemical,,japan,,,,,,51370000000,,,,,,,,
public storage,,usa,,,,,,51220000000,,,,,,,,
marriott international,,usa,,,,,,51200000000,,,,,,,,
ford,,usa,,,,,,51140000000,,,,,,,,
o'reilly automotive,,usa,,,,,,51020000000,,,,,,,,
adani enterprises,,india,,,,,,50780000000,,,,,,,,
synopsys,,usa,,,,,,50750000000,,,,,,,,
recruit,,japan,,,,,,50720000000,,,,,,,,
edf electricite de france,,france,,,,,,50670000000,,,,,,,,
sempra energy,,usa,,,,,,50550000000,,,,,,,,
keurig pepper,,usa,,,,,,50540000000,,,,,,,,
adani total gas,,india,,,,,,50520000000,,,,,,,,
saudi telecom company,,s. arabia,,,,,,50470000000,,,,,,,,
itc,,india,,,,,,50440000000,,,,,,,,
takeda pharmaceutical,,japan,,,,,,50050000000,,,,,,,,
bank of communications,,china,,,,,,50030000000,,,,,,,,
longi green energy technology,,china,,,,,,49780000000,,,,,,,,
ing,,netherlands,,,,,,49740000000,,,,,,,,
stellantis,,netherlands,,,,,,49550000000,,,,,,,,
shopify,,canada,,,,,,49470000000,,,,,,,,
woodside energy,,australia,,,,,,49020000000,,,,,,,,
london stock exchange,,uk,,,,,,48970000000,,,,,,,,
nintendo,,japan,,,,,,48950000000,,,,,,,,
hikvision,,china,,,,,,48790000000,,,,,,,,
munich re munchener ruck,,germany,,,,,,48760000000,,,,,,,,
american electric power,,usa,,,,,,48730000000,,,,,,,,
itau unibanco,,brazil,,,,,,48710000000,,,,,,,,
phillips 66,,usa,,,,,,48690000000,,,,,,,,
general mills,,usa,,,,,,48640000000,,,,,,,,
archer daniels midland adm,,usa,,,,,,48560000000,,,,,,,,
macquarie,,australia,,,,,,48480000000,,,,,,,,
edwards lifesciences,,usa,,,,,,48410000000,,,,,,,,
mitsubishi corporation,,japan,,,,,,48330000000,,,,,,,,
first abu dhabi bank,,uae,,,,,,48240000000,,,,,,,,
oriental land,,japan,,,,,,48220000000,,,,,,,,
maaden,,s. arabia,,,,,,48120000000,,,,,,,,
daikin,,japan,,,,,,48110000000,,,,,,,,
baidu,,china,,,,,,48020000000,,,,,,,,
fortescue,,australia,,,,,,47900000000,,,,,,,,
american international group,,usa,,,,,,47850000000,,,,,,,,
amphenol,,usa,,,,,,47820000000,,,,,,,,
roper technologies,,usa,,,,,,47820000000,,,,,,,,
sk hynix,,s. korea,,,,,,47680000000,,,,,,,,
fedex,,usa,,,,,,47600000000,,,,,,,,
intesa sanpaolo,,italy,,,,,,47340000000,,,,,,,,
johnson controls,,ireland,,,,,,47260000000,,,,,,,,
simon property group,,usa,,,,,,46990000000,,,,,,,,
hess,,usa,,,,,,46920000000,,,,,,,,
alimentation couche-tard,,canada,,,,,,46900000000,,,,,,,,
universal music group,,netherlands,,,,,,46620000000,,,,,,,,
the hershey company,,usa,,,,,,46470000000,,,,,,,,
agilent technologies,,usa,,,,,,46450000000,,,,,,,,
national grid,,uk,,,,,,46430000000,,,,,,,,
cadence design systems,,usa,,,,,,46430000000,,,,,,,,
samsung biologics,,s. korea,,,,,,46420000000,,,,,,,,
hitachi,,japan,,,,,,46280000000,,,,,,,,
kimberly-clark,,usa,,,,,,46170000000,,,,,,,,
itochu shoji,,japan,,,,,,45790000000,,,,,,,,
cintas,,usa,,,,,,45610000000,,,,,,,,
the travelers companies,,usa,,,,,,45440000000,,,,,,,,
mitsui bussan,,japan,,,,,,45360000000,,,,,,,,
adyen,,netherlands,,,,,,45320000000,,,,,,,,
bank rakyat indonesia,,indonesia,,,,,,45310000000,,,,,,,,
snowflake,,usa,,,,,,45300000000,,,,,,,,
aflac,,usa,,,,,,45290000000,,,,,,,,
citic securities,,china,,,,,,45280000000,,,,,,,,
infineon,,germany,,,,,,44980000000,,,,,,,,
foxconn hon hai precision industry,,taiwan,,,,,,44900000000,,,,,,,,
corteva,,usa,,,,,,44810000000,,,,,,,,
bajaj finance,,india,,,,,,44780000000,,,,,,,,
wanhua chemical,,china,,,,,,44730000000,,,,,,,,
zijin mining,,china,,,,,,44700000000,,,,,,,,
sf express,,china,,,,,,44630000000,,,,,,,,
nxp semiconductors,,netherlands,,,,,,44520000000,,,,,,,,
motorola solutions,,usa,,,,,,44470000000,,,,,,,,
autozone,,usa,,,,,,44450000000,,,,,,,,
east money information,,china,,,,,,44410000000,,,,,,,,
bayan resources,,indonesia,,,,,,44250000000,,,,,,,,
ecolab,,usa,,,,,,43980000000,,,,,,,,
suncor energy,,canada,,,,,,43760000000,,,,,,,,
realty income,,usa,,,,,,43700000000,,,,,,,,
ping an bank,,china,,,,,,43670000000,,,,,,,,
prudential,,uk,,,,,,43650000000,,,,,,,,
kotak mahinbank,,india,,,,,,43620000000,,,,,,,,
centene,,usa,,,,,,43620000000,,,,,,,,
budweiser apac,,hong kong,,,,,,43580000000,,,,,,,,
banco santander brasil,,brazil,,,,,,43570000000,,,,,,,,
paychex,,usa,,,,,,43360000000,,,,,,,,
autodesk,,usa,,,,,,43280000000,,,,,,,,
wuxi apptec,,china,,,,,,43230000000,,,,,,,,
newmont,,usa,,,,,,43130000000,,,,,,,,
exelon corporation,,usa,,,,,,43100000000,,,,,,,,
ferrari,,italy,,,,,,43030000000,,,,,,,,
ocbc bank,,singapore,,,,,,42990000000,,,,,,,,
workday,,usa,,,,,,42950000000,,,,,,,,
block,,usa,,,,,,42850000000,,,,,,,,
tc energy,,canada,,,,,,42830000000,,,,,,,,
ambev,,brazil,,,,,,42770000000,,,,,,,,
bce,,canada,,,,,,42580000000,,,,,,,,
dexcom,,usa,,,,,,42570000000,,,,,,,,
nordea bank,,finland,,,,,,42530000000,,,,,,,,
kinder morgan,,usa,,,,,,42360000000,,,,,,,,
chipotle mexican grill,,usa,,,,,,42260000000,,,,,,,,
tokio marine,,japan,,,,,,42260000000,,,,,,,,
trane technologies,,ireland,,,,,,42210000000,,,,,,,,
naspers,,south africa,,,,,,42030000000,,,,,,,,
las vegas sands,,usa,,,,,,42000000000,,,,,,,,
palo alto networks,,usa,,,,,,41980000000,,,,,,,,
yanghe,,china,,,,,,41890000000,,,,,,,,
apollo global management,,usa,,,,,,41820000000,,,,,,,,
sika,,switzerland,,,,,,41730000000,,,,,,,,
mizuho financial group,,japan,,,,,,41680000000,,,,,,,,
devon energy,,usa,,,,,,41560000000,,,,,,,,
banco bilbao vizcaya argentaria,,spain,,,,,,41540000000,,,,,,,,
constellation brands,,usa,,,,,,41520000000,,,,,,,,
biogen,,usa,,,,,,41470000000,,,,,,,,
arthur j gallagher & co,,usa,,,,,,41440000000,,,,,,,,
fidelity national information services,,usa,,,,,,41380000000,,,,,,,,
rsted,,denmark,,,,,,41360000000,,,,,,,,
ross stores,,usa,,,,,,41320000000,,,,,,,,
dow,,usa,,,,,,41290000000,,,,,,,,
iqvia,,usa,,,,,,41260000000,,,,,,,,
microchip technology,,usa,,,,,,41200000000,,,,,,,,
chugai pharmaceutical,,japan,,,,,,41060000000,,,,,,,,
jiangsu hengrui medicine,,china,,,,,,41060000000,,,,,,,,
compass group,,uk,,,,,,41020000000,,,,,,,,
7-eleven,,japan,,,,,,41020000000,,,,,,,,
muyuan foods,,china,,,,,,40830000000,,,,,,,,
parker-hannifin,,usa,,,,,,40760000000,,,,,,,,
adani green energy,,india,,,,,,40740000000,,,,,,,,
sysco,,usa,,,,,,40700000000,,,,,,,,
lloyds banking group,,uk,,,,,,40540000000,,,,,,,,
nucor,,usa,,,,,,40420000000,,,,,,,,
msci,,usa,,,,,,40390000000,,,,,,,,
sun hung kai properties,,hong kong,,,,,,40300000000,,,,,,,,
lululemon athletica,,canada,,,,,,40220000000,,,,,,,,
anta sports,,china,,,,,,40030000000,,,,,,,,
williacompanies,,usa,,,,,,39970000000,,,,,,,,
lonza,,switzerland,,,,,,39950000000,,,,,,,,
honda,,japan,,,,,,39890000000,,,,,,,,
idexx laboratories,,usa,,,,,,39670000000,,,,,,,,
bank of new york mellon,,usa,,,,,,39630000000,,,,,,,,
kuaishou technology,,china,,,,,,39620000000,,,,,,,,
cibc,,canada,,,,,,39620000000,,,,,,,,
wuxi biologics,,china,,,,,,39570000000,,,,,,,,
republic services,,usa,,,,,,39460000000,,,,,,,,
te connectivity,,switzerland,,,,,,39410000000,,,,,,,,
capital one,,usa,,,,,,39250000000,,,,,,,,
volvo group,,sweden,,,,,,39240000000,,,,,,,,
energy transfer partners,,usa,,,,,,39220000000,,,,,,,,
nutrien,,canada,,,,,,39130000000,,,,,,,,
xcel energy,,usa,,,,,,38940000000,,,,,,,,
cheniere energy,,usa,,,,,,38910000000,,,,,,,,
halliburton,,usa,,,,,,38730000000,,,,,,,,
wesfarmers,,australia,,,,,,38500000000,,,,,,,,
carrier,,usa,,,,,,38350000000,,,,,,,,
maersk,,denmark,,,,,,38220000000,,,,,,,,
fortinet,,usa,,,,,,38170000000,,,,,,,,
lg chem,,s. korea,,,,,,38030000000,,,,,,,,
denso,,japan,,,,,,37830000000,,,,,,,,
neste,,finland,,,,,,37820000000,,,,,,,,
atlassian,,australia,,,,,,37810000000,,,,,,,,
hapag-lloyd,,germany,,,,,,37810000000,,,,,,,,
xiaomi,,china,,,,,,37760000000,,,,,,,,
uob,,singapore,,,,,,37550000000,,,,,,,,
l3harris technologies,,usa,,,,,,37530000000,,,,,,,,
bank of china hong kong,,hong kong,,,,,,37430000000,,,,,,,,
dupont de nemours,,usa,,,,,,37350000000,,,,,,,,
transdigm,,usa,,,,,,37180000000,,,,,,,,
stmicroelectronics,,switzerland,,,,,,37170000000,,,,,,,,
adani transmission,,india,,,,,,37170000000,,,,,,,,
prudential financial,,usa,,,,,,37160000000,,,,,,,,
cenovus energy,,canada,,,,,,37110000000,,,,,,,,
haier smart home,,china,,,,,,37050000000,,,,,,,,
hilton worldwide,,usa,,,,,,37020000000,,,,,,,,
mediatek,,taiwan,,,,,,37000000000,,,,,,,,
larsen & toubro,,india,,,,,,36960000000,,,,,,,,
haleon,,uk,,,,,,36890000000,,,,,,,,
allstate,,usa,,,,,,36850000000,,,,,,,,
yum brands,,usa,,,,,,36680000000,,,,,,,,
hcl technologies,,india,,,,,,36520000000,,,,,,,,
jardine matheson,,hong kong,,,,,,36440000000,,,,,,,,
alcon,,switzerland,,,,,,36280000000,,,,,,,,
grupo mexico,,mexico,,,,,,36270000000,,,,,,,,
hoya,,japan,,,,,,36170000000,,,,,,,,
aier eye hospital,,china,,,,,,35960000000,,,,,,,,
constellation software,,canada,,,,,,35800000000,,,,,,,,
paccar,,usa,,,,,,35700000000,,,,,,,,
cummins,,usa,,,,,,35620000000,,,,,,,,
barclays,,uk,,,,,,35550000000,,,,,,,,
