name,headquarters,country,continent,region,founded,employees,ceo,market_cap,categories,sector,revenue,link,share_price,founders,address,type
devon energy,,usa,,,,,,42000000000,,,,,64,,,
exelon corporation,,usa,,,,,,42040000000,electricity,,,,42,,,
chipotle mexican grill,,usa,,,,,,41840000000,"restaurantchains, food",,,,1,,,
biogen,,usa,,,,,,42060000000,"pharmaceuticals, biotech",,,,292,,,
infineon,,germany,,,,,,42450000000,"semiconductors, tech, dax, techhardware",,,,32,,,
nxp semiconductors,,netherlands,,,,,,42480000000,"semiconductors, tech, techhardware",,,,163,,,
workday,,usa,,,,,,42330000000,"software, tech",,,,164,,,
bce,,canada,,,,,,42680000000,"telecommunication, mediapress",,,,46,,,
sysco,,usa,,,,,,42660000000,,,,,84,,,
republic services,,usa,,,,,,42840000000,wasterecycling,,,,135,,,
ecolab,,usa,,,,,,42140000000,,,,,147,,,
tc energy,,canada,,,,,,42690000000,"oilgas, transportation, energy, infrastructure",,,,42,,,
chugai pharmaceutical,,japan,,,,,,43330000000,"pharmaceuticals, biotech",,,,26,,,
mercadolibre,,argentina,,,,,,43440000000,"ecommerce, internet, tech",,,,863,,,
enphase energy,,usa,,,,,,43090000000,"software, tech, electronics",,,,317,,,
fortescue,,australia,,,,,,43110000000,mining,,,,14,,,
the travelers companies,,usa,,,,,,44060000000,"dowjones, insurance",,,,188,,,
ing,,netherlands,,,,,,43920000000,"banks, financialservices",,,,11,,,
cadence design systems,,usa,,,,,,44050000000,"software, tech, electronics, techhardware",,,,160,,,
paychex,,usa,,,,,,43400000000,professionalservices,,,,120,,,
consolidated edison,,usa,,,,,,34270000000,"electricity, energy",,,,96,,,
marvell technology group,,usa,,,,,,34470000000,"tech, semiconductors, techhardware, manufacturing",,,,40,,,
xiaomi,,china,,,,,,34290000000,"electronics, tech, techhardware",,,,1,,,
cummins,,usa,,,,,,34400000000,"machinerymanufacturing, manufacturing",,,,243,,,
dsv,,denmark,,,,,,34500000000,transportation,,,,154,,,
allstate,,usa,,,,,,34500000000,insurance,,,,130,,,
amerisourcebergen,,usa,,,,,,34470000000,healthcare,,,,170,,,
wuxi apptec,,china,,,,,,34620000000,"pharmaceuticals, medicaldevices, biotech",,,,10,,,
dupont de nemours,,usa,,,,,,34620000000,chemicals,,,,69,,,
hapag-lloyd,,germany,,,,,,34660000000,"transportation, containershipping, maritimetransportation",,,,197,,,
idexx laboratories,,usa,,,,,,34790000000,,,,,420,,,
stmicroelectronics,,switzerland,,,,,,34860000000,"cac40, semiconductors, tech, techhardware, manufacturing",,,,37,,,
hoya,,japan,,,,,,34890000000,"glassesandcontactlenses, manufacturing",,,,97,,,
axis bank,,india,,,,,,34890000000,"banks, financialservices",,,,11,,,
electronic arts,,usa,,,,,,34780000000,"videogames, esports, entertainment, tech",,,,126,,,
banco bilbao vizcaya argentaria,,spain,,,,,,35080000000,"banks, financialservices",,,,5,,,
walgreens boots alliance,,usa,,,,,,35150000000,"dowjones, retail, drugstore, pharmaceuticals",,,,40,,,
7-eleven,,japan,,,,,,35480000000,"supermarketchains, retail",,,,40,,,
jardine matheson,,hong kong,,,,,,35500000000,"conglomerate, investment",,,,49,,,
cenovus energy,,canada,,,,,,35210000000,"oilgas, energy",,,,18,,,
samsung sdi,,south korea,,,,,,35240000000,"electricity, batteries",,,,240,,,
china state construction engineering,,china,,,,,,35480000000,"construction, engineering",,,,0,,,
jiangsu hengrui medicine,,china,,,,,,35560000000,"pharmaceuticals, biotech",,,,5,,,
anta sports,,china,,,,,,33970000000,sportsgoods,,,,12,,,
capital one,,usa,,,,,,35580000000,"banks, financialservices",,,,93,,,
ahold delhaize,,netherlands,,,,,,29200000000,"retail, food, supermarketchains",,,,29,,,
loblaw companies,,canada,,,,,,28990000000,,,,,89,,,
eversource energy,,usa,,,,,,29170000000,"energy, utilitycompanies, electricity",,,,83,,,
rockwell automation,,usa,,,,,,29250000000,,,,,254,,,
smc corp,,japan,,,,,,29450000000,,,,,450,,,
cement roadstone holding,,ireland,,,,,,29500000000,"cement, buildingmaterials",,,,39,,,
henkel,,germany,,,,,,29480000000,"dax, chemicals, consumergoods",,,,70,,,
state street corporation,,usa,,,,,,29520000000,"financialservices, banks",,,,80,,,
givaudan,,switzerland,,,,,,29570000000,"flavorsfragrances, cosmeticsandbeauty",,,,3,,,
w w grainger,,usa,,,,,,29630000000,,,,,586,,,
credit agricole,,france,,,,,,29810000000,"banks, financialservices, cac40",,,,9,,,
telus,,canada,,,,,,29660000000,telecommunication,,,,20,,,
d r horton,,usa,,,,,,29700000000,construction,,,,86,,,
restaurant brands international,,canada,,,,,,29720000000,"restaurantchains, food",,,,65,,,
rwe,,germany,,,,,,29740000000,"electricity, dax, energy",,,,43,,,
wec energy group,,usa,,,,,,29830000000,,,,,94,,,
aier eye hospital,,china,,,,,,29900000000,"healthcare, medicalcarefacilities",,,,4,,,
dell,,usa,,,,,,30020000000,"tech, techhardware, electronics",,,,41,,,
constellation energy,,usa,,,,,,30070000000,"energy, electricity, utilitycompanies",,,,91,,,
mtr corporation,,hong kong,,,,,,29990000000,,,,,4,,,
pseg,,usa,,,,,,29910000000,"electricity, energy",,,,59,,,
barrick gold,,canada,,,,,,29850000000,"mining, goldmining",,,,16,,,
weg on,,brazil,,,,,,30050000000,,,,,7,,,
vodafone,,uk,,,,,,30160000000,telecommunication,,,,10,,,
albemarle,,usa,,,,,,30170000000,chemicals,,,,257,,,
yili group,,china,,,,,,28660000000,dairycompanies,,,,4,,,
enbw energie,,germany,,,,,,24190000000,"electricity, energy",,,,89,,,
equity residential,,usa,,,,,,24280000000,realestate,,,,61,,,
coca-cola european partners,,uk,,,,,,24200000000,beverages,,,,52,,,
skandinaviska enskilda banken,,sweden,,,,,,24290000000,,,,,11,,,
united rentals,,usa,,,,,,24360000000,rentalleasingservices,,,,351,,,
ulta beauty,,usa,,,,,,24420000000,"retail, cosmeticsandbeauty",,,,480,,,
compagnie de saint-gobain,,france,,,,,,24450000000,cac40,,,,47,,,
olympus,,japan,,,,,,24550000000,,,,,19,,,
rivian,,usa,,,,,,24680000000,"automakers, manufacturing, electricvehicles",,,,27,,,
kbc,,belgium,,,,,,24880000000,,,,,59,,,
raymond james,,usa,,,,,,24490000000,,,,,113,,,
entergy,,usa,,,,,,24470000000,"utilitycompanies, energy, electricity",,,,116,,,
riyad bank,,saudi arabia,,,,,,24570000000,banks,,,,8,,,
eon,,germany,,,,,,24930000000,"electricity, dax, energy, utilitycompanies",,,,9,,,
diamondback energy,,usa,,,,,,24840000000,"energy, oilgas",,,,136,,,
edison international,,usa,,,,,,24960000000,,,,,65,,,
cdw corporation,,usa,,,,,,25020000000,retail,,,,184,,,
bridgestone,,japan,,,,,,25070000000,tires,,,,36,,,
formosa petrochemical,,taiwan,,,,,,25270000000,"oilgas, energy",,,,2,,,
kellogg's,,usa,,,,,,25210000000,food,,,,73,,,
assa abloy,,sweden,,,,,,25280000000,,,,,21,,,
ultratech cement,,india,,,,,,25120000000,,,,,87,,,
beiersdorf,,germany,,,,,,25370000000,"dax, consumergoods",,,,111,,,
lennar,,usa,,,,,,25350000000,construction,,,,89,,,
equifax,,usa,,,,,,23730000000,financialservices,,,,193,,,
labcorp,,usa,,,,,,20700000000,"pharmaceuticals, biotech",,,,233,,,
verisign,,usa,,,,,,20770000000,internet,,,,195,,,
anhui conch cement,,china,,,,,,20780000000,"cement, buildingmaterials",,,,3,,,
doordash,,usa,,,,,,20810000000,"fooddelivery, internet, food, tech",,,,53,,,
crrc,,china,,,,,,20880000000,,,,,0,,,
china railway group,,china,,,,,,20870000000,construction,,,,0,,,
standard chartered,,uk,,,,,,20880000000,"banks, financialservices",,,,7,,,
fujifilm,,japan,,,,,,20880000000,conglomerate,,,,51,,,
panasonic,,japan,,,,,,20900000000,"electronics, tech, techhardware",,,,8,,,
china minsheng bank,,china,,,,,,20950000000,,,,,0,,,
ares management,,usa,,,,,,20990000000,,,,,71,,,
cardinal health,,usa,,,,,,21010000000,healthcare,,,,80,,,
tripcom,,china,,,,,,21040000000,"travel, internet, onlinetravel, tech",,,,32,,,
great-west lifeco,,canada,,,,,,21070000000,,,,,22,,,
naver,,south korea,,,,,,21080000000,"internet, tech",,,,140,,,
ck asset holdings,,hong kong,,,,,,21120000000,realestate,,,,5,,,
ansys,,usa,,,,,,21160000000,"software, tech",,,,242,,,
huntington bancshares,,usa,,,,,,21160000000,"banks, financialservices",,,,14,,,
quanta services,,usa,,,,,,21190000000,engineering,,,,148,,,
insulet,,usa,,,,,,21170000000,medicaldevices,,,,304,,,
banorte,,mexico,,,,,,21300000000,financialservices,,,,7,,,
nio,,china,,,,,,21230000000,"automakers, electricvehicles",,,,12,,,
zoom,,usa,,,,,,20420000000,"tech, internet, software",,,,69,,,
komatsu,,japan,,,,,,21310000000,"manufacturing, machinerymanufacturing",,,,22,,,
tenaris,,luxembourg,,,,,,19460000000,"manufacturing, steelindustry",,,,32,,,
northern trust,,usa,,,,,,18280000000,financialservices,,,,87,,,
trina solar,,china,,,,,,18290000000,"manufacturing, renewableenergy, energy",,,,8,,,
conagra brands,,usa,,,,,,18320000000,food,,,,38,,,
kao,,japan,,,,,,18330000000,"cosmeticsandbeauty, consumergoods",,,,40,,,
kakao,,south korea,,,,,,18360000000,"internet, tech",,,,42,,,
clorox,,usa,,,,,,18420000000,consumergoods,,,,149,,,
wabtec,,usa,,,,,,18350000000,,,,,100,,,
shiseido,,japan,,,,,,18370000000,"consumergoods, cosmeticsandbeauty",,,,46,,,
legal & general,,uk,,,,,,18420000000,"assetmanagement, investment",,,,3,,,
tourmaline oil,,canada,,,,,,18340000000,"oilgas, energy",,,,54,,,
roblox,,usa,,,,,,18480000000,"videogames, entertainment",,,,30,,,
wilmar international,,singapore,,,,,,18520000000,food,,,,2,,,
celltrion,,south korea,,,,,,18500000000,pharmaceuticals,,,,133,,,
powergrid corporation of india,,india,,,,,,18430000000,"electricity, infrastructure",,,,2,,,
steris,,ireland,,,,,,18520000000,,,,,185,,,
royalty pharma,,uk,,,,,,18580000000,"pharmaceuticals, biotech",,,,42,,,
carlsberg,,denmark,,,,,,18600000000,"alcoholicbeverages, beverages",,,,163,,,
paycom,,usa,,,,,,18540000000,"software, tech",,,,308,,,
nu holdings,,brazil,,,,,,18600000000,"banks, financialservices",,,,3,,,
teck resources,,canada,,,,,,18680000000,mining,,,,36,,,
aes,,usa,,,,,,18680000000,"electricity, energy",,,,27,,,
incyte,,usa,,,,,,18690000000,,,,,84,,,
swedbank,,sweden,,,,,,18680000000,"banks, financialservices",,,,16,,,
sun communities,,usa,,,,,,17910000000,"realestate, investment, reits",,,,141,,,
otsuka holdings,,japan,,,,,,17930000000,"pharmaceuticals, biotech",,,,33,,,
standard bank group,,south africa,,,,,,16610000000,"banks, financialservices",,,,10,,,
hindustan zinc,,india,,,,,,16260000000,,,,,3,,,
geely,,china,,,,,,16300000000,"automakers, manufacturing",,,,1,,,
bollore,,france,,,,,,16309999999,,,,,5,,,
geberit,,switzerland,,,,,,16309999999,,,,,472,,,
etsy,,usa,,,,,,16350000000,"ecommerce, internet, tech",,,,130,,,
hyone,,canada,,,,,,16320000000,"electricity, utilitycompanies, energy",,,,27,,,
avangrid,,usa,,,,,,16360000000,,,,,42,,,
live nation,,usa,,,,,,16420000000,entertainment,,,,71,,,
itausa,,brazil,,,,,,16430000000,,,,,1,,,
w p carey,,usa,,,,,,16440000000,,,,,79,,,
zscaler,,usa,,,,,,16469999999,"software, tech, itsecurity",,,,114,,,
ball corporation,,usa,,,,,,16469999999,packaging,,,,52,,,
cincinnati financial,,usa,,,,,,16469999999,insurance,,,,104,,,
check point software,,israel,,,,,,16489999999,"software, tech, itsecurity",,,,131,,,
power corporation of canada,,canada,,,,,,16489999999,,,,,24,,,
first solar,,usa,,,,,,16489999999,,,,,154,,,
rocket companies,,usa,,,,,,16510000000,"realestate, financialservices",,,,8,,,
atmos energy,,usa,,,,,,16540000000,utilitycompanies,,,,117,,,
novozymes,,denmark,,,,,,16570000000,,,,,60,,,
tata steel,,india,,,,,,16570000000,"steelproducers, steelindustry",,,,1,,,
pkn orlen,,poland,,,,,,16559999999,"oilgas, energy",,,,14,,,
swedish match,,sweden,,,,,,16640000000,tobacco,,,,10,,,
jm smucker company,,usa,,,,,,16600000000,food,,,,155,,,
magna international,,canada,,,,,,16649999999,automotivesuppliers,,,,58,,,
ems-chemie,,switzerland,,,,,,15970000000,chemicals,,,,683,,,
align technology,,usa,,,,,,14630000000,"medicaldevices, tech",,,,187,,,
spotify,,sweden,,,,,,14620000000,"internet, tech, entertainment",,,,75,,,
essex property trust,,usa,,,,,,14260000000,"realestate, investment",,,,212,,,
enel americas,,chile,,,,,,14240000000,"utilitycompanies, electricity, energy",,,,0,,,
ptc,,usa,,,,,,14280000000,"software, professionalservices, tech",,,,121,,,
ase group,,taiwan,,,,,,14270000000,"semiconductors, tech",,,,6,,,
bunge,,usa,,,,,,14300000000,food,,,,95,,,
fortum,,finland,,,,,,14320000000,"energy, electricity",,,,16,,,
sodexo,,france,,,,,,14320000000,food,,,,98,,,
inpex,,japan,,,,,,14340000000,"oilgas, energy",,,,10,,,
united airlines holdings,,usa,,,,,,14400000000,"airlines, travel, transportation",,,,44,,,
arca continental,,mexico,,,,,,14410000000,beverages,,,,8,,,
tatneft,,russia,,,,,,14350000000,"energy, oilgas",,,,6,,,
royal caribbean,,usa,,,,,,14420000000,"travel, cruiselines",,,,56,,,
lucid motors,,usa,,,,,,14460000000,"automakers, electricvehicles",,,,8,,,
grasim industries,,india,,,,,,14480000000,,,,,22,,,
shinhan financial group,,south korea,,,,,,14480000000,,,,,28,,,
ucb,,belgium,,,,,,14480000000,,,,,76,,,
aercap,,ireland,,,,,,14500000000,aircraftleasing,,,,58,,,
hyundai mobis,,south korea,,,,,,14500000000,,,,,156,,,
ctbc financial holding,,taiwan,,,,,,14570000000,"financialservices, banks",,,,0,,,
aspentech,,usa,,,,,,14580000000,"software, tech",,,,226,,,
cloudflare,,usa,,,,,,14540000000,"internet, tech, itsecurity, software",,,,44,,,
surgutneftegas,,russia,,,,,,14530000000,"oilgas, energy",,,,0,,,
china steel,,taiwan,,,,,,14640000000,"steelproducers, steelindustry",,,,1,,,
avantor,,usa,,,,,,14700000000,chemicals,,,,21,,,
ambuja cements,,india,,,,,,14170000000,"cement, buildingmaterials",,,,7,,,
trimble,,usa,,,,,,14170000000,"software, tech",,,,57,,,
palantir,,usa,,,,,,14700000000,"software, tech",,,,7,,,
hubspot,,usa,,,,,,13390000000,"software, tech",,,,275,,,
liberty broadband,,usa,,,,,,12800000000,,,,,85,,,
chesapeake energy,,usa,,,,,,12840000000,"oilgas, energy",,,,95,,,
siemens gamesa,,spain,,,,,,12840000000,,,,,18,,,
britannia industries,,india,,,,,,12840000000,,,,,53,,,
international paper,,usa,,,,,,12850000000,pulpandpaper,,,,36,,,
tyler technologies,,usa,,,,,,12850000000,"software, tech",,,,308,,,
capitec bank,,south africa,,,,,,12860000000,"banks, financialservices",,,,110,,,
bangkok dusit medical services bdms,,thailand,,,,,,12900000000,"healthcare, medicalcarefacilities",,,,0,,,
tdk,,japan,,,,,,12910000000,electronics,,,,34,,,
telenor,,norway,,,,,,12900000000,telecommunication,,,,9,,,
novolipetsk steel,,russia,,,,,,12940000000,"steelproducers, steelindustry",,,,2,,,
ck infrastructure,,hong kong,,,,,,12940000000,infrastructure,,,,5,,,
burlington stores,,usa,,,,,,12940000000,"retail, clothing",,,,198,,,
corebridge financial,,usa,,,,,,12960000000,"assetmanagement, financialservices, insurance, investment",,,,20,,,
chanasri petrochemical,,indonesia,,,,,,12960000000,"oilgas, energy",,,,0,,,
carlisle companies,,usa,,,,,,12970000000,,,,,250,,,
secom,,japan,,,,,,13030000000,,,,,60,,,
dabur,,india,,,,,,12990000000,consumergoods,,,,7,,,
zebra technologies,,usa,,,,,,13030000000,"software, electronics, tech, techhardware",,,,252,,,
grupo elektra,,mexico,,,,,,13000000000,retail,,,,51,,,
polyus,,russia,,,,,,13040000000,,,,,95,,,
everest re,,bm,,,,,,13030000000,insurance,,,,332,,,
qbe insurance,,australia,,,,,,13040000000,insurance,,,,8,,,
aecom,,usa,,,,,,11770000000,engineering,,,,84,,,
paramount global,,usa,,,,,,11780000000,"mediapress, entertainment",,,,18,,,
albertsons,,usa,,,,,,11470000000,retail,,,,21,,,
croda international,,uk,,,,,,11440000000,chemicals,,,,81,,,
the toro company,,usa,,,,,,11480000000,,,,,110,,,
zoominfo,,usa,,,,,,11470000000,"software, tech",,,,28,,,
esun bank,,taiwan,,,,,,11480000000,"financialservices, banks",,,,0,,,
continental,,germany,,,,,,11440000000,"tires, dax",,,,57,,,
credicorp,,bermuda,,,,,,11500000000,"financialservices, banks",,,,144,,,
mineral resources,,australia,,,,,,11500000000,mining,,,,59,,,
molson coors,,usa,,,,,,11530000000,"alcoholicbeverages, beverages",,,,53,,,
carnival,,usa,,,,,,11540000000,"travel, cruiselines",,,,8,,,
gbl,,belgium,,,,,,11550000000,,,,,81,,,
amundi,,france,,,,,,11540000000,"assetmanagement, investment",,,,56,,,
godaddy,,usa,,,,,,11580000000,"internet, tech",,,,74,,,
carl zeiss meditec,,germany,,,,,,11560000000,,,,,129,,,
new china life insurance,,china,,,,,,11570000000,insurance,,,,4,,,
globe life,,usa,,,,,,11580000000,insurance,,,,119,,,
orient overseas container line,,hong kong,,,,,,11600000000,"transportation, containershipping, maritimetransportation",,,,17,,,
segro,,uk,,,,,,11590000000,"reits, realestate, investment",,,,9,,,
wisetech global,,australia,,,,,,11630000000,"software, tech",,,,35,,,
talanx,,germany,,,,,,11630000000,"financialservices, insurance",,,,45,,,
billcom,,usa,,,,,,11680000000,"internet, financialservices",,,,110,,,
hansoh pharma,,china,,,,,,11650000000,pharmaceuticals,,,,1,,,
neurocrine biosciences,,usa,,,,,,11680000000,"pharmaceuticals, biotech",,,,121,,,
graco,,usa,,,,,,11420000000,,,,,67,,,
carmax,,usa,,,,,,10280000000,"usedcarretailer, carretail",,,,65,,,
heidelbergcement,,germany,,,,,,10280000000,"cement, buildingmaterials, dax",,,,53,,,
saputo,,canada,,,,,,10300000000,"food, dairycompanies",,,,24,,,
entegris,,usa,,,,,,10340000000,"semiconductors, tech",,,,69,,,
adani wilmar,,india,,,,,,10290000000,food,,,,7,,,
impala platinum,,south africa,,,,,,10340000000,mining,,,,12,,,
marketaxess,,usa,,,,,,10350000000,financialservices,,,,275,,,
intercontinental hotels group,,uk,,,,,,10370000000,"hotels, travel",,,,58,,,
magellan midstream partners,,usa,,,,,,10310000000,"oilgas, energy",,,,50,,,
swire pacific,,hong kong,,,,,,10370000000,investment,,,,7,,,
juniper networks,,usa,,,,,,10370000000,"networkinghardware, telecommunicationsequipment, tech, techhardware",,,,31,,,
sk innovation,,south korea,,,,,,10410000000,"oilgas, energy",,,,75,,,
aramark,,usa,,,,,,10410000000,food,,,,40,,,
boliden,,sweden,,,,,,10390000000,mining,,,,38,,,
evergreen marine,,taiwan,,,,,,10430000000,"transportation, maritimetransportation, containershipping",,,,4,,,
sarepta therapeutics,,usa,,,,,,10510000000,pharmaceuticals,,,,119,,,
emera,,canada,,,,,,10440000000,,,,,38,,,
barry callebaut,,switzerland,,,,,,10510000000,food,,,,1,,,
autonation,,usa,,,,,,10510000000,"usedcarretailer, carretail",,,,119,,,
kikkoman,,japan,,,,,,10520000000,food,,,,55,,,
pan pacific,,japan,,,,,,10520000000,"hotels, travel",,,,17,,,
disco corp,,japan,,,,,,10530000000,"semiconductors, tech",,,,291,,,
news corp,,usa,,,,,,10530000000,mediapress,,,,18,,,
carlyle group,,usa,,,,,,10540000000,,,,,29,,,
hlbank hong leong bank,,malaysia,,,,,,9700000000,"banks, financialservices",,,,4,,,
solvay,,belgium,,,,,,10220000000,,,,,98,,,
renault,,france,,,,,,10540000000,"automakers, cac40, manufacturing",,,,36,,,
cubesmart,,usa,,,,,,9510000000,,,,,42,,,
jazz pharmaceuticals,,ireland,,,,,,9510000000,"pharmaceuticals, biotech",,,,151,,,
lattice semiconductor,,usa,,,,,,9510000000,"semiconductors, tech, techhardware, manufacturing",,,,69,,,
