Cluster ID,Link Score,name,headquarters,country,continent,region,sub_region,founded,employees,ceo,market_cap,categories,sector,industry,revenue,link,share_price,results_for_year,total_equity,founders,market_value,address,type
,,quantum-si,,usa,,,,,,,320000000,"biotech, scientifictechnicalinstruments",,,,,2,,,,,,
,,largo,,canada,,,,,,,320000000,batteries,,,,,5,,,,,,
,,sudarshan chemical,,india,,,,,,,320000000,chemicals,,,,,4,,,,,,
,,grupo supervielle,,argentina,,,,,,,320000000,"banks, financialservices",,,,,1,,,,,,
,,gabriel india,,india,,,,,,,320000000,,,,,,2,,,,,,
,,tucows,,canada,,,,,,,320000000,"software, tech, internet",,,,,30,,,,,,
,,cosmo films,,india,,,,,,,320000000,,,,,,12,,,,,,
,,lordstown motors,,usa,,,,,,,320000000,"automakers, electricvehicles",,,,,1,,,,,,
,,dynamic materials corporation,,usa,,,,,,,320000000,,,,,,16,,,,,,
,,aeva technologies,,usa,,,,,,,320000000,"lidar, tech, techhardware, autonomousdriving",,,,,1,,,,,,
,,nl industries,,usa,,,,,,,320000000,,,,,,6,,,,,,
,,cyxtera technologies,,usa,,,,,,,320000000,"internet, infrastructure, tech",,,,,1,,,,,,
,,reconafrica,,canada,,,,,,,320000000,"oilgas, energy",,,,,1,,,,,,
,,first bancorp,,usa,,,,,,,320000000,"banks, financialservices",,,,,29,,,,,,
,,nanostring technologies,,usa,,,,,,,320000000,,,,,,7,,,,,,
,,sonder holdings,,usa,,,,,,,320000000,"rentalleasingservices, realestate, travel",,,,,1,,,,,,
,,precigen,,usa,,,,,,,330000000,pharmaceuticals,,,,,1,,,,,,
,,lexinfintech holdings,,china,,,,,,,330000000,financialservices,,,,,1,,,,,,
,,sierra bancorp,,usa,,,,,,,330000000,"banks, financialservices",,,,,21,,,,,,
,,everquote,,usa,,,,,,,340000000,"insurance, internet",,,,,10,,,,,,
,,belpointe oz,,usa,,,,,,,340000000,realestate,,,,,100,,,,,,
,,the manitowoc company,,usa,,,,,,,330000000,manufacturing,,,,,9,,,,,,
,,astra microwave,,india,,,,,,,340000000,,,,,,3,,,,,,
,,lumiradx,,uk,,,,,,,340000000,diagnosticsandtesting,,,,,1,,,,,,
,,nilkamal,,india,,,,,,,340000000,,,,,,23,,,,,,
,,village super market,,usa,,,,,,,340000000,"supermarketchains, retail",,,,,23,,,,,,
,,gladstone capital,,usa,,,,,,,340000000,"investment, financialservices",,,,,9,,,,,,
455,0.67447716,blade air mobility,,usa,,,,,,,340000000,transportation,,,,,4,,,,,,
,,richardson electronics,,usa,,,,,,,340000000,electronics,,,,,24,,,,,,
,,bushiroad,,japan,,,,,,,340000000,"videogames, entertainment, mediapress",,,,,5,,,,,,
,,organogenesis,,usa,,,,,,,340000000,"biotech, medicaldevices",,,,,2,,,,,,
,,wave life sciences,,singapore,,,,,,,340000000,"pharmaceuticals, biotech",,,,,4,,,,,,
,,north american construction group,,canada,,,,,,,340000000,construction,,,,,13,,,,,,
,,velo3d,,usa,,,,,,,340000000,"3dprinting, tech",,,,,1,,,,,,
,,kaveri seed,,india,,,,,,,350000000,agriculture,,,,,6,,,,,,
,,home bancorp,,usa,,,,,,,350000000,"banks, financialservices",,,,,42,,,,,,
,,american battery technology company,,usa,,,,,,,340000000,"mining, batteries",,,,,0,,,,,,
795,0.67447114,aviat networks,,usa,,,,,,,350000000,"networkinghardware, telecommunicationsequipment",,,,,30,,,,,,
,,summit financial group,,usa,,,,,,,350000000,financialservices,,,,,27,,,,,,
,,rimini street,,usa,,,,,,,350000000,"software, tech",,,,,3,,,,,,
,,arizona metals,,canada,,,,,,,350000000,mining,,,,,2,,,,,,
,,prime focus,,india,,,,,,,350000000,,,,,,1,,,,,,
,,ottakringer getranke,,austria,,,,,,,350000000,"beverages, alcoholicbeverages",,,,,157,,,,,,
,,ooma,,usa,,,,,,,350000000,telecommunication,,,,,14,,,,,,
,,niu,,china,,,,,,,350000000,electricvehicles,,,,,4,,,,,,
,,aldeyra therapeutics,,usa,,,,,,,350000000,pharmaceuticals,,,,,6,,,,,,
68,0.67448515,neogames,,israel,,,,,,,350000000,"gambling, videogames, entertainment",,,,,13,,,,,,
,,liquidia technologies,,usa,,,,,,,350000000,"biotech, pharmaceuticals",,,,,5,,,,,,
,,orchid island capital,,usa,,,,,,,350000000,"realestate, investment, reits",,,,,10,,,,,,
,,postal realty trust,,usa,,,,,,,350000000,"reits, realestate, investment",,,,,15,,,,,,
1018,0.6744673,agoraio,,china,,,,,,,350000000,"software, tech",,,,,3,,,,,,
,,iradimed,,usa,,,,,,,350000000,medicaldevices,,,,,28,,,,,,
,,sciplay,,usa,,,,,,,350000000,"videogames, entertainment, tech",,,,,15,,,,,,
,,hbl power systems,,india,,,,,,,350000000,"engineering, professionalservices",,,,,1,,,,,,
745,0.674472,eneti,,monaco,,,,,,,350000000,"energy, renewableenergy, construction",,,,,9,,,,,,
,,skillz,,usa,,,,,,,360000000,"videogames, entertainment, tech",,,,,0,,,,,,
,,trinity capital,,usa,,,,,,,360000000,financialservices,,,,,10,,,,,,
,,northwest pipe company,,usa,,,,,,,360000000,"construction, engineering",,,,,36,,,,,,
,,devolver digital,,usa,,,,,,,360000000,"videogames, entertainment",,,,,0,,,,,,
,,civista bancshares,,usa,,,,,,,360000000,"banks, financialservices",,,,,22,,,,,,
,,national fertilizers,,india,,,,,,,360000000,fertilizercompanies,,,,,0,,,,,,
,,orasure technologies,,usa,,,,,,,360000000,"diagnosticsandtesting, biotech",,,,,4,,,,,,
,,tredegar,,usa,,,,,,,360000000,,,,,,10,,,,,,
972,0.67446816,greentree hospitality,,china,,,,,,,360000000,,,,,,3,,,,,,
,,automotive axles,,india,,,,,,,360000000,automotivesuppliers,,,,,24,,,,,,
,,daily journal,,usa,,,,,,,360000000,mediapress,,,,,264,,,,,,
911,0.6744692,taseko mines,,canada,,,,,,,360000000,mining,,,,,1,,,,,,
,,webzen,,south korea,,,,,,,360000000,"videogames, entertainment, tech",,,,,11,,,,,,
836,0.67447054,financial institutions,,usa,,,,,,,360000000,"banks, financialservices",,,,,23,,,,,,
,,aurora cannabis,,canada,,,,,,,360000000,cannabis,,,,,1,,,,,,
,,tata steel long products,,india,,,,,,,360000000,steelindustry,,,,,8,,,,,,
,,bioatla,,usa,,,,,,,360000000,"pharmaceuticals, biotech",,,,,9,,,,,,
,,telesat,,canada,,,,,,,360000000,aerospace,,,,,7,,,,,,
,,carriage services,,usa,,,,,,,360000000,,,,,,25,,,,,,
,,gannett,,usa,,,,,,,360000000,mediapress,,,,,2,,,,,,
1278,0.6744611,codexis,,usa,,,,,,,360000000,"pharmaceuticals, biotech",,,,,5,,,,,,
,,hathway,,india,,,,,,,360000000,telecommunication,,,,,0,,,,,,
,,hailiang education,,china,,,,,,,360000000,education,,,,,14,,,,,,
,,global indemnity,,cayman islands,,,,,,,360000000,insurance,,,,,25,,,,,,
,,aaron's,,usa,,,,,,,360000000,,,,,,12,,,,,,
,,turning point brands,,usa,,,,,,,360000000,tobacco,,,,,21,,,,,,
,,new pacific metals,,canada,,,,,,,360000000,"mining, silvermining",,,,,2,,,,,,
1328,0.6744594,on24,,usa,,,,,,,370000000,"software, tech",,,,,7,,,,,,
,,newpark resources,,usa,,,,,,,370000000,"oilgas, energy",,,,,3,,,,,,
,,transcontinental realty investors,,usa,,,,,,,370000000,"reits, realestate, investment",,,,,42,,,,,,
,,hawesko,,germany,,,,,,,370000000,"alcoholicbeverages, beverages",,,,,41,,,,,,
,,macatawa bank,,usa,,,,,,,370000000,"banks, financialservices",,,,,10,,,,,,
,,citizens & northern corp,,usa,,,,,,,370000000,"banks, financialservices",,,,,24,,,,,,
,,penseco financial services,,usa,,,,,,,370000000,"banks, financialservices",,,,,52,,,,,,
,,wemade,,south korea,,,,,,,370000000,"videogames, entertainment, tech",,,,,22,,,,,,
,,marine products corporation,,usa,,,,,,,370000000,,,,,,10,,,,,,
,,gold royalty corp,,canada,,,,,,,370000000,,,,,,2,,,,,,
,,caremax,,usa,,,,,,,370000000,"healthcare, medicalcarefacilities",,,,,3,,,,,,
,,protagonist therapeutics,,usa,,,,,,,370000000,pharmaceuticals,,,,,7,,,,,,
,,build-a-bear,,usa,,,,,,,370000000,,,,,,25,,,,,,
,,kodiak sciences,,usa,,,,,,,370000000,,,,,,7,,,,,,
66,0.67448515,marimekko,,finland,,,,,,,370000000,clothing,,,,,9,,,,,,
,,gran tierra energy,,canada,,,,,,,370000000,"oilgas, energy",,,,,1,,,,,,
,,douyu,,china,,,,,,,380000000,internet,,,,,1,,,,,,
919,0.6744691,satellogic,,usa,,,,,,,380000000,aerospace,,,,,4,,,,,,
,,shore bancshares,,usa,,,,,,,380000000,"banks, financialservices",,,,,19,,,,,,
,,tusimple,,usa,,,,,,,380000000,"tech, software, autonomousdriving",,,,,1,,,,,,
,,growgeneration,,usa,,,,,,,380000000,"retail, cannabis",,,,,6,,,,,,
,,pennantpark investment,,usa,,,,,,,380000000,investment,,,,,5,,,,,,
,,hindustan construction company,,india,,,,,,,380000000,"construction, engineering",,,,,0,,,,,,
,,alta equipment group,,usa,,,,,,,380000000,rentalleasingservices,,,,,12,,,,,,
,,futurefuel,,usa,,,,,,,380000000,"chemicals, renewableenergy, energy, biofuel",,,,,8,,,,,,
,,sun corp,,japan,,,,,,,380000000,"videogames, entertainment",,,,,16,,,,,,
,,luxfer,,uk,,,,,,,380000000,"aluminum, manufacturing",,,,,14,,,,,,
,,international general insurance,,jordan,,,,,,,380000000,insurance,,,,,7,,,,,,
,,gamania digital,,taiwan,,,,,,,380000000,"videogames, entertainment, internet",,,,,2,,,,,,
,,farmers & merchants bancorp,,usa,,,,,,,380000000,"banks, financialservices",,,,,28,,,,,,
,,phnom penh autonomous port,,cambodia,,,,,,,380000000,"ports, infrastructure",,,,,3,,,,,,
,,avon protection,,uk,,,,,,,390000000,"defensecontractors, manufacturing",,,,,12,,,,,,
,,zur rose group,,switzerland,,,,,,,380000000,"drugstore, ecommerce, internet, retail",,,,,28,,,,,,
,,lexicon pharmaceuticals,,usa,,,,,,,390000000,pharmaceuticals,,,,,2,,,,,,
551,0.6744754,american national bank & trust company,,usa,,,,,,,390000000,"banks, financialservices",,,,,36,,,,,,
,,hometrust bancshares,,usa,,,,,,,390000000,"banks, financialservices",,,,,25,,,,,,
,,professional holding,,usa,,,,,,,390000000,"banks, financialservices",,,,,28,,,,,,
,,olympic steel,,usa,,,,,,,390000000,"steelindustry, steelproducers",,,,,35,,,,,,
1408,0.6744529,374water,,usa,,,,,,,390000000,wasterecycling,,,,,3,,,,,,
,,atlanticus,,usa,,,,,,,390000000,financialservices,,,,,27,,,,,,
1324,0.6744595,el pollo loco,,usa,,,,,,,390000000,"restaurantchains, food",,,,,10,,,,,,
,,chennai petroleum,,india,,,,,,,390000000,"oilgas, energy",,,,,2,,,,,,
,,huuuge,,usa,,,,,,,390000000,"videogames, entertainment",,,,,5,,,,,,
,,strides pharma,,india,,,,,,,390000000,pharmaceuticals,,,,,4,,,,,,
409,0.674479,destination xl,,usa,,,,,,,390000000,"clothing, retail",,,,,6,,,,,,
1056,0.6744667,cs disco,,usa,,,,,,,390000000,"software, tech",,,,,6,,,,,,
918,0.6744691,hyzon motors,,usa,,,,,,,390000000,"electricvehicles, hydrogenfuelcell, specialtyvehicles, manufacturing",,,,,1,,,,,,
,,capstar financial,,usa,,,,,,,390000000,"banks, financialservices",,,,,18,,,,,,
,,evolus,,usa,,,,,,,390000000,,,,,,7,,,,,,
,,1-800-petmeds,,usa,,,,,,,390000000,"ecommerce, internet, tech",,,,,18,,,,,,
991,0.6744677,jumia,,germany,,,,,,,390000000,"internet, ecommerce, tech, retail",,,,,3,,,,,,
,,mcphy energy,,france,,,,,,,390000000,"energy, renewableenergy",,,,,13,,,,,,
,,anant raj,,india,,,,,,,390000000,realestate,,,,,1,,,,,,
,,scholar rock holding,,usa,,,,,,,390000000,"pharmaceuticals, biotech",,,,,7,,,,,,
,,grindrod shipping,,singapore,,,,,,,390000000,"transportation, maritimetransportation",,,,,20,,,,,,
,,skywater technology,,usa,,,,,,,390000000,"semiconductors, tech, techhardware",,,,,9,,,,,,
,,global cord blood,,hong kong,,,,,,,400000000,biotech,,,,,2,,,,,,
,,sportsman's warehouse,,usa,,,,,,,400000000,"retail, sportsgoods",,,,,10,,,,,,
,,preos real estate,,germany,,,,,,,400000000,"realestate, investment",,,,,3,,,,,,
,,arbutus biopharma,,usa,,,,,,,400000000,pharmaceuticals,,,,,2,,,,,,
,,ehang holdings,,china,,,,,,,400000000,,,,,,6,,,,,,
,,reservoir media,,usa,,,,,,,400000000,"mediapress, entertainment",,,,,6,,,,,,
,,moil,,india,,,,,,,400000000,mining,,,,,1,,,,,,
,,ring energy,,usa,,,,,,,400000000,"oilgas, energy",,,,,2,,,,,,
,,c4 therapeutics,,usa,,,,,,,400000000,"pharmaceuticals, biotech",,,,,8,,,,,,
,,nexpoint real estate finance,,usa,,,,,,,400000000,"realestate, investment, reits",,,,,18,,,,,,
,,civeo,,usa,,,,,,,400000000,,,,,,29,,,,,,
,,ceco environmental,,usa,,,,,,,400000000,,,,,,11,,,,,,
882,0.6744697,bank mayapada internasional,,indonesia,,,,,,,400000000,"banks, financialservices",,,,,0,,,,,,
,,seer,,usa,,,,,,,400000000,biotech,,,,,6,,,,,,
,,powell industries,,usa,,,,,,,400000000,,,,,,34,,,,,,
,,ess tech,,usa,,,,,,,400000000,"batteries, electricity, energy, renewableenergy",,,,,2,,,,,,
,,torrid,,usa,,,,,,,400000000,"clothing, retail",,,,,3,,,,,,
,,teekay,,canada,,,,,,,400000000,"oilgas, transportation, maritimetransportation",,,,,4,,,,,,
1433,0.67444825,89bio,,usa,,,,,,,400000000,"pharmaceuticals, biotech",,,,,8,,,,,,
386,0.6744803,blue bird corporation,,usa,,,,,,,400000000,,,,,,12,,,,,,
,,shotspotter,,usa,,,,,,,400000000,"software, tech",,,,,33,,,,,,
,,oil states international,,usa,,,,,,,400000000,"oilgas, energy",,,,,6,,,,,,
,,borussia dortmund,,germany,,,,,,,400000000,football,,,,,3,,,,,,
1440,0.6744428,stitch fix,,usa,,,,,,,400000000,"clothing, tech",,,,,3,,,,,,
441,0.67447764,allbirds,,usa,,,,,,,400000000,"footwear, clothing",,,,,2,,,,,,
,,magnachip,,luxembourg,,,,,,,400000000,"semiconductors, tech, techhardware",,,,,9,,,,,,
,,guaranty bancshares,,usa,,,,,,,410000000,"banks, financialservices",,,,,34,,,,,,
,,gaslog partners,,greece,,,,,,,410000000,"oilgas, transportation, maritimetransportation, energy",,,,,7,,,,,,
,,traeger,,usa,,,,,,,410000000,,,,,,3,,,,,,
,,ao world,,uk,,,,,,,410000000,"homekitchenappliances, electronics, retail",,,,,0,,,,,,
,,orthofix medical,,usa,,,,,,,410000000,,,,,,20,,,,,,
,,eagle pharmaceuticals,,usa,,,,,,,410000000,"pharmaceuticals, biotech",,,,,31,,,,,,
,,similarweb,,israel,,,,,,,410000000,"tech, software, internet",,,,,5,,,,,,
,,vesuvius india,,india,,,,,,,410000000,,,,,,20,,,,,,
518,0.6744759,canaan,,china,,,,,,,410000000,"tech, bitcoin, techhardware, bitcoinmining",,,,,2,,,,,,
,,apollo endosurgery,,usa,,,,,,,410000000,medicaldevices,,,,,10,,,,,,
,,gamco investors,,usa,,,,,,,410000000,"investment, financialservices",,,,,15,,,,,,
581,0.67447466,si-bone,,usa,,,,,,,410000000,"medicaldevices, biotech",,,,,12,,,,,,
,,cerberus cyber sentinel,,usa,,,,,,,430000000,"itsecurity, tech, software",,,,,2,,,,,,
,,alx oncology,,usa,,,,,,,430000000,"pharmaceuticals, biotech",,,,,10,,,,,,
,,icelandair,,iceland,,,,,,,430000000,"airlines, travel, transportation",,,,,0,,,,,,
,,smith & wesson,,usa,,,,,,,430000000,,,,,,9,,,,,,
,,nuvation bio,,usa,,,,,,,430000000,"pharmaceuticals, biotech",,,,,1,,,,,,
,,priority technology holdings,,usa,,,,,,,430000000,"financialservices, software, tech",,,,,5,,,,,,
,,sutro biopharma,,usa,,,,,,,430000000,"biotech, pharmaceuticals",,,,,7,,,,,,
,,biglari,,usa,,,,,,,430000000,"restaurantchains, food",,,,,142,,,,,,
,,the children's place,,usa,,,,,,,430000000,clothing,,,,,35,,,,,,
,,tpi composites,,usa,,,,,,,430000000,,,,,,10,,,,,,
,,tarsus pharmaceuticals,,usa,,,,,,,430000000,"pharmaceuticals, biotech",,,,,16,,,,,,
,,zerofox,,usa,,,,,,,430000000,"itsecurity, software, tech",,,,,3,,,,,,
,,focus universal,,usa,,,,,,,440000000,"iot, tech, techhardware",,,,,10,,,,,,
,,ramkrishna forgings,,india,,,,,,,440000000,,,,,,2,,,,,,
,,newtek,,usa,,,,,,,440000000,investment,,,,,18,,,,,,
,,atara biotherapeutics,,usa,,,,,,,440000000,"pharmaceuticals, biotech",,,,,4,,,,,,
,,gevo,,usa,,,,,,,440000000,"energy, biofuel, renewableenergy",,,,,1,,,,,,
,,phathom pharmaceuticals,,usa,,,,,,,440000000,,,,,,10,,,,,,
,,indoco remedies,,india,,,,,,,440000000,"pharmaceuticals, biotech",,,,,4,,,,,,
,,mitek systems,,usa,,,,,,,440000000,"software, tech",,,,,9,,,,,,
,,dutch lady milk industries,,malaysia,,,,,,,440000000,"dairycompanies, beverages",,,,,6,,,,,,
,,gladstone investment,,usa,,,,,,,440000000,investment,,,,,13,,,,,,
999,0.6744676,cue health,,usa,,,,,,,440000000,"healthcare, diagnosticsandtesting",,,,,2,,,,,,
,,oppenheimer holdings,,usa,,,,,,,440000000,"banks, financialservices, investment",,,,,40,,,,,,
,,babcock & wilcox,,usa,,,,,,,440000000,"electricity, energy",,,,,5,,,,,,
639,0.67447394,tetra technologies,,usa,,,,,,,440000000,,,,,,3,,,,,,
,,purple innovation,,usa,,,,,,,440000000,furniture,,,,,4,,,,,,
,,aura biosciences,,usa,,,,,,,440000000,"pharmaceuticals, biotech",,,,,12,,,,,,
,,zumiez,,usa,,,,,,,440000000,"retail, clothing",,,,,22,,,,,,
,,akoya biosciences,,usa,,,,,,,440000000,"biotech, scientifictechnicalinstruments",,,,,11,,,,,,
,,astec lifesciences,,india,,,,,,,440000000,chemicals,,,,,22,,,,,,
,,paisalo digital,,india,,,,,,,440000000,financialservices,,,,,1,,,,,,
,,axogen,,usa,,,,,,,440000000,biotech,,,,,10,,,,,,
,,veru,,usa,,,,,,,440000000,"pharmaceuticals, biotech",,,,,5,,,,,,
284,0.67448336,optim,,japan,,,,,,,440000000,"tech, software",,,,,8,,,,,,
,,lindblad expeditions,,usa,,,,,,,450000000,travel,,,,,8,,,,,,
,,bakhu holdings,,usa,,,,,,,450000000,,,,,,1,,,,,,
,,qingci games,,china,,,,,,,450000000,"videogames, entertainment",,,,,0,,,,,,
,,archosaur games,,china,,,,,,,450000000,"videogames, entertainment",,,,,0,,,,,,
,,jindal poly films,,india,,,,,,,450000000,packaging,,,,,10,,,,,,
,,pmv pharmaceuticals,,usa,,,,,,,450000000,"pharmaceuticals, biotech",,,,,9,,,,,,
,,preformed line products,,usa,,,,,,,450000000,,,,,,92,,,,,,
,,contextlogic wishcom,,usa,,,,,,,450000000,"ecommerce, internet, tech",,,,,0,,,,,,
,,albireo pharma,,usa,,,,,,,450000000,"pharmaceuticals, biotech",,,,,22,,,,,,
,,zymeworks,,canada,,,,,,,450000000,"pharmaceuticals, biotech",,,,,7,,,,,,
,,great lakes dredge & dock corp,,usa,,,,,,,450000000,,,,,,6,,,,,,
,,inovio pharmaceuticals,,usa,,,,,,,450000000,"pharmaceuticals, biotech",,,,,1,,,,,,
,,ranpak,,usa,,,,,,,450000000,packaging,,,,,5,,,,,,
,,igg inc,,singapore,,,,,,,450000000,"videogames, entertainment",,,,,0,,,,,,
,,alerus financial,,usa,,,,,,,460000000,"banks, financialservices",,,,,23,,,,,,
,,south indian bank,,india,,,,,,,450000000,"banks, financialservices",,,,,0,,,,,,
600,0.67447436,the rgroup,,usa,,,,,,,460000000,"realestate, professionalservices",,,,,27,,,,,,
,,ituran,,israel,,,,,,,460000000,,,,,,22,,,,,,
,,southern missouri bancorp,,usa,,,,,,,460000000,"banks, financialservices",,,,,50,,,,,,
,,consolidated communications,,usa,,,,,,,460000000,telecommunication,,,,,4,,,,,,
,,mastercraft boat,,usa,,,,,,,460000000,,,,,,26,,,,,,
,,bar harbor bankshares,,usa,,,,,,,460000000,"banks, financialservices",,,,,30,,,,,,
,,intrepid potash,,usa,,,,,,,460000000,fertilizercompanies,,,,,34,,,,,,
,,esperion therapeutics,,usa,,,,,,,460000000,"pharmaceuticals, biotech",,,,,6,,,,,,
,,west coast paper mills,,india,,,,,,,460000000,pulpandpaper,,,,,7,,,,,,
,,compass pathways,,uk,,,,,,,460000000,healthcare,,,,,10,,,,,,
956,0.67446846,america's car-mart,,usa,,,,,,,460000000,"usedcarretailer, carretail, retail",,,,,73,,,,,,
,,fubotv,,usa,,,,,,,460000000,mediapress,,,,,2,,,,,,
,,canoo,,usa,,,,,,,460000000,"automakers, electricvehicles",,,,,1,,,,,,
722,0.6744723,american software,,usa,,,,,,,460000000,"software, tech",,,,,13,,,,,,
,,doubledown interactive,,usa,,,,,,,460000000,"videogames, tech, entertainment",,,,,9,,,,,,
,,gateway distriparks,,india,,,,,,,460000000,transportation,,,,,3,,,,,,
,,8x8,,usa,,,,,,,460000000,,,,,,4,,,,,,
,,ifb industries,,india,,,,,,,460000000,,,,,,11,,,,,,
1186,0.67446387,dish tv,,india,,,,,,,470000000,mediapress,,,,,0,,,,,,
,,arcturus therapeutics,,usa,,,,,,,470000000,"pharmaceuticals, biotech, mrnatherapeutics",,,,,17,,,,,,
,,community health systems,,usa,,,,,,,470000000,"healthcare, medicalcarefacilities",,,,,3,,,,,,
,,amarin corporation,,ireland,,,,,,,470000000,"pharmaceuticals, biotech",,,,,1,,,,,,
,,solid power,,usa,,,,,,,470000000,"batteries, electricity",,,,,2,,,,,,
,,elringklinger,,germany,,,,,,,470000000,"automotivesuppliers, manufacturing",,,,,7,,,,,,
824,0.6744706,mailru group,,cyprus,,,,,,,470000000,internet,,,,,2,,,,,,
,,angiodynamics,,usa,,,,,,,470000000,medicaldevices,,,,,12,,,,,,
,,funko,,usa,,,,,,,470000000,"toys, manufacturing",,,,,10,,,,,,
,,nlight,,usa,,,,,,,480000000,"semiconductors, tech, techhardware",,,,,10,,,,,,
,,whitestone reit,,usa,,,,,,,480000000,"realestate, investment, reits",,,,,9,,,,,,
,,garrett motion,,switzerland,,,,,,,480000000,automotivesuppliers,,,,,7,,,,,,
,,ramaco resources,,usa,,,,,,,480000000,,,,,,10,,,,,,
1341,0.6744587,onewater marine,,usa,,,,,,,480000000,,,,,,31,,,,,,
,,amryt pharma,,uk,,,,,,,480000000,"pharmaceuticals, biotech",,,,,7,,,,,,
,,clear channel outdoor,,usa,,,,,,,480000000,advertising,,,,,1,,,,,,
,,one liberty properties,,usa,,,,,,,480000000,"reits, realestate, investment",,,,,23,,,,,,
,,seneca foods,,usa,,,,,,,480000000,food,,,,,64,,,,,,
,,ezcorp,,usa,,,,,,,480000000,,,,,,8,,,,,,
,,barbeque nation hospitality,,india,,,,,,,480000000,"restaurantchains, food",,,,,12,,,,,,
,,eagle point credit company,,usa,,,,,,,480000000,investment,,,,,11,,,,,,
403,0.6744797,csb bank,,india,,,,,,,480000000,"banks, pharmaceuticals",,,,,2,,,,,,
,,calliditas therapeutics,,sweden,,,,,,,480000000,"pharmaceuticals, biotech",,,,,17,,,,,,
,,sohucom,,china,,,,,,,490000000,"internet, tech, videogames, entertainment",,,,,14,,,,,,
604,0.6744743,rada electronic industries,,israel,,,,,,,490000000,"electronics, defensecontractors",,,,,9,,,,,,
,,akouos,,usa,,,,,,,490000000,"biotech, pharmaceuticals, genetherapy, genomics",,,,,13,,,,,,
,,action construction equipment,,india,,,,,,,490000000,construction,,,,,4,,,,,,
,,absolute software,,canada,,,,,,,490000000,"software, tech",,,,,9,,,,,,
,,valens semiconductor,,israel,,,,,,,490000000,"semiconductors, tech, techhardware",,,,,4,,,,,,
,,big lots,,usa,,,,,,,490000000,,,,,,17,,,,,,
,,synlait milk,,new zealand,,,,,,,490000000,dairycompanies,,,,,2,,,,,,
,,ibex,,usa,,,,,,,490000000,"itservices, professionalservices",,,,,27,,,,,,
,,aerovate therapeutics,,usa,,,,,,,490000000,"pharmaceuticals, biotech",,,,,20,,,,,,
,,heg,,india,,,,,,,490000000,,,,,,12,,,,,,
,,centrus energy,,usa,,,,,,,490000000,energy,,,,,34,,,,,,
,,jtekt india,,india,,,,,,,490000000,automotivesuppliers,,,,,2,,,,,,
,,rex american resources,,usa,,,,,,,490000000,"biofuel, renewableenergy, energy",,,,,28,,,,,,
330,0.674483,domo,,usa,,,,,,,490000000,"software, tech",,,,,14,,,,,,
1151,0.6744645,lilium,,germany,,,,,,,490000000,"aircraftmanufacturers, aerospace, manufacturing",,,,,1,,,,,,
,,pagaya technologies,,israel,,,,,,,490000000,"software, tech, financialservices",,,,,0,,,,,,
,,tejon ranch,,usa,,,,,,,500000000,"realestate, agriculture",,,,,18,,,,,,
,,hyster-yale materials handling,,usa,,,,,,,500000000,,,,,,29,,,,,,
,,altimmune,,usa,,,,,,,500000000,"pharmaceuticals, biotech",,,,,10,,,,,,
,,surmodics,,usa,,,,,,,500000000,medicaldevices,,,,,35,,,,,,
,,havertys,,usa,,,,,,,500000000,"furniture, retail",,,,,31,,,,,,
,,marcus corporation,,usa,,,,,,,500000000,"hotels, entertainment, travel",,,,,16,,,,,,
,,vertex energy,,usa,,,,,,,500000000,"oilgas, energy",,,,,6,,,,,,
,,guangzhou wahlap technology,,china,,,,,,,500000000,"videogames, entertainment",,,,,4,,,,,,
65,0.67448515,tecnicas reunidas,,spain,,,,,,,500000000,engineering,,,,,9,,,,,,
,,spandana sphoorty financial,,india,,,,,,,500000000,financialservices,,,,,7,,,,,,
,,senseonics holdings,,usa,,,,,,,500000000,medicaldevices,,,,,1,,,,,,
,,phibro animal health,,usa,,,,,,,500000000,,,,,,12,,,,,,
,,greenlam industries,,india,,,,,,,500000000,,,,,,3,,,,,,
,,broadmark realty capital,,usa,,,,,,,500000000,"reits, realestate, investment, financialservices",,,,,3,,,,,,
,,sorrento therapeutics,,usa,,,,,,,500000000,,,,,,1,,,,,,
,,acm research,,usa,,,,,,,510000000,"semiconductors, techhardware, tech",,,,,8,,,,,,
,,covenant logistics,,usa,,,,,,,510000000,transportation,,,,,37,,,,,,
,,loandepot,,usa,,,,,,,510000000,financialservices,,,,,1,,,,,,
,,homestreet bank,,usa,,,,,,,510000000,"banks, financialservices",,,,,27,,,,,,
,,artivion,,usa,,,,,,,510000000,"medicaldevices, biotech",,,,,12,,,,,,
,,cnb financial corp,,usa,,,,,,,510000000,"banks, financialservices",,,,,24,,,,,,
,,brasil agro,,brazil,,,,,,,510000000,"agriculture, realestate, investment, reits",,,,,5,,,,,,
289,0.6744833,playway,,poland,,,,,,,510000000,"videogames, entertainment, tech",,,,,76,,,,,,
,,riley permian,,usa,,,,,,,510000000,"oilgas, energy",,,,,25,,,,,,
,,bridgewater bancshares,,usa,,,,,,,510000000,"banks, financialservices",,,,,18,,,,,,
,,reliance infrastructure,,india,,,,,,,510000000,"electricity, energy",,,,,1,,,,,,
990,0.6744677,value line,,usa,,,,,,,510000000,financialservices,,,,,54,,,,,,
,,coherus biosciences,,usa,,,,,,,510000000,"pharmaceuticals, biotech",,,,,6,,,,,,
,,silvercorp metals,,canada,,,,,,,510000000,silvermining,,,,,2,,,,,,
,,bioxcel therapeutics,,usa,,,,,,,510000000,"pharmaceuticals, biotech",,,,,18,,,,,,
