Cluster ID,Link Score,name,headquarters,country,continent,region,sub_region,founded,employees,ceo,market_cap,categories,sector,industry,revenue,link,share_price,results_for_year,total_equity,founders,market_value,address,type
262,0.67448515,microsoft,"redmond, wa, united states",united states,,,,"april 4, 1975","181,000",satya nadella,2328000000000,,technology,softwareinfrastructure,161000000000,"https://www.microsoft.com, https://www.facebook.com/microsoft/, https://twitter.com/microsoft, https://www.linkedin.com/company/microsoft, https://en.wikipedia.org/wiki/microsoft",,,,,,,
,,esselunga spa,,,,,,,,,,,,retail trade,,,,,,,,"via giambologna 1, pioltello, 20096, milano, italy",corporation
,,superit srl,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via vittor pisani 20, milano, 20124, milano, italy",corporation
,,saras spa,,,,,,,,,,,,manufacturing,,,,,,,,"galleria passarella 2, milano, 20122, milano, italy",corporation
,,send to me srl,,,,,,,,,,,,services,,,,,,,,"viale ungheria 46, milano, 20138, milano, italy",corporation
,,sanastera spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"piazza minghetti 4/d, bologna, 40124, bologna, italy",corporation
,,esso italiana srl,,,,,,,,,,,,wholesale trade,,,,,,,,"viale cassala 57, milano, 20143, milano, italy",corporation
,,ferrovie dello stato italiane spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"piazza della croce rossa 1, roma, 00161, roma, italy",corporation
1264,0.67447495,enel energia spa,,,,,,,,,,,,"transportation, communications, electric, gas, and sanitary services",,,,,,,,"via san giovanni sul muro 9, milano, 20121, milano, italy",corporation
,,poste vita spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"viale europa 190, roma, 00144, roma, italy",corporation
,,gestore dei mercati energetici spa,,,,,,,,,,,,"transportation, communications, electric, gas, and sanitary services",,,,,,,,"viale maresciallo pilsudski 122/124, roma, 00197, roma, italy",corporation
,,gestore dei servizi energetici - gse spa,,,,,,,,,,,,"transportation, communications, electric, gas, and sanitary services",,,,,,,,"viale maresciallo pilsudski 92, roma, 00197, roma, italy",corporation
1352,0.67447114,iveco spa,,,,,,,,,,,,manufacturing,,,,,,,,"via puglia 35, torino, 10156, torino, italy",corporation
,,lidl italia srl,,,,,,,,,,,,wholesale trade,,,,,,,,"via augusto ruffo 36, arcole, 37040, verona, italy",corporation
,,webuild spa,,,,,,,,,,,,construction,,,,,,,,"centro direzionale milanofiori snc, rozzano, 20089, milano, italy",corporation
,,salini costruttori spa,,,,,,,,,,,,construction,,,,,,,,"via del lauro 3, milano, 20121, milano, italy",corporation
,,mediolanum vita spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via francesco sforza, basiglio, 20079, milano, italy",corporation
1368,0.67447054,hera trading srl,,,,,,,,,,,,"transportation, communications, electric, gas, and sanitary services",,,,,,,,"via molino rosso 8, imola, 40026, bologna, italy",corporation
,,alleanza assicurazioni spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"piazza fidia 1, milano, 20159, milano, italy",corporation
,,fincantieri spa,,,,,,,,,,,,manufacturing,,,,,,,,"via genova 1, trieste, 34121, trieste, italy",corporation
,,eurospin italia spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via campalto 3/d, san martino buon albergo, 37036, verona, italy",corporation
,,e-distribuzione spa,,,,,,,,,,,,"transportation, communications, electric, gas, and sanitary services",,,,,,,,"via carlo felice 35, sassari, 07100, sassari, italy",corporation
,,saipem spa,,,,,,,,,,,,construction,,,,,,,,"via martiri di cefalonia 67, san donato milanese, 20097, milano, italy",corporation
1488,0.6744623,enel produzione spa,,,,,,,,,,,,"transportation, communications, electric, gas, and sanitary services",,,,,,,,"viale regina margherita 125, roma, 00198, roma, italy",corporation
,,guccio gucci spa,,,,,,,,,,,,manufacturing,,,,,,,,"via don lorenzo perosi 6, scandicci, 50018, firenze, italy",corporation
,,acquirente unico spa,,,,,,,,,,,,"transportation, communications, electric, gas, and sanitary services",,,,,,,,"via guidubaldo del monte 45, roma, 00197, roma, italy",corporation
,,versalis spa,,,,,,,,,,,,manufacturing,,,,,,,,"piazza marcello boldrini 1, san donato milanese, 20097, milano, italy",corporation
1297,0.6744734,guido m barilla e flli sapa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via mantova 166, parma, 43122, parma, italy",corporation
,,cremonini spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via modena 53, castelvetro di modena, 41014, modena, italy",corporation
,,cremofin srl,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via modena 53, castelvetro di modena, 41014, modena, italy",corporation
,,societa' europea veicoli leggeri sevel spa,,,,,,,,,,,,manufacturing,,,,,,,,"viale avvocato giovanni agnelli 10, atessa, 66041, chieti, italy",corporation
,,sonatrach raffineria italiana srl,,,,,,,,,,,,manufacturing,,,,,,,,"contrada marcellino c.p. 88 snc, augusta, 96011, siracusa, italy",corporation
,,coop alleanza 30 soc coop,,,,,,,,,,,,retail trade,,,,,,,,"via villanova 29/7, castenaso, 40055, bologna, italy",corporation
,,chimet spa,,,,,,,,,,,,manufacturing,,,,,,,,"via dei laghi 31/33, civitella in val di chiana, 52041, arezzo, italy",corporation
,,riva forni elettrici spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"viale certosa 249, milano, 20151, milano, italy",corporation
1473,0.6744638,nuovo pig holding spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via felice matteucci 2, firenze, 50127, firenze, italy",corporation
,,zeor finanziaria spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via di porta pinciana 4, roma, 00187, roma, italy",corporation
,,autostrade per l'italia spa,,,,,,,,,,,,"transportation, communications, electric, gas, and sanitary services",,,,,,,,"via alberto bergamini 50, roma, 00159, roma, italy",corporation
,,trenitalia spa,,,,,,,,,,,,"transportation, communications, electric, gas, and sanitary services",,,,,,,,"piazza della croce rossa 1, roma, 00161, roma, italy",corporation
,,fideuram vita spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via ennio quirino visconti 80, roma, 00193, roma, italy",corporation
,,italpreziosi spa,,,,,,,,,,,,manufacturing,,,,,,,,"localita' san zeno zona industriale strada a 32, arezzo, 52100, arezzo, italy",corporation
,,finanziaria d'investimento fininvest spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via pietro paleocapa 3, milano, 20121, milano, italy",corporation
1543,0.67445326,cassa depositi e prestiti spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via goito 4, roma, 00185, roma, italy",corporation
,,aurelia srl,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"strada statale per novi ligure 3/13, tortona, 15057, alessandria, italy",corporation
1179,0.6744821,aia agricola italiana alimentare spa,,,,,,,,,,,,wholesale trade,,,,,,,,"via valpantena 18/g, verona, 37142, verona, italy",corporation
,,b&d holding spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via giovanni da verrazzano 15, novara, 28100, novara, italy",corporation
,,gs spa,,,,,,,,,,,,retail trade,,,,,,,,"via caldera 21, milano, 20153, milano, italy",corporation
,,cnp vita assicura spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via angelo scarsellini 14, milano, 20161, milano, italy",corporation
,,ludo spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via antonio fogazzaro 28, milano, 20135, milano, italy",corporation
,,acciaierie d'italia spa,,,,,,,,,,,,manufacturing,,,,,,,,"viale certosa 239, milano, 20151, milano, italy",corporation
1497,0.67446154,acciaierie d'italia holding spa,,,,,,,,,,,,manufacturing,,,,,,,,"viale certosa 239, milano, 20151, milano, italy",corporation
,,sorgenia spa,,,,,,,,,,,,"transportation, communications, electric, gas, and sanitary services",,,,,,,,"via alessandro algardi 4, milano, 20148, milano, italy",corporation
,,fimedi spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"corso re umberto 10, torino, 10121, torino, italy",corporation
,,genertellife spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via marocchesa 14, mogliano veneto, 31021, treviso, italy",corporation
1280,0.67447406,logista italia spa,,,,,,,,,,,,wholesale trade,,,,,,,,"via valadier 37, roma, 00193, roma, italy",corporation
,,hera comm spa,,,,,,,,,,,,"transportation, communications, electric, gas, and sanitary services",,,,,,,,"via molino rosso 8, imola, 40026, bologna, italy",corporation
,,autogrill spa,,,,,,,,,,,,retail trade,,,,,,,,"galleria san babila 4/a, milano, 20122, milano, italy",corporation
,,swietelsky baugesellschaft mbh,,,,,,,,,,,,construction,,,,,,,,"via del sole 34, andriano, 39010, bolzano, italy",foreign company
1152,0.67448264,iren mercato spa,,,,,,,,,,,,"transportation, communications, electric, gas, and sanitary services",,,,,,,,"via dei santi giacomo e filippo 7, genova, 16122, genova, italy",corporation
,,duferco italia holding spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via armando diaz 248, san zeno naviglio, 25010, brescia, italy",corporation
1427,0.6744676,trasporti internazionali agenzia marittima savino del bene spa,,,,,,,,,,,,"transportation, communications, electric, gas, and sanitary services",,,,,,,,"via del botteghino 24/26, scandicci, 50018, firenze, italy",corporation
,,unieuro spa,,,,,,,,,,,,retail trade,,,,,,,,"via piero maroncelli 10, forli', 47121, forli'-cesena, italy",corporation
,,axpo italia spa,,,,,,,,,,,,"transportation, communications, electric, gas, and sanitary services",,,,,,,,"via xii ottobre 1, genova, 16121, genova, italy",corporation
1500,0.67446136,danieli & c officine meccaniche spa,,,,,,,,,,,,manufacturing,,,,,,,,"via nazionale 41, buttrio, 33042, udine, italy",corporation
,,md spa,,,,,,,,,,,,retail trade,,,,,,,,"zona a.s.i.capan  18, gricignano di aversa, 81030, caserta, italy",corporation
,,isab srl,,,,,,,,,,,,manufacturing,,,,,,,,"ex s.s. 114 km 146 snc, priolo gargallo, 96010, siracusa, italy",corporation
,,astm spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"corso regina margherita 165, torino, 10144, torino, italy",corporation
,,alessanpatane' srl,,,,,,,,,,,,services,,,,,,,,"via amaseno 24, latina, 04100, latina, italy",corporation
,,cnp unicredit vita spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via emilio cornalia 30, milano, 20124, milano, italy",corporation
,,mapei spa,,,,,,,,,,,,manufacturing,,,,,,,,"viale edoardo jenner 4, milano, 20159, milano, italy",corporation
,,emme esse vi srl,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via sassoferrato 1, milano, 20135, milano, italy",corporation
,,a2a energia spa,,,,,,,,,,,,"transportation, communications, electric, gas, and sanitary services",,,,,,,,"corso di porta vittoria 4, milano, 20122, milano, italy",corporation
1460,0.67446506,veronesi holding spa,,,,,,,,,,,,services,,,,,,,,"via valpantena 18/g, verona, 37142, verona, italy",corporation
,,gruppo unicomm spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via enrico mattei 50, dueville, 36031, vicenza, italy",corporation
,,chiesi farmaceutici spa,,,,,,,,,,,,manufacturing,,,,,,,,"via palermo 26/a, parma, 43122, parma, italy",corporation
,,valline srl,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"stradello marche 6, parma, 43121, parma, italy",corporation
1513,0.67445934,eni fuel spa,,,,,,,,,,,,retail trade,,,,,,,,"viale giorgio ribotta 51, roma, 00144, roma, italy",corporation
,,comifar spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via fratelli di dio 2, novate milanese, 20026, milano, italy",corporation
895,0.67448366,whirlpool emea spa,,,,,,,,,,,,manufacturing,,,,,,,,"strada provinciale arceviese 139/a, fabriano, 60044, ancona, italy",corporation
1167,0.6744824,bmw italia spa,,,,,,,,,,,,retail trade,,,,,,,,"via dell'unione europea 1, san donato milanese, 20097, milano, italy",corporation
,,unicoop firenze soc coop,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via santa reparata 43, firenze, 50129, firenze, italy",corporation
,,spesa intelligente spa,,,,,,,,,,,,wholesale trade,,,,,,,,"via campalto 3/d, san martino buon albergo, 37036, verona, italy",corporation
,,banca monte dei paschi di siena spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"piazza salimbeni 3, siena, 53100, siena, italy",corporation
,,rai radiotelevisione italiana spa,,,,,,,,,,,,"transportation, communications, electric, gas, and sanitary services",,,,,,,,"viale giuseppe mazzini 14, roma, 00195, roma, italy",corporation
1450,0.6744657,calzedonia holding spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via monte baldo 20, villafranca di verona, 37062, verona, italy",corporation
,,gecos - generale di commercio e servizi spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via delle industrie 8, spinea, 30038, venezia, italy",corporation
,,gruppo pam spa,,,,,,,,,,,,wholesale trade,,,,,,,,"via delle industrie 8, spinea, 30038, venezia, italy",corporation
1166,0.6744824,ibm italia spa,,,,,,,,,,,,services,,,,,,,,"circonvallazione idroscalo snc, segrate, 20054, milano, italy",corporation
,,nuova fourb srl,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via monte ortigara 5, bergamo, 24121, bergamo, italy",corporation
,,sky italia srl,,,,,,,,,,,,"transportation, communications, electric, gas, and sanitary services",,,,,,,,"via monte penice 7, milano, 20138, milano, italy",corporation
,,barilla g e r fratelli spa,,,,,,,,,,,,manufacturing,,,,,,,,"via mantova 166, parma, 43122, parma, italy",corporation
,,maire tecnimont spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via gaetano de castillia 6/a, milano, 20124, milano, italy",corporation
,,mediamarket spa,,,,,,,,,,,,retail trade,,,,,,,,"via furlanelli 69, verano brianza, 20843, monza e brianza, italy",corporation
,,finarvedi spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"piazza lodi 7, cremona, 26100, cremona, italy",corporation
,,inalca spa,,,,,,,,,,,,manufacturing,,,,,,,,"via spilamberto 30/c, castelvetro di modena, 41014, modena, italy",corporation
,,fastweb spa,,,,,,,,,,,,"transportation, communications, electric, gas, and sanitary services",,,,,,,,"via francesco caracciolo 51, milano, 20155, milano, italy",corporation
,,finbre spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"viale del lavoro 20, belfiore, 37050, verona, italy",corporation
1502,0.6744611,arca vita spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via del fante 21, verona, 37122, verona, italy",corporation
,,agricola tre valli societa' cooperativa,,,,,,,,,,,,manufacturing,,,,,,,,"via valpantena 18/g, verona, 37142, verona, italy",corporation
,,conad consorzio nazionale dettaglianti soc coop,,,,,,,,,,,,wholesale trade,,,,,,,,"via michelino 59, bologna, 40127, bologna, italy",corporation
1194,0.67447937,brt spa,,,,,,,,,,,,"transportation, communications, electric, gas, and sanitary services",,,,,,,,"via enrico mattei 42, bologna, 40138, bologna, italy",corporation
1147,0.6744827,ford italia spa,,,,,,,,,,,,retail trade,,,,,,,,"via del serafico 89, roma, 00142, roma, italy",corporation
,,sofida spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"contrada della misericordia 14, vicenza, 36100, vicenza, italy",corporation
,,arianna 2001 spa,,,,,,,,,,,,services,,,,,,,,"via leopoldo serra 32, roma, 00153, roma, italy",corporation
,,leroy merlin italia srl,,,,,,,,,,,,retail trade,,,,,,,,"strada 8 palazzo n milanofiori, rozzano, 20089, milano, italy",corporation
,,vittoria assicurazioni spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via ignazio gardella 2, milano, 20149, milano, italy",corporation
,,fedrigoni spa,,,,,,,,,,,,manufacturing,,,,,,,,"via enrico fermi 13/f, verona, 37135, verona, italy",corporation
1534,0.67445624,gruppo ipg holding spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"viale bianca maria 24, milano, 20129, milano, italy",corporation
,,gruppo lactalis italia srl,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via flavio gioia 8, milano, 20149, milano, italy",corporation
,,megaholding srl,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"strada provinciale 130 andria-trani, trani, 76125, barletta andria trani, italy",corporation
,,betflag spa,,,,,,,,,,,,services,,,,,,,,"zona industriale di baragiano snc, balvano, 85050, potenza, italy",corporation
1371,0.6744704,computer gross spa,,,,,,,,,,,,wholesale trade,,,,,,,,"via del pino 1, empoli, 50053, firenze, italy",corporation
,,publitalia 80 concessionaria pubblicita' spa,,,,,,,,,,,,services,,,,,,,,"viale europa 46, cologno monzese, 20093, milano, italy",corporation
,,papiniano spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via guglielmo marconi 36, bologna, 40122, bologna, italy",corporation
1367,0.67447054,ies italiana energia e servizi spa,,,,,,,,,,,,manufacturing,,,,,,,,"strada cipata 79, mantova, 46100, mantova, italy",corporation
,,commercianti indipendenti associati soc coop,,,,,,,,,,,,wholesale trade,,,,,,,,"via dei mercanti 3, forli', 47122, forli'-cesena, italy",corporation
,,casillo partecipazioni spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via antonio sant'elia, corato, 70033, bari, italy",corporation
,,otb spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via dell'industria 2, breganze, 36042, vicenza, italy",corporation
,,ansaldo energia spa,,,,,,,,,,,,manufacturing,,,,,,,,"via nicola lorenzi 8, genova, 16152, genova, italy",corporation
1328,0.67447215,romeo gas spa,,,,,,,,,,,,"transportation, communications, electric, gas, and sanitary services",,,,,,,,"via verizzo 1030, pieve di soligo, 31053, treviso, italy",corporation
1457,0.6744654,sg distribuzione srl,,,,,,,,,,,,"transportation, communications, electric, gas, and sanitary services",,,,,,,,"via giorgio perlasca 20/c, fidenza, 43036, parma, italy",corporation
,,radicifin sapa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via giuseppe verdi 11, bergamo, 24121, bergamo, italy",corporation
,,manpower srl,,,,,,,,,,,,services,,,,,,,,"via gioacchino rossini 6/8, milano, 20122, milano, italy",corporation
1294,0.67447346,bennet holding spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"piazza della repubblica 28, milano, 20124, milano, italy",corporation
,,finmeg srl,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"piazza della repubblica 28, milano, 20124, milano, italy",corporation
,,bennet spa,,,,,,,,,,,,retail trade,,,,,,,,"via enzo ratti 2, montano lucino, 22070, como, italy",corporation
1540,0.674454,servizi in rete 2001 srl,,,,,,,,,,,,services,,,,,,,,"via leopoldo serra 32, roma, 00153, roma, italy",corporation
,,fratelli cosulich spa,,,,,,,,,,,,"transportation, communications, electric, gas, and sanitary services",,,,,,,,"via dante alighieri 5, trieste, 34122, trieste, italy",corporation
1315,0.6744725,dolomiti energia trading spa,,,,,,,,,,,,"transportation, communications, electric, gas, and sanitary services",,,,,,,,"via fersina 23, trento, 38123, trento, italy",corporation
,,ferrero commerciale italia srl,,,,,,,,,,,,wholesale trade,,,,,,,,"piazzale pietro ferrero 1, alba, 12051, cuneo, italy",corporation
1273,0.67447436,arval service lease italia spa,,,,,,,,,,,,services,,,,,,,,"via delle sette regole 21, scandicci, 50018, firenze, italy",corporation
,,caltagirone spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via barberini 28, roma, 00187, roma, italy",corporation
,,unicomm srl,,,,,,,,,,,,retail trade,,,,,,,,"via adele bei 340, cesena, 47522, forli'-cesena, italy",corporation
,,hdi assicurazioni spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"piazza guglielmo marconi 25, roma, 00144, roma, italy",corporation
,,iper montebello spa,,,,,,,,,,,,retail trade,,,,,,,,"via marco ulpio traiano 57, milano, 20149, milano, italy",corporation
,,sdf spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"viale francesco cassani 14, treviglio, 24047, bergamo, italy",corporation
1511,0.67445964,sdf holding spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via xx settembre 58/c, bergamo, 24122, bergamo, italy",corporation
1250,0.6744757,compagnia siderurgica italiana srl,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"zona industriale, osoppo, 33010, udine, italy",corporation
,,finfer spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"zona industriale snc, osoppo, 33010, udine, italy",corporation
,,credemvita spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via luigi sani 1, reggio emilia, 42121, reggio emilia, italy",corporation
,,ge italia holding srl,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via i maggio 99, rivalta di torino, 10040, torino, italy",corporation
,,ovs spa,,,,,,,,,,,,retail trade,,,,,,,,"via terraglio 17, venezia, 30174, venezia, italy",corporation
,,francesco spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via del rio 400, cesena, 47522, forli'-cesena, italy",corporation
,,amadori spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"piazza borromeo 14, milano, 20123, milano, italy",corporation
,,centauro srl,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via agostino bertani 2, milano, 20154, milano, italy",corporation
,,tesya spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via padana superiore 19, vimodrone, 20055, milano, italy",corporation
1331,0.6744721,alpiq energia italia spa,,,,,,,,,,,,"transportation, communications, electric, gas, and sanitary services",,,,,,,,"via marostica 1, milano, 20146, milano, italy",corporation
,,alpiq italia srl,,,,,,,,,,,,"transportation, communications, electric, gas, and sanitary services",,,,,,,,"via marostica 1, milano, 20146, milano, italy",corporation
1351,0.6744712,impresa pizzarotti & c spa,,,,,,,,,,,,construction,,,,,,,,"via madre anna maria adorni 1, parma, 43121, parma, italy",corporation
1308,0.674473,autotorino spa,,,,,,,,,,,,retail trade,,,,,,,,"via stazione 4, cosio valtellino, 23013, sondrio, italy",corporation
,,leasys spa,,,,,,,,,,,,services,,,,,,,,"corso orbassano 367, torino, 10137, torino, italy",corporation
,,decathlon italia srl,,,,,,,,,,,,retail trade,,,,,,,,"via lavoratori autobianchi 1, desio, 20832, monza e brianza, italy",corporation
1501,0.6744611,hb trading spa,,,,,,,,,,,,"transportation, communications, electric, gas, and sanitary services",,,,,,,,"piazza giuseppe garibaldi 4, sarzana, 19038, la spezia, italy",corporation
1499,0.67446136,eurospin lazio spa,,,,,,,,,,,,retail trade,,,,,,,,"via francesco baracca 2/4 6, aprilia, 04011, latina, italy",corporation
,,megamark srl,,,,,,,,,,,,wholesale trade,,,,,,,,"strada provinciale 130 andria-trani, trani, 76125, barletta andria trani, italy",corporation
,,acciaierie venete spa,,,,,,,,,,,,manufacturing,,,,,,,,"riviera francia 9/11, padova, 35127, padova, italy",corporation
,,parsid spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"riviera francia 9/11, padova, 35127, padova, italy",corporation
,,granarolo spa,,,,,,,,,,,,manufacturing,,,,,,,,"via cadriano 27/2, bologna, 40127, bologna, italy",corporation
,,cln coils lamiere nastri spa,,,,,,,,,,,,manufacturing,,,,,,,,"corso susa 13/15, caselette, 10040, torino, italy",corporation
,,ferfina spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via salaria 1039, roma, 00138, roma, italy",corporation
,,finanziaria dei dogi srl,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via salaria 1039, roma, 00138, roma, italy",corporation
1162,0.67448246,metro italia cash and carry spa,,,,,,,,,,,,wholesale trade,,,,,,,,"via xxv aprile 23, san donato milanese, 20097, milano, italy",corporation
,,grimaldi euromed spa,,,,,,,,,,,,"transportation, communications, electric, gas, and sanitary services",,,,,,,,"via marchese campodisola 13, napoli, 80133, napoli, italy",corporation
,,cassa di compensazione e garanzia spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via tomacelli 146, roma, 00186, roma, italy",corporation
,,waterfall italia spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"viale giosue' carducci 48, bologna, 40125, bologna, italy",corporation
,,id 4 italia srl,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"viale giosue' carducci 48, bologna, 40125, bologna, italy",corporation
,,alperia trading srl,,,,,,,,,,,,"transportation, communications, electric, gas, and sanitary services",,,,,,,,"via dodiciville 8, bolzano, 39100, bolzano, italy",corporation
,,sogefi spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via ciovassino 1/a, milano, 20121, milano, italy",corporation
,,conad centro nord soc coop,,,,,,,,,,,,wholesale trade,,,,,,,,"via john fitzgerald kennedy 5, campegine, 42040, reggio emilia, italy",corporation
,,societa' agricola la pellegrina spa,,,,,,,,,,,,"agriculture, forestry, and fishing",,,,,,,,"via valpantena 18/g, verona, 37142, verona, italy",corporation
,,siderurgica investimenti srl,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via giuseppe verdi 8, bedizzole, 25081, brescia, italy",corporation
,,finde spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"corso giovanni lanza 101, torino, 10133, torino, italy",corporation
,,shell italia holding spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"viale thomas alva edison 110, sesto san giovanni, 20099, milano, italy",corporation
,,bricoman italia srl,,,,,,,,,,,,retail trade,,,,,,,,"via guglielmo marconi 24, rozzano, 20089, milano, italy",corporation
,,centurion newco spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"viale bianca maria 25, milano, 20122, milano, italy",corporation
,,egea commerciale,,,,,,,,,,,,"transportation, communications, electric, gas, and sanitary services",,,,,,,,"corso nino bixio 8, alba, 12051, cuneo, italy",corporation
,,basell poliolefine italia srl,,,,,,,,,,,,manufacturing,,,,,,,,"piazzale guido donegani 12, ferrara, 44122, ferrara, italy",corporation
,,fater spa,,,,,,,,,,,,manufacturing,,,,,,,,"via mare adriatico 122, spoltore, 65010, pescara, italy",corporation
,,ali' spa,,,,,,,,,,,,retail trade,,,,,,,,"via olanda 2, padova, 35127, padova, italy",corporation
1334,0.67447203,bitron industrie spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"strada del portone 95, grugliasco, 10095, torino, italy",corporation
,,epta spa,,,,,,,,,,,,manufacturing,,,,,,,,"via mecenate 86, milano, 20138, milano, italy",corporation
,,epta hdp spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"via mecenate 86, milano, 20138, milano, italy",corporation
,,postepay spa,,,,,,,,,,,,"finance, insurance, and real estate",,,,,,,,"viale europa 190, roma, 00144, roma, italy",corporation
,,itinera spa,,,,,,,,,,,,construction,,,,,,,,"strada statale per alessandria 6/a, tortona, 15057, alessandria, italy",corporation
,,acciaierie valbruna spa,,,,,,,,,,,,manufacturing,,,,,,,,"viale della scienza 25, vicenza, 36100, vicenza, italy",corporation
1542,0.6744536,penny market srl,,,,,,,,,,,,retail trade,,,,,,,,"strada provinciale 11 padana superiore 2/b, cernusco sul naviglio, 20063, milano, italy",corporation
,,valentino spa,,,,,,,,,,,,services,,,,,,,,"viale dei lanifici 1, valdagno, 36078, vicenza, italy",corporation
,,dana graziano srl,,,,,,,,,,,,manufacturing,,,,,,,,"via cumiana 14, rivoli, 10098, torino, italy",corporation
1472,0.67446405,iris mobili srl,,,,,,,,,,,,retail trade,,,,,,,,"via carlo poma 11, pomezia, 00071, roma, italy",corporation
1523,0.67445785,padana tubi e profilati acciaio spa,,,,,,,,,,,,manufacturing,,,,,,,,"via portamurata 8/a, guastalla, 42016, reggio emilia, italy",corporation
,,tca trattamenti ceneri auroargentifere spa,,,,,,,,,,,,manufacturing,,,,,,,,"localita' castelluccio 11, capolona, 52010, arezzo, italy",corporation
