name,headquarters,country,continent,region,sub_region,founded,employees,ceo,market_cap,categories,sector,industry,revenue,link,share_price,results_for_year,total_equity,founders,market_value,address,type
templeton emerging markets investment trust plc,"london, united kingdom",united kingdom,,,,1982,"50,000",gregory clarence case,73330000000,,financials,insurance brokers,us$10 billion (8 billion as of 2017),"https://www.aon.com, https://www.facebook.com/aonplc, https://twitter.com/aon plc, https://www.linkedin.com/company/aon, https://en.wikipedia.org/wiki/aon  company ",,,,,,,
johnson matthey,"cork, ireland",uk,,,,1885,"101,000",george r oliver,48150000000,,industrials,engineering & construction,31400000000,"https://www.johnsoncontrols.com, https://en.wikipedia.org/wiki/johnson controls",,,,,,,
will semiconductor co ltd,"shanghai, china",netherlands,,,,,"3,291",kurt sievers,27240000000,,technology,semiconductors,,https://www.willsemi.com,,,,,,,
ww grainger inc,"lake forest, il, united states",united states,,,,1927,"22,700",donald g macpherson,27330000000,,real estate,industrial distribution,11800000000,"https://www.grainger.com, https://www.facebook.com/grainger, https://twitter.com/grainger, https://www.linkedin.com/company/w.w.-grainger, https://en.wikipedia.org/wiki/grainger  w.w.  inc.",,,,,,,
tietoevry corporation,"calgary, ab, canada",finland,,,,,"7,017",francois lionel poirier,56770000000,,technology,"transportation, communications, electric, gas, and sanitary services",,"https://www.tcenergy.com, https://www.facebook.com/tcenergycorporation/, https://twitter.com/tcenergy, https://www.linkedin.com/company/tcenergy/about/",,,,,,"lungadige galtarossa 8, verona, 37133, verona, italy",corporation
deutsche post ag,"bonn, germany",germany,,,,,"548,042",frank appel,59800000000,,industries,integrated freight & logistics,,https://www.dpdhl.com,,,,,,,
uno holding srl,,switzerland,,,,,,,,,technology,"finance, insurance, and real estate",,,,,,,,"via caldera 21, milano, 20153, milano, italy",corporation
nordic entertainment group ab publ,"central, hong kong",sweden,,,,,"17,088",,25170000000,,consumer discretionary,resorts & casinos,,https://www.galaxyentertainment.com,,,,,,,
edison spa,"rosemead, ca, united states",united states,,,,1886,"13,003",pej pizarro,27670000000,,utilities,utilitiesregulated electric,$12.6 billion (2013)12.4%,"https://www.edison.com, https://www.facebook.com/sce, https://twitter.com/edisonintl, https://www.linkedin.com/company/edison-international, https://en.wikipedia.org/wiki/edison int%27l",,,,,,"foro buonaparte 31, milano, 20121, milano, italy",corporation
sensata technologies holding,"round rock, tx, united states",united states,,,,"september 7, 2016","133,000",michael saul dell,38160000000,,technology,computer hardware,94224000000,"https://www.delltechnologies.com, https://www.facebook.com/delltechnologies/, https://twitter.com/delltechcapital, https://www.linkedin.com/company/delltechnologiescapital, https://en.wikipedia.org/wiki/dell technologies",,,,,,,
yara international asa,"aurora, on, canada",norway,,,,1957,"158,000",seetarama swamy kotagiri,19360000000,,consumer discretionary,wholesale trade,40820000000,"https://www.magna.com, https://www.facebook.com/magnainternational, https://twitter.com/magnaint, https://www.linkedin.com/company/magna-international, https://en.wikipedia.org/wiki/magna international",,,,,,"piazza john fitzgerald kennedy 3, ravenna, 48121, ravenna, italy",corporation
seb sa,"rio de janeiro, rj, brazil",france,,,,3 october 1953,"46,416",joaquim silva e luna,98370000000,,energy,oil & gas integrated,76600000000,"https://petrobras.com.br/pt, https://en.wikipedia.org/wiki/petrobras",,,,,,,
phoenix group holdings,"beijing, china",uk,,,,,"44,065",xuping chen,31980000000,,real estate,real estatedevelopment,,https://www.longfor.com,,,,,,,
hicl infrastructure,"hamilton, bermuda",uk,,,,"january 14, 2008",,,19700000000,,utilities,utilitiesdiversified,3540000000,"https://www.bip.brookfield.com, https://www.linkedin.com/company/brookfield-infrastructure-partners, https://en.wikipedia.org/wiki/brookfield infrastructure partners",,,,,,,
dksh holding,"san jose, ca, united states",united states,,,,1988,"9,300",anirudh devgan phd,44230000000,,technology,softwareapplication,2682000000,"https://www.cadence.com, https://www.facebook.com/cadencedesign, https://twitter.com/cadence, https://www.linkedin.com/company/cadence-design-systems, https://en.wikipedia.org/wiki/cadence design systems",,,,,,"via alessandro manzoni 38, milano, 20121, milano, italy",corporation
givi holding srl,,netherlands,,,,,,peter wennink,,,technology,services,,,,,,,,"piazza luigi einaudi 4, milano, 20124, milano, italy",corporation
vz holding ag,"stafa, switzerland",switzerland,,,,,"14,922",arnd kaldowski,26220000000,,healthcare,medical instruments & supplies,,https://www.sonova.com,,,,,,,
on holding ag,"taipei, taiwan",taiwan,,,,,"57,347",,29580000000,,financials,insurancelife,,https://www.cathayholdings.com,,,,,,"via del perlar 2, verona, 37135, verona, italy",corporation
ultra electronics holdings,"taipei, taiwan",uk,,,,,,ping cheng,24050000000,,technology,"finance, insurance, and real estate",,https://www.deltaww.com,,,,,,"viale dell'innovazione 3, milano, 20126, milano, italy",corporation
poste italiane spa,,italy,,,,,,matteo del fante,,,industries,"transportation, communications, electric, gas, and sanitary services",,,,,,,,"viale europa 190, roma, 00144, roma, italy",corporation
credit bank of moscow public joint-stock company,"montreal, qc, canada",russia,,,,montreal bank 23 june 1817,"43,863",william darryl white,79220000000,,financials,banks,c$27.19 billion (2021),"https://www.bmo.com, https://en.wikipedia.org/wiki/bank of montreal",,,,,,,
sulzer ltd,"causeway bay, hong kong",switzerland,,,,,"26,038",jan eli b craps,34730000000,,industries,beveragesbrewers,,https://www.budweiserapac.com,,,,,,,
holcim ltd,"beijing, china",switzerland,,,,,"3,103",jan jenisch,26800000000,,healthcare,biotechnology,,https://www.ystwt.com,,,,,,,
hikma pharmaceuticals,"cambridge, ma, united states",united states,,,,2002,"1,665",yvonne l greenstreet mba mba mbchb,18330000000,,healthcare,biotechnology,"us $219.75 million (2019)
 us $74.91 million (2018)","https://www.alnylam.com, https://en.wikipedia.org/wiki/alnylam pharmaceuticals",,,,,,,
link real estate investment trust,"kwun tong, hong kong",monaco,,,,,"1,100",kwok lung hongchoy,18270000000,,real estate,reitretail,,https://www.linkreit.com,,,,,,,
the navigator company sa,"sao paulo, sp, brazil",portugal,,,,,"250,000",gilberto tomazoni,19530000000,,paper and pulp,packaged foods,,https://www.jbs.com.br,,,,,,,
ems-chemie holding ag,"domat/ems, switzerland",switzerland,,,,,"2,646",magdalena martullo-blocher,22480000000,,basic materials,specialty chemicals,,https://www.ems-group.com,,,,,,,
merlin properties socimi,"boston, ma, united states",united states,,,,1970,743,owen david thomas,20540000000,,real estate,reitoffice,2960000000,"https://www.bostonproperties.com, https://twitter.com/bxpboston, https://www.linkedin.com/company/boston-properties, https://en.wikipedia.org/wiki/boston properties",,,,,,,
restaurant brands international limited partnership,"toronto, on, canada",uk,,,,,"5,700",stefan bomhard,21890000000,,consumer discretionary,restaurants,,https://www.rbi.com,,,,,,,
alpha trading spa,,greece,,,,,,,,,financial services,wholesale trade,,,,,,,,"via brigata liguria 3/19, genova, 16121, genova, italy",corporation
recordati industria chimica e farmaceutica spa,"san francisco, ca, united states",united states,,,,1905,"26,000",patricia kessler poppe,26660000000,,utilities,utilitiesregulated electric,18469000000,"https://www.pgecorp.com, https://www.facebook.com/pacificgasandelectric, https://twitter.com/pge4me, https://www.linkedin.com/company/3895, https://en.wikipedia.org/wiki/pacific gas and electric company",,,,,,"via matteo civitali 1, milano, 20148, milano, italy",corporation
o'reilly automotive inc,"springfield, mo, united states",united states,,,,"december 2, 1957","82,852",gregory d johnson,48140000000,,consumer discretionary,specialty retail,us$ 11.60 billion (2020)| us$ 10.15 billion (2019) us$ 9.54 billion (2018),"https://www.oreillyauto.com, https://www.facebook.com/oreillyautoparts, https://twitter.com/oreillyauto, https://www.linkedin.com/company/30967, https://en.wikipedia.org/wiki/o%27reilly auto parts",,,,,,"viale luca gaurico 187, roma, 00143, roma, italy",corporation
compagnie de saint-gobain,,france,,,,,,benoit bazin,,,ceramic products,"transportation, communications, electric, gas, and sanitary services",,,,,,,,"via stazione 31, chatillon, 11024, aosta, italy",corporation
ferrero industriale italia srl,,uk,,,,,,scott w wine,,,industries,manufacturing,,,,,,,,"piazzale pietro ferrero 1, alba, 12051, cuneo, italy",corporation
millicom international cellular,"bethesda, md, united states",united states,,,,"march 5, 1927","120,000",anthony g capuano jr,57180000000,,consumer discretionary,lodging,10571000000,"https://www.marriott.com, https://en.wikipedia.org/wiki/marriott int%27l.",,,,,,"via alessandro manzoni 41, milano, 20121, milano, italy",corporation
cribis holding srl,,italy,,,,,,,,,financial services,"finance, insurance, and real estate",,,,,,,,"via della zecca 2, bologna, 40121, bologna, italy",corporation
samsonite international,"beijing, china",luxembourg,,,,,"2,576",enlin jin,18690000000,,healthcare,medical care facilities,,https://ir.jdhealth.com,,,,,,,
orsted a/s,,denmark,,,,,,mads nipper,,,utilities,"finance, insurance, and real estate",,,,,,,,"via san michele 36, scandicci, 50018, firenze, italy",corporation
weg sa,"jaragua do sul, sc, brazil",brazil,,,,,"36,987",harry schmelzer jr,32049999999,,industries,specialty industrial machinery,,https://www.weg.net/institutional/br/en/,,,,,,"via tortona 9, milano, 20144, milano, italy",foreign company
banca nazionale del lavoro spa,,italy,,,,,,,,,financial services,"finance, insurance, and real estate",,,,,,,,"viale altiero spinelli 30, roma, 00157, roma, italy",corporation
techtronic industries company ltd,"kwai chung, hong kong",uk,,,,,"51,426",joseph galli jr bsba mba mba,28750000000,,industries,tools & accessories,,https://www.ttigroup.com,,,,,,,
scottish mortgage investment trust plc,,united kingdom,,,,1909,,,18780000000,,financials,asset management,,"https://www.scottishmortgageit.com, https://en.wikipedia.org/wiki/scottish mortgage investment trust",,,,,,,
totalenergies petrochemicals & refining sa nv,"paris, france",france,,,,28 march 1924,"105,476",patrick pouyanna,137500000000,,financial services,wholesale trade,205800000000,"https://www.totalenergies.com, https://twitter.com/totalenergies, https://en.wikipedia.org/wiki/total se",,,,,,"via rombon 11, milano, 20134, milano, italy",foreign company
unitedhealth group,"minnetonka, mn, united states",united states,,,,1977,"350,000",sir andrew philip witty,488520000000,,real estate,healthcare plans,285273000000,"https://www.unitedhealthgroup.com, https://www.facebook.com/uhgcareers, https://twitter.com/unitedhealthgrp, https://www.linkedin.com/company/unitedhealth-group, https://en.wikipedia.org/wiki/unitedhealth group",,,,,,"via amilcare ponchielli 7, milano, 20129, milano, italy",corporation
sea limited,"singapore, singapore",uk,,,,,"29,800",xiaodong li,62660000000,,communication services,electronic gaming & multimedia,,https://www.sea.com,,,,,,,
unibet group plc,"edinburgh, united kingdom",united kingdom,,,,25 march 1968,"58,735",alison marie rose-slade ba,32720000000,,financials,banks,10.512 billion (2021),"https://www.natwestgroup.com, https://en.wikipedia.org/wiki/natwest group",,,,,,,
hormel foods corporation,"austin, mn, united states",united states,,,,1891,"20,000",james p snee,28520000000,,consumer staples,packaged foods,9497000000,"https://www.hormelfoods.com, https://www.facebook.com/hormelfoodscorp/, https://twitter.com/hormelfoods, https://www.linkedin.com/company/hormel-foods, https://en.wikipedia.org/wiki/hormel",,,,,,,
the renewables infrastructure group limited,"parkville, vic, australia",uk,,,,1916,"25,000",paul r perreault ba,89690000000,,renewable energy,biotechnology,aud$10.61 billion (2021),"https://www.csl.com.au, https://twitter.com/csl, https://www.linkedin.com/company/csl/, https://en.wikipedia.org/wiki/csl limited",,,,,,,
vienna insurance group ag,"tokyo, japan",japan,,,,,"41,501",noriyuki hara,18750000000,,financials,insuranceproperty & casualty,,https://www.ms-ad-hd.com,,,,,,,
raiffeisen bank international ag,"stuttgart, germany",germany,,,,,"289,282",ola kallenius,98790000000,,financial services,auto manufacturers,,https://www.daimler.com,,,,,,,
tryg a/s,,denmark,,,,,,morten hubbe,,,financial services,"agriculture, forestry, and fishing",,,,,,,,"via cadriano 36, bologna, 40127, bologna, italy",corporation
ninety one,"mclean, va, united states",united states,,,,"july 21, 1994","50,767",richard d fairbank,59670000000,,financials,credit services,26033000000,"https://www.capitalone.com, https://www.facebook.com/pg/capitalone, https://twitter.com/capitalone, https://www.linkedin.com/company/capital-one/, https://en.wikipedia.org/wiki/capital one",,,,,,,
reckitt benckiser group plc,"slough, united kingdom",united kingdom,,,,1814,"43,000",laxman narasimhan,59530000000,,consumer staples,household & personal products,13.234 billion (2021),"https://www.rb.com, https://www.facebook.com/reckittbenckiser/, https://twitter.com/discoverrb, https://www.linkedin.com/company/discoverrb/, https://en.wikipedia.org/wiki/reckitt benckiser",,,,,,,
wise plc,"perth, united kingdom",united kingdom,,,,1998,"11,865",alistair phillips-davies,23730000000,,utilities,utilitiesdiversified,"6,826.4 million (2021)","https://www.sse.com, https://www.facebook.com/yoursse/, https://twitter.com/sse, https://www.linkedin.com/company/sse-plc/, https://en.wikipedia.org/wiki/sse plc",,,,,,,
public power corporation sa,"downers grove, il, united states",united states,,,,1955,"25,000",richard joseph tobin,22940000000,,utilities,specialty industrial machinery,us$6.7 billion (2020)  us$7.1 billion (2019),"https://www.dovercorporation.com, https://en.wikipedia.org/wiki/dover corporation",,,,,,,
pt bank central asia tbk,"jakarta, indonesia",indonesia,,,,,"25,370",sasndor csanyi,71910000000,,financials,banks,,https://www.bca.co.id,,,,,,,
oc oerlikon corporation ag,"irving, tx, united states",united states,,,,"new york city, united states1833","59,000",brian s tyler phd,48460000000,,industries,medical distribution,us$231.051 billion (2020): 35,"https://www.mckesson.com, https://www.facebook.com/mckessoncorporation, https://twitter.com/mckesson, https://www.linkedin.com/company/mckesson, https://en.wikipedia.org/wiki/mckesson",,,,,,,
intertek group,"greenwich, ct, united states",united states,,,,"new york city, united states 1978","2,571",milan galik,27220000000,,industries,capital markets,2218000000,"https://www.interactivebrokers.com, https://en.wikipedia.org/wiki/interactive brokers",,,,,,,
sind international srl,"beijing, china",uk,,,,,"9,372",zhaohui huang,23130000000,,industries,"finance, insurance, and real estate",,https://www.cicc.com,,,,,,"via bigli 21, milano, 20121, milano, italy",corporation
sysco corporation,"houston, tx, united states",united states,,,,"march 19, 1969","58,000",kevin p hourican,42220000000,,consumer staples,food distribution,55371000000,"https://www.sysco.com, https://www.facebook.com/syscocorporation/, https://twitter.com/sysco, https://www.linkedin.com/company/sysco, https://en.wikipedia.org/wiki/sysco",,,,,,,
prosus,"amsterdam, netherlands",netherlands,,,,,"23,939",bob van dijk,170000000000,,communication services,internet content & information,,https://www.prosus.com,,,,,,,
equinor asa,"stavanger, norway",norway,,,,14 june 1972,"21,126",anders opedal,122740000000,,energy,oil & gas integrated,61200000000,"https://www.equinor.com, https://www.facebook.com/equinor/, https://twitter.com/equinorasa, https://www.linkedin.com/company/equinor/, https://en.wikipedia.org/wiki/equinor",,,,,,,
deutsche telekom ag,"bonn, germany",germany,,,,,"216,528",timotheus hottges,93010000000,,communication services,telecom services,,https://www.telekom.com,,,,,,,
evolution gaming group ab publ,"stockholm, sweden",sweden,,,,,"8,987",martin carlesund,26820000000,,consumer discretionary,gambling,,https://www.evolution.com,,,,,,,
stellantis nv,"amsterdam, netherlands",netherlands,,,,,"281,595",carlos tavares,51800000000,,consumer discretionary,auto manufacturers,,https://www.stellantis.com,,,,,,,
infineon technologies ag,"munich, germany",germany,,,,,"50,280",reinhard ploss,45350000000,,technology,semiconductors,,https://www.infineon.com,,,,,,,
capgemini se,"paris, france",france,,,,,"324,700",aiman ezzat,37820000000,,technology,information technology services,,https://www.capgemini.com,,,,,,,
kbc group nv,"brussels, belgium",belgium,,,,,"33,916",johan thijs,29810000000,,financials,banks,,https://www.kbc.com,,,,,,,
sampo oyj,"helsinki, finland",finland,,,,,"13,340",torbjorn magnusson,27460000000,,financials,insurancediversified,,https://www.sampo.com,,,,,,,
vonovia se,"bochum, germany",germany,,,,,"16,051",rolf eberhard buch,26780000000,,real estate,real estate services,,https://www.vonovia.de,,,,,,,
sandvik ab,"stockholm, sweden",sweden,,,,,"44,133",stefan widing,26710000000,,industries,specialty industrial machinery,,https://www.home.sandvik,,,,,,,
straumann holding ag,"basel, switzerland",switzerland,,,,,"8,692",guillaume daniellot,25310000000,,healthcare,medical instruments & supplies,,https://www.straumann.com,,,,,,,
coca-cola europacific partners plc,"uxbridge, united kingdom",united kingdom,,,,,"22,000",damian paul gammell,22530000000,,consumer staples,beveragesnon-alcoholic,,https://www.cocacolaep.com,,,,,,,
geberit ag,"rapperswil-jona, switzerland",switzerland,,,,,"11,149",christian buhl,22030000000,,industries,building products & equipment,,https://www.geberit.com,,,,,,,
assicurazioni generali spa,,italy,,,,,,philippe donnet,,,financial services,"finance, insurance, and real estate",,,,,,,,"piazza luigi amedeo duca degli abruzzi 2, trieste, 34132, trieste, italy",corporation
swiss life holding ag,"zurich, switzerland",switzerland,,,,,"8,623",patrick frost,20160000000,,financials,insurancediversified,,https://www.swisslife.com,,,,,,,
telenor asa,"fornebu, norway",norway,,,,,"18,000",sigve brekke,20150000000,,communication services,telecom services,,https://www.telenor.com,,,,,,,
norsk hyasa,"oslo, norway",norway,,,,,"31,264",hilde merete aasheim,20100000000,,basic materials,aluminum,,https://www.hydro.com,,,,,,,
federal grid company of unified energy system,"detroit, mi, united states",united states,,,,,"10,300",gerard m anderson,26410000000,,utilities,utilitiesregulated electric,12177000000,"https://newlook.dteenergy.com, https://en.wikipedia.org/wiki/dte energy",,,,,,,
eon se,"essen, germany",germany,,,,,"63,227",leonhard birnbaum,31120000000,,utilities,utilitiesdiversified,,https://www.eon.com,,,,,,"via dell'unione 1, milano, 20122, milano, italy",corporation
rogers communications inc,"toronto, on, canada",france,,,,,"23,000",anthony staffieri fca fca fcpa,29130000000,,technology,telecom services,,"https://www.rogers.com, https://www.facebook.com/rogers, https://twitter.com/rogersbuzz, https://www.linkedin.com/company/rogers-communications",,,,,,,
transdigm group incorporated,"cleveland, oh, united states",united states,,,,1993,"13,300",kevin m stein phd,36140000000,,utilities,services,4800000000,"https://www.transdigm.com, https://www.facebook.com/pages/transdigm-group/137149616355352, https://www.linkedin.com/company/transdigm-goup-inc-/, https://en.wikipedia.org/wiki/transdigm group",,,,,,"piazza iv novembre 5, milano, 20124, milano, italy",corporation
galp energia sgps,,portugal,,,,,,,,,energy,manufacturing,,,,,,,,"via amalfi 6, volpiano, 10088, torino, italy",corporation
atotech ltd,"chiba, japan",uk,,,,,"155,578",,18320000000,,electronics,department stores,,https://www.aeon.info,,,,,,,
ghella group srl,"richmond, va, united states",united states,,,,1985,"6,000",william f gifford jr,102980000000,,technology,tobacco,"us$26.153 billion (fiscal year ended december 31, 2020)","https://www.altria.com, https://www.facebook.com/altria-group-147856125304229/, https://twitter.com/altrianews, https://www.linkedin.com/company/altria/, https://en.wikipedia.org/wiki/altria",,,,,,"via pietro borsieri 2/a, roma, 00195, roma, italy",corporation
unipolsai assicurazioni spa,,italy,,,,,,,,,financial services,"finance, insurance, and real estate",,,,,,,,"via stalingrado 45, bologna, 40128, bologna, italy",corporation
toyota industries corp,"kariya, japan",japan,,,,,"66,947",,21990000000,,technology,manufacturing,,https://www.toyota-industries.com,,,,,,"via ferdinando magellano 27, reggiolo, 42046, reggio emilia, italy",corporation
ramsay generale de sante sa,"sao paulo, sp, brazil",france,,,,,"53,000",jean jereissati neto,54690000000,,healthcare,beveragesbrewers,,https://www.ambev.com.br,,,,,,,
astellas pharma inc,"tokyo, japan",japan,,,,,"15,455",kenji yasukawa phd,29220000000,,healthcare,drug manufacturersgeneral,,https://www.astellas.com,,,,,,,
sartorius stedim biotech sa,"aubagne, france",germany,,,,,"10,409",joachim kreuzburg,37550000000,,healthcare,medical instruments & supplies,,https://www.sartorius.com,,,,,,,
hsbc holdings,"central, hong kong",uk,,,,,"54,000",noel quinn,25210000000,,real estate,real estatedevelopment,,https://www.ckah.com,,,,,,,
skandinaviska enskilda banken ab publ,"stockholm, sweden",sweden,,,,,"15,500",johan torgeby,25150000000,,financials,banks,,https://sebgroup.com,,,,,,,
stevanato group spa,,italy,,,,,,,,,medical equipment,"transportation, communications, electric, gas, and sanitary services",,,,,,,,"via monzambano 10, roma, 00185, roma, italy",corporation
nuovo pig international srl,"houston, tx, united states",united states,,,,1994,"5,000",jay a brown,80920000000,,real estate,reitspecialty,5840000,"https://www.crowncastle.com, https://en.wikipedia.org/wiki/crown castle",,,,,,"via felice matteucci 2, firenze, 50127, firenze, italy",corporation
schneider electric spa,"rueil-malmaison, france",france,,,,,"166,025",jean-pascal tricoire,94340000000,,power equipment,specialty industrial machinery,,https://www.se.com/ww/en,,,,,,"via circonvallazione est 1, stezzano, 24040, bergamo, italy",corporation
ubisoft entertainment sa,"dublin, ireland",ireland,,,,2 february 2016,"16,813",jeremy peter jackson,20580000000,,consumer discretionary,gambling,"6,036.2 million (2021)","https://www.flutter.com, https://twitter.com/ppbetfair, https://www.linkedin.com/company/flutter-entertainment-plc/, https://en.wikipedia.org/wiki/flutter entertainment",,,,,,,
sika ag,"baar, switzerland",switzerland,,,,,"26,272",paul schuler,46010000000,,basic materials,specialty chemicals,,https://www.sika.com,,,,,,,
lloyds banking group plc,"london, united kingdom",united kingdom,,,,,"57,955",charlie nunn,43700000000,,financials,banks,,"https://www.lloydsbankinggroup.com, https://www.facebook.com/pg/lbgnews, https://twitter.com/lbgnews, https://www.linkedin.com/company/lloyds-banking-group",,,,,,,
shenzhou international group holdings ltd,"kowloon, hong kong",switzerland,,,,,"94,400",guanlin huang,19500000000,,healthcare,textile manufacturing,,https://www.shenzhouintl.com,,,,,,"via alessandro manzoni 38, milano, 20121, milano, italy",corporation
eaton corporation plc,"dublin, ireland",ireland,,,,1911,"85,947",craig arnold,62170000000,,industries,specialty industrial machinery,17860000000,"https://www.eaton.com, https://www.facebook.com/eatoncorporation, https://twitter.com/eatoncorp, https://www.linkedin.com/company/eaton-corporation, https://en.wikipedia.org/wiki/eaton corporation",,,,,,,
teleperformance se,"paris, france",france,,,,,"420,000",daniel julien,22300000000,,industries,consulting services,,https://www.teleperformance.com,,,,,,,
ryanair holdings plc,"swords, ireland",ireland,,,,28 november 1984,"17,000",michael o'leary,19780000000,,industries,airlines,1.636 billion (2021),"https://www.ryanair.com, https://twitter.com/ryanair, https://www.linkedin.com/company/ryanair, https://en.wikipedia.org/wiki/ryanair",,,,,,,
nibe industrier ab publ,"markaryd, sweden",sweden,,,,,"20,400",gerteric lindquist,21930000000,,industries,building products & equipment,,https://www.nibe.com,,,,,,,
pernod ricard sa,"paris, france",france,,,,,"18,500",alexanricard,57750000000,,consumer staples,beverageswineries & distilleries,,https://www.pernod-ricard.com,,,,,,,
dsv panalpina a-s,"hedehusene, denmark",denmark,,,,,"77,958",jens bjorn andersen,42490000000,,industries,integrated freight & logistics,,https://www.dsv.com,,,,,,,
wolters kluwer nv,"alphen aan den rijn, netherlands",netherlands,,,,,"19,454",nancy mckinstry,27650000000,,communication services,publishing,,https://wolterskluwer.com,,,,,,,
semiconductor manufacturing international corp,"shanghai, china",netherlands,,,,,"17,354",hai jun zhao,28240000000,,technology,semiconductors,,https://www.smics.com,,,,,,,
deutsche borse ag,"eschborn, germany",germany,,,,,"8,855",theodor weimer,32990000000,,financials,financial data & stock exchanges,,https://www.deutsche-boerse.com,,,,,,,
croda international plc,"goole, united kingdom",united kingdom,,,,1925,"4,000",steve foots,19220000000,,basic materials,specialty chemicals,"1,889.6 million (2021)","https://www.croda.com, https://www.twitter.com/crodapceurope, https://www.linkedin.com/company/croda, https://en.wikipedia.org/wiki/croda international",,,,,,,
scentre group,"sydney, nsw, australia",sweden,,,,2014,"2,780",peter kenneth allen,48830000000,,technology,wholesale trade,,"https://www.scentregroup.com, https://en.wikipedia.org/wiki/scentre group",,,,,,"via villa minelli 1, ponzano veneto, 31050, treviso, italy",corporation
sempra energy,"san diego, ca, united states",united states,,,,1998,"15,390",jeffrey walker martin,52470000000,,utilities,utilitiesdiversified,11370000000,"https://www.sempra.com, https://twitter.com/sempraenergy, https://www.linkedin.com/company/sempra-energy, https://en.wikipedia.org/wiki/sempra energy",,,,,,"via taranto 40, nola, 80035, napoli, italy",corporation
sonova holding ag,,switzerland,,,,,,arnd kaldowski,,,healthcare,"finance, insurance, and real estate",,,,,,,,"viale lombardia 29, viadana, 46019, mantova, italy",corporation
deutsche bank spa,"frankfurt am main, germany",germany,,,,10 march 1869,"82,969",christian sewing,26380000000,,financials,"finance, insurance, and real estate",25.4 billion (2021),"https://www.db.com, https://www.facebook.com/deutschebank, https://twitter.com/deutschebank, https://www.linkedin.com/company/deutsche-bank/, https://en.wikipedia.org/wiki/deutsche bank",,,,,,"piazza del calendario 3, milano, 20126, milano, italy",corporation
compass group plc,"chertsey, united kingdom",united kingdom,,,,1941,"480,000",dominic blakemore,37730000000,,consumer discretionary,restaurants,17.908 billion (2021),"https://www.compass-group.com, https://www.linkedin.com/company/compass-group, https://en.wikipedia.org/wiki/compass group",,,,,,"foro buonaparte 10, milano, 20121, milano, italy",corporation
