name,master_cap,country,rank,share_price
gecina,8800000000,france, 1625,116
united utilities,8800000000,uk, 1626,12
traton,8790000000,germany, 1627,17
mizrahi-tefahot,8770000000,israel, 1628,34
dcp midstream,8760000000,usa, 1629,42
covestro,8760000000,germany, 1630,45
sbi card,8750000000,india, 1631,9
genpact,8750000000,, 1632,47
origin energy,8750000000,australia, 1633,5
hasbro,8740000000,usa, 1634,63
life storage,8740000000,usa, 1635,101
advance auto parts,8730000000,usa, 1636,147
f5 networks,8730000000,usa, 1637,144
turkiye petrol rafinerileri,8730000000,turkey, 1638,31
new hope liuhe,8710000000,china, 1639,1
huntington ingalls industries,8700000000,usa, 1640,218
vistra,8690000000,usa, 1641,21
shimadzu,8690000000,japan, 1642,29
euronext,8690000000,netherlands, 1643,80
sk group,8680000000,south korea, 1644,156
advantech,8680000000,taiwan, 1645,11
t&d holdings,8660000000,japan, 1646,15
kazatomprom,8660000000,, 1647,32
jardine cycle & carriage,8650000000,singapore, 1648,21
hang lung properties,8640000000,hong kong, 1649,1
invesco,8620000000,usa, 1650,18
ypf yacimientos petroliferos fiscales,8620000000,, 1651,11
jefferies financial group,8600000000,usa, 1652,38
dentsu,8600000000,japan, 1653,32
cullen/frost bankers,8600000000,usa, 1654,133
abu dhabi ports,8590000000,united arab emirates, 1655,1
grupo aeroportuario del sureste,8580000000,mexico, 1656,285
sagax,8580000000,sweden, 1657,24
fresnillo,8580000000,mexico, 1658,11
coca-cola hbc,8580000000,switzerland, 1659,23
intertek,8580000000,uk, 1660,52
becle,8560000000,mexico, 1661,2
unibail-rodamco-westfield,8550000000,france, 1662,60
insurance australia group,8550000000,australia, 1663,3
korea zinc,8529999999,south korea, 1664,457
pinnacle west capital,8520000000,usa, 1665,75
qnb finansbank,8510000000,turkey, 1666,2
taiwan cement,8500000000,taiwan, 1668,1
lennox,8490000000,usa, 1669,239
robert half,8490000000,usa, 1670,78
oracle corp japan,8480000000,japan, 1671,66
plains all american pipeline,8470000000,usa, 1672,12
casey's general stores,8470000000,usa, 1673,227
tky gas,8470000000,japan, 1674,19
indutrade,8460000000,sweden, 1675,22
sk telecom,8449999999,south korea, 1676,21
tata consumer products,8439999999,india, 1677,9
hmm,8430000000,south korea, 1678,17
sibanye-stillwater,8430000000,south africa, 1679,11
national retail properties,8420000000,usa, 1680,47
china gas,8410000000,china, 1681,1
choice properties reit,8410000000,canada, 1682,11
signify health,8410000000,usa, 1683,28
agilon health,8400000000,usa, 1684,20
penske automotive,8390000000,usa, 1685,117
jones lang lasalle,8380000000,usa, 1686,176
doosan enerbility,8380000000,south korea, 1687,13
azrieli group,8369999999,israel, 1688,69
sei investments,8359999999,usa, 1689,62
st james's place,8359999999,uk, 1690,15
renaissancere,8359999999,, 1691,191
owens corning,8350000000,usa, 1692,88
skf svenska kullagerfabriken,8330000000,sweden, 1693,17
icici prulife,8330000000,india, 1694,5
kepco,8320000000,japan, 1695,9
xpeng,8320000000,china, 1696,9
pearson,8320000000,uk, 1697,11
telefonica deutschland o2,8320000000,germany, 1698,2
accor,8310000000,france, 1699,31
qantas airways,8300000000,australia, 1700,4
francaise des jeux,8300000000,france, 1701,43
st engineering,8289999999,singapore, 1702,2
royal gold,8270000000,usa, 1703,126
switch,8270000000,usa, 1704,34
dropbox,8270000000,usa, 1705,22
want want china,8260000000,hong kong, 1706,0
ugi corporation,8250000000,usa, 1707,39
americold,8240000000,usa, 1708,30
dino polska,8240000000,poland, 1709,84
lifco,8240000000,sweden, 1710,18
us foods,8240000000,usa, 1711,36
williams-sonoma,8230000000,usa, 1712,123
wharf holdings,8210000000,hong kong, 1713,2
commerce bancshares,8210000000,usa, 1714,65
whirlpool,8210000000,usa, 1715,150
banque cantonale vaudoise,8210000000,switzerland, 1716,95
medical properties trust,8199999999,usa, 1717,13
s-oil,8189999999,south korea, 1718,71
tata power,8140000000,india, 1719,2
capri holdings,8130000000,uk, 1720,63
webster financial,8090000000,usa, 1721,46
coty,8090000000,usa, 1722,9
indofood cbp,8080000000,indonesia, 1723,0
pentair,8080000000,uk, 1724,49
tetra tech,8080000000,usa, 1725,151
ccl industries,8070000000,canada, 1726,45
lear corporation,8060000000,usa, 1727,136
symbotic,8050000000,usa, 1728,14
signature bank,8039999999,usa, 1730,127
healthcare realty,8039999999,usa, 1731,21
auckland airport,8029999999,new zealand, 1732,5
arc resources,8029999999,canada, 1733,12
hamamatsu,8029999999,japan, 1734,51
yamaha motor,8020000000,japan, 1735,23
megacable holdings,8020000000,mexico, 1736,3
adt,8020000000,usa, 1737,8
unum,8010000000,usa, 1738,40
gail,8010000000,india, 1739,1
ralph lauren,7980000000,usa, 1740,121
organon,7970000000,usa, 1741,31
avis budget group,7950000000,usa, 1742,191
robinhood,7950000000,usa, 1743,9
fosun,7940000000,china, 1744,0
dentsply sirona,7940000000,usa, 1745,36
fortune brands home & security,7920000000,usa, 1746,61
agc,7910000000,japan, 1747,35
grupo acs,7890000000,spain, 1748,29
middleby,7890000000,usa, 1749,146
petgas petronas gas,7880000000,malaysia, 1750,3
sofina,7880000000,belgium, 1751,232
pure storage,7870000000,usa, 1752,26
uipath,7860000000,usa, 1753,14
americana restaurants international,7860000000,united arab emirates, 1754,0
sinopac financial holdings,7840000000,taiwan, 1755,0
grifols,7830000000,spain, 1756,9
shoprite,7820000000,south africa, 1757,14
nissin foods,7820000000,japan, 1758,77
wh group,7820000000,hong kong, 1759,0
edison,7810000000,italy, 1760,1
admiral group,7800000000,uk, 1761,25
bancolombia,7800000000,, 1762,30
ooredoo,7800000000,united arab emirates, 1763,2
raiadrogasil,7790000000,brazil, 1764,4
kingdom holding,7790000000,saudi arabia, 1765,2
sealed air,7790000000,usa, 1766,53
rakuten,7780000000,japan, 1767,4
pershing square holdings,7760000000,usa, 1768,36
mitsubishi chemical holdings,7750000000,japan, 1769,5
goto,7740000000,indonesia, 1770,0
olin,7720000000,usa, 1771,56
sinopharm,7720000000,china, 1772,2
wex,7710000000,usa, 1773,177
merdeka copper gold,7710000000,indonesia, 1774,0
punjab national bank,7710000000,india, 1775,0
phoenix group,7710000000,uk, 1776,7
zions bancorporation,7700000000,usa, 1777,51
acadia healthcare,7690000000,usa, 1778,84
arabian internet and communications services,7690000000,saudi arabia, 1779,64
ocado,7680000000,uk, 1780,8
gea group,7680000000,germany, 1781,44
japan exchange group,7680000000,japan, 1782,14
srf limited,7680000000,india, 1783,25
oge energy,7670000000,usa, 1784,38
arkema,7660000000,france, 1785,100
canadian utilities,7660000000,canada, 1786,28
elbit systems,7660000000,israel, 1787,170
manhattan associates,7650000000,usa, 1788,122
abb india,7650000000,india, 1789,36
bajaj holdings & investment,7640000000,india, 1790,68
tokyu,7630000000,japan, 1791,12
misc berhad,7630000000,malaysia, 1792,1
woori financial group,7620000000,south korea, 1793,31
new world development company,7620000000,hong kong, 1794,3
celsius holdings,7610000000,usa, 1795,99
apollo hospitals,7580000000,india, 1796,52
aselsan,7580000000,turkey, 1797,3
kt corporation,7570000000,south korea, 1798,14
rohm,7570000000,japan, 1799,77
alfamart,7570000000,indonesia, 1800,0
crocs,7550000000,usa, 1801,122
orion corporation,7550000000,finland, 1802,53
jindal steel & power,7540000000,india, 1803,7
shanghai commercial and savings bank,7540000000,taiwan, 1804,1
iridium communications,7530000000,usa, 1805,60
new oriental,7500000000,china, 1806,44
genscript biotech,7500000000,china, 1807,3
pandora,7490000000,denmark, 1808,81
whitbread,7490000000,uk, 1809,36
ncsoft,7490000000,south korea, 1810,368
aisin seiki,7490000000,japan, 1811,27
bkw ag,7480000000,switzerland, 1812,141
mastec,7480000000,usa, 1813,95
dolby,7470000000,usa, 1814,78
oci,7470000000,netherlands, 1815,35
monotaro,7470000000,japan, 1816,15
diasorin,7460000000,italy, 1817,135
ciena,7460000000,usa, 1818,50
hess midstream,7460000000,usa, 1819,31
chubu electric power,7450000000,japan, 1820,9
singapore exchange,7440000000,singapore, 1821,6
skanska,7440000000,sweden, 1822,17
futu holdings,7440000000,hong kong, 1823,52
amorepacific,7430000000,south korea, 1824,120
cemex,7420000000,mexico, 1825,4
unipolsai,7420000000,italy, 1826,2
nrg energy,7420000000,usa, 1827,32
korean air lines,7410000000,south korea, 1828,25
rtl group,7410000000,, 1829,47
erdemir,7400000000,turkey, 1830,2
chemed,7400000000,usa, 1831,497
ternium,7400000000,, 1832,37
idemitsu kosan,7390000000,japan, 1833,24
aptargroup,7390000000,usa, 1834,113
globus medical,7390000000,usa, 1835,74
new fortress energy,7380000000,usa, 1836,35
advanced drainage systems,7380000000,usa, 1837,89
etihad etisalat mobily,7380000000,saudi arabia, 1838,9
dish network,7370000000,usa, 1839,13
orkla,7370000000,norway, 1840,7
cpfl energia,7360000000,brazil, 1841,6
banco santander-chile,7360000000,chile, 1842,15
procore,7350000000,usa, 1843,53
nippon building fund,7340000000,japan, 1844,4
concentrix,7330000000,usa, 1845,141
clarivate,7320000000,uk, 1846,10
daito trust construction,7320000000,japan, 1847,107
saudi international petrochemical company sipchem,7320000000,saudi arabia, 1848,9
igm financial,7320000000,canada, 1849,30
jfe holdings,7310000000,japan, 1850,12
nestle malaysia,7310000000,malaysia, 1851,31
inspire medical systems,7310000000,usa, 1852,253
baloise,7290000000,switzerland, 1853,161
roku,7290000000,usa, 1854,52
zozo,7280000000,japan, 1855,24
matador resources,7280000000,usa, 1856,61
old republic international,7280000000,usa, 1857,23
mohawk industries,7280000000,usa, 1858,114
copenhagen airport,7270000000,denmark, 1859,910
indorama ventures,7260000000,thailand, 1860,1
china development financial,7250000000,taiwan, 1861,0
donaldson,7250000000,usa, 1862,59
washington h soul pattinson and company whsp,7240000000,australia, 1863,20
davita,7230000000,usa, 1864,80
berry global,7230000000,usa, 1865,59
idbi bank,7230000000,india, 1866,0
iecam,7230000000,turkey, 1867,2
skechers,7230000000,usa, 1868,46
melrose industries,7210000000,uk, 1869,1
western alliance bancorporation,7210000000,usa, 1870,66
meiji holdings,7200000000,japan, 1871,51
eastgroup properties,7180000000,usa, 1872,164
dws group,7180000000,germany, 1873,35
far eastone,7170000000,taiwan, 1874,2
indian overseas bank,7170000000,india, 1875,0
united spirits,7170000000,india, 1876,10
elm company,7160000000,saudi arabia, 1877,89
zoomlion,7150000000,china, 1878,0
yang ming,7150000000,taiwan, 1879,2
cholamandalam investment and finance,7140000000,india, 1880,8
treasury wine estates,7130000000,australia, 1881,9
sabesp,7130000000,brazil, 1882,10
hankyu hanshin holdings,7130000000,japan, 1883,29
canadian tire,7120000000,canada, 1884,209
medpace,7120000000,usa, 1885,229
kongsberg gruppen,7120000000,norway, 1886,40
canara bank,7120000000,india, 1887,3
itt,7110000000,usa, 1888,86
amkor technology,7110000000,usa, 1889,29
autoliv,7100000000,sweden, 1890,81
kakao pay,7100000000,south korea, 1891,53
planet fitness,7090000000,usa, 1892,79
q holding,7090000000,united arab emirates, 1893,1
mapletree commercial trust,7080000000,singapore, 1894,1
globalwafers,7080000000,taiwan, 1895,16
national instruments,7080000000,usa, 1896,54
arrow electronics,7060000000,usa, 1897,114
klepierre,7060000000,france, 1898,24
centrica,7050000000,uk, 1899,1
empire company,7050000000,canada, 1900,27
oak street health,7040000000,usa, 1901,29
frontier communications,7040000000,usa, 1902,28
makita,7030000000,japan, 1903,25
mattel,7030000000,usa, 1904,19
sanlam,7020000000,south africa, 1905,3
hanwha solutions,7020000000,south korea, 1906,36
sainsbury's,7010000000,uk, 1907,2
allegroeu,7010000000,poland, 1908,6
ascendis pharma,7010000000,denmark, 1909,123
37 interactive entertainment,7010000000,china, 1910,3
first industrial realty trust,7010000000,usa, 1911,51
nexstar media group,7010000000,usa, 1912,185
bid corp,7000000000,south africa, 1913,20
novatek microelectronics,6990000000,taiwan, 1914,11
yes bank,6980000000,india, 1915,0
mindtree,6980000000,india, 1916,42
ald automotive,6970000000,france, 1917,12
asr nederland,6970000000,netherlands, 1918,46
icici lombard,6970000000,india, 1919,14
halozyme therapeutics,6950000000,usa, 1920,51
valmont industries,6950000000,usa, 1921,326
graphic packaging,6920000000,usa, 1922,22
gitlab,6920000000,usa, 1923,46
emcor,6920000000,usa, 1924,145
wesco international,6910000000,usa, 1925,136
japan post insurance,6900000000,japan, 1926,17
cathay pacific,6900000000,hong kong, 1927,1
restoration hardware,6900000000,usa, 1928,299
reece group,6890000000,australia, 1929,10
banca mediolanum,6880000000,italy, 1930,9
generac power systems,6870000000,usa, 1931,108
sensata technologies,6860000000,usa, 1932,44
globant,6850000000,, 1933,164
atlas arteria,6850000000,australia, 1934,4
rexel,6850000000,france, 1935,21
petro rio,6840000000,brazil, 1936,8
union bank of india,6830000000,india, 1937,1
swiss prime site,6820000000,switzerland, 1938,89
wan hai lines,6820000000,taiwan, 1939,2
northland power,6810000000,canada, 1940,27
upl,6810000000,india, 1941,9
assurant,6810000000,usa, 1942,128
santander polska,6800000000,poland, 1943,66
omega healthcare,6790000000,usa, 1944,28
rbc bearings,6780000000,usa, 1945,233
nippon sanso,6780000000,japan, 1946,15
brixmor property group,6760000000,usa, 1947,22
turkiye is bankasi,6760000000,turkey, 1948,0
gmo payment gateway,6760000000,japan, 1949,89
caci,6750000000,usa, 1950,285
hero motocorp,6750000000,india, 1951,33
cae,6750000000,canada, 1952,21
clean harbors,6740000000,usa, 1953,124
gentex,6740000000,usa, 1954,28
pgnig,6740000000,poland, 1955,1
cts eventim,6730000000,germany, 1956,70
industrial bank of korea ibk,6730000000,south korea, 1957,8
national marine dredging,6730000000,united arab emirates, 1958,8
kbr,6730000000,usa, 1959,49
kghm polska mied,6720000000,poland, 1960,33
prosperity bancshares,6720000000,usa, 1961,73
tis,6700000000,japan, 1962,27
ote group,6700000000,, 1963,15
trend micro,6700000000,japan, 1964,47
holmen,6690000000,sweden, 1965,41
ingredion,6690000000,usa, 1966,102
daiwa securities group,6690000000,japan, 1967,4
on holding,6680000000,switzerland, 1968,21
capcom,6680000000,japan, 1969,31
adaro energy,6670000000,indonesia, 1970,0
uwm holdings,6670000000,usa, 1971,4
rumo,6670000000,brazil, 1972,3
ritchie bros auctioneers,6670000000,canada, 1973,60
karuna therapeutics,6660000000,usa, 1974,193
united tractors,6660000000,indonesia, 1975,1
demant,6660000000,denmark, 1976,28
berger paints,6660000000,india, 1977,6
houlihan lokey,6660000000,usa, 1978,97
wyndham hotels & resorts,6650000000,usa, 1979,75
hunter douglas,6650000000,netherlands, 1980,191
lodha group,6650000000,india, 1981,13
wynn macau,6640000000,, 1982,1
qualtrics,6630000000,usa, 1983,11
israel discount bank,6630000000,israel, 1984,52
mks instruments,6620000000,usa, 1985,99
great eastern,6620000000,singapore, 1986,13
silergy,6610000000,china, 1987,17
us steel,6600000000,usa, 1988,28
texas roadhouse,6600000000,usa, 1989,98
agree realty,6600000000,usa, 1990,74
choice hotels international,6600000000,usa, 1991,123
voya financial,6600000000,usa, 1992,67
world wrestling entertainment,6590000000,usa, 1993,88
airtac international,6590000000,taiwan, 1994,32
minebeamitsumi,6590000000,japan, 1995,16
new york community bank,6590000000,usa, 1996,9
agnc investment,6590000000,usa, 1997,11
torrent pharmaceuticals,6580000000,india, 1998,19
saia,6580000000,usa, 1999,248
asus,6570000000,taiwan, 2000,8
lithia motors,6570000000,usa, 2001,240
clearway energy,6570000000,usa, 2002,33
stifel,6560000000,usa, 2003,61
tempur sealy,6560000000,usa, 2004,38
bok financial,6560000000,usa, 2005,97
murphy oil,6540000000,usa, 2006,42
osaka gas,6540000000,japan, 2007,15
krafton,6530000000,south korea, 2008,139
helvetia holding,6530000000,switzerland, 2009,123
swedish orphan biovitrum,6530000000,sweden, 2010,22
dxc technology,6530000000,usa, 2011,28
shockwave medical,6530000000,usa, 2012,180
starwood property trust,6530000000,usa, 2013,20
oz minerals,6510000000,australia, 2014,19
norwegian cruise line,6510000000,usa, 2015,15
samsara,6490000000,usa, 2016,12
tpg telecom,6470000000,australia, 2017,3
nvent electric,6470000000,uk, 2018,38
stockland,6470000000,australia, 2019,2
magnolia oil & gas,6460000000,usa, 2020,23
levi strauss,6440000000,usa, 2021,16
ia financial,6440000000,canada, 2022,61
kobe bussan,6440000000,japan, 2023,29
charoen pokphand indonesia,6440000000,indonesia, 2024,0
amplifon,6430000000,italy, 2025,27
daifuku,6420000000,japan, 2026,51
nextera energy partners,6420000000,usa, 2027,74
toto,6420000000,japan, 2028,37
kingfisher,6420000000,uk, 2029,3
nemetschek,6410000000,germany, 2030,55
range resources,6410000000,usa, 2031,26
fastighets ab balder,6400000000,sweden, 2032,5
woodward,6390000000,usa, 2033,106
southwestern energy,6380000000,usa, 2034,5
turquoise hill resources,6380000000,canada, 2035,31
roivant sciences,6360000000,uk, 2036,8
yanbu national petrochemical,6350000000,saudi arabia, 2037,11
corporate office properties trust,6340000000,usa, 2038,28
yamaha,6340000000,japan, 2039,37
spark new zealand,6340000000,new zealand, 2040,3
nedbank,6330000000,south africa, 2041,13
toromont,6330000000,canada, 2042,76
nissan chemical,6320000000,japan, 2043,45
championx,6320000000,usa, 2044,31
land securities group,6320000000,uk, 2045,8
sampoerna,6320000000,indonesia, 2046,0
shriram transport finance,6320000000,india, 2047,16
alaska airlines,6310000000,usa, 2048,49
gxo logistics,6310000000,usa, 2049,53
stag industrial,6310000000,usa, 2050,34
hualan biological engineering,6310000000,china, 2051,3
indian railway catering & tourism,6310000000,india, 2052,7
harley-davidson,6310000000,usa, 2053,43
bankinter,6290000000,spain, 2054,7
konami holdings,6280000000,japan, 2055,47
dillard's,6280000000,usa, 2056,367
first american,6270000000,usa, 2057,60
boyd gaming,6270000000,usa, 2058,60
hikari tsushin,6270000000,japan, 2059,141
grupo simec,6270000000,mexico, 2060,35
sekisui chemical,6270000000,japan, 2061,14
bachem,6270000000,switzerland, 2062,85
tube investments of india,6260000000,india, 2063,32
banco bpm,6260000000,italy, 2064,4
healthsouth,6250000000,usa, 2065,62
hybe,6250000000,south korea, 2066,151
elanco,6250000000,usa, 2067,13
taishin financial holdings,6240000000,taiwan, 2068,0
west fraser timber,6240000000,canada, 2069,74
covivio,6240000000,france, 2070,65
mirvac group,6240000000,australia, 2071,1
getinge,6230000000,sweden, 2072,21
pdc energy,6230000000,usa, 2073,67
ssab,6230000000,sweden, 2074,6
affiliated managers group,6230000000,usa, 2075,165
draftkings,6230000000,usa, 2076,13
toho co,6220000000,japan, 2077,35
newell brands,6220000000,usa, 2078,15
raiffeisen bank international,6220000000,, 2079,18
doximity,6210000000,usa, 2080,32
allegro microsystems,6200000000,usa, 2081,32
bombardier recreational products,6200000000,canada, 2082,79
unimicron,6200000000,taiwan, 2083,4
canadian apartment properties reit,6190000000,canada, 2084,35
toll brothers,6180000000,usa, 2085,55
kintetsu ghd,6180000000,japan, 2086,32
oshkosh corporation,6180000000,usa, 2087,94
belimo holding,6180000000,switzerland, 2088,502
macy's,6170000000,usa, 2089,22
nutanix,6160000000,usa, 2090,26
endeavor group,6150000000,usa, 2091,21
chang hwa commercial bank,6150000000,taiwan, 2092,0
bosch india,6150000000,india, 2093,208
mapfre,6150000000,spain, 2094,2
convatec group,6150000000,uk, 2095,3
enlink midstream,6150000000,usa, 2096,12
pilgrim's pride,6150000000,usa, 2097,26
leg immobilien,6140000000,germany, 2098,77
confluent,6140000000,usa, 2099,21
tele2,6140000000,sweden, 2100,10
siteone landscape supply,6120000000,usa, 2101,135
lufax,6120000000,china, 2102,2
hapvida,6120000000,brazil, 2103,0
yancoal,6110000000,australia, 2104,4
hulic,6110000000,japan, 2105,8
reynolds consumer,6110000000,usa, 2106,29
engie brasil,6110000000,brazil, 2107,7
mdu resources,6100000000,usa, 2108,30
commercial metals company,6100000000,usa, 2109,52
kinsale capital group,6100000000,usa, 2110,264
valvoline,6100000000,usa, 2111,34
universal display corporation,6100000000,usa, 2112,129
curtiss-wright,6090000000,usa, 2113,159
nippon prologis reit,6090000000,japan, 2114,2
firstservice,6090000000,canada, 2115,137
dun & bradstreet,6090000000,usa, 2116,13
otsuka,6090000000,japan, 2117,32
adecco group,6090000000,switzerland, 2118,36
samvardhana motherson,6080000000,india, 2119,0
crane co,6070000000,usa, 2120,108
cosan,6070000000,brazil, 2121,12
atacadao,6070000000,brazil, 2122,2
emperador brandy,6060000000,, 2123,0
ctp nv,6060000000,netherlands, 2124,13
kinross gold,6060000000,canada, 2125,4
bluescope steel,6060000000,australia, 2126,13
sumitomo chemical,6060000000,japan, 2127,3
endeavour mining,6060000000,uk, 2128,24
huntsman corporation,6050000000,usa, 2129,31
landstar system,6040000000,usa, 2130,168
pi industries,6040000000,india, 2131,39
axalta,6040000000,usa, 2132,27
coupa,6040000000,usa, 2133,79
komerni banka,6030000000,, 2134,31
rli corp,6030000000,usa, 2135,133
littelfuse,6030000000,usa, 2136,243
rockwool,6030000000,denmark, 2137,272
descartes systems,6020000000,canada, 2138,71
polaris,6020000000,usa, 2139,103
garantibank,6010000000,turkey, 2140,1
rightmove,6000000000,uk, 2141,7
envista,6000000000,usa, 2142,36
hk electric investments,5990000000,hong kong, 2143,0
kose,5990000000,japan, 2144,105
bausch lomb,5990000000,canada, 2145,17
topbuild,5990000000,usa, 2146,187
telus international,5980000000,canada, 2147,22
m&g plc,5980000000,uk, 2148,2
gubreta,5980000000,turkey, 2149,17
dexus,5980000000,australia, 2150,5
gamestop,5970000000,usa, 2151,19
ashland,5960000000,usa, 2152,109
gpt group,5960000000,australia, 2153,3
mapletree logistics trust,5960000000,singapore, 2154,1
boc aviation,5950000000,singapore, 2155,8
andritz,5950000000,, 2156,60
marriott vacations worldwide,5950000000,usa, 2157,155
asset world corp,5950000000,thailand, 2158,0
coherent,5930000000,usa, 2159,42
seek limited,5920000000,australia, 2160,16
chord energy,5920000000,usa, 2161,142
just eat takeaway,5910000000,netherlands, 2162,26
pbf energy,5900000000,usa, 2163,42
nanya technology,5900000000,taiwan, 2164,1
yamana gold,5900000000,canada, 2165,6
light & wonder,5890000000,usa, 2166,62
japan real estate investment,5880000000,japan, 2167,4
banco sabadell,5880000000,spain, 2168,1
melco resorts & entertainment,5870000000,hong kong, 2169,13
permian resources,5870000000,usa, 2170,10
cg power and industrial solutions,5870000000,india, 2171,3
south state corp,5860000000,usa, 2172,77
telecom italia,5860000000,italy, 2173,0
beijer ref,5860000000,sweden, 2174,15
equatorial energia,5840000000,brazil, 2175,5
the weir group,5840000000,uk, 2176,22
mol group,5840000000,, 2177,7
axfood,5840000000,sweden, 2178,27
info edge,5830000000,india, 2179,45
charoen pokphand foods,5830000000,thailand, 2180,0
air canada,5820000000,canada, 2181,16
ds smith,5820000000,uk, 2182,4
h&r block,5820000000,usa, 2183,37
quidelortho,5820000000,usa, 2184,88
technipfmc,5810000000,uk, 2185,13
worley,5800000000,australia, 2186,11
ionis pharmaceuticals,5780000000,usa, 2187,40
bank pekao bank polska kasa opieki,5780000000,poland, 2188,22
kajima,5780000000,japan, 2189,11
sonoco,5770000000,usa, 2190,59
pldt,5770000000,, 2191,26
spirit realty capital,5760000000,usa, 2192,41
idp education,5760000000,australia, 2193,20
valmet,5750000000,finland, 2194,31
apellis pharmaceuticals,5750000000,usa, 2195,52
hertz,5750000000,usa, 2196,17
yageo,5740000000,taiwan, 2197,17
psp swiss property,5740000000,switzerland, 2198,125
murphy usa,5730000000,usa, 2199,253
guidewire software,5720000000,usa, 2200,69
synovus,5720000000,usa, 2201,39
seven group holdings sgh,5720000000,australia, 2202,15
element fleet management,5720000000,canada, 2203,14
be semiconductor,5720000000,netherlands, 2204,68
far eastern new century,5710000000,taiwan, 2205,1
dutch bros,5710000000,usa, 2206,34
abbott india,5700000000,india, 2207,268
pegatron,5690000000,taiwan, 2208,2
stantec,5690000000,canada, 2209,51
indus towers,5680000000,india, 2210,2
persimmon,5670000000,uk, 2211,16
tvs motor,5670000000,india, 2212,11
falabella,5660000000,chile, 2213,2
cemig,5650000000,brazil, 2214,2
investec,5650000000,uk, 2215,6
brunswick corporation,5650000000,usa, 2216,77
k line,5650000000,japan, 2217,21
koei tecmo,5640000000,japan, 2218,17
chongqing rural commercial bank,5640000000,china, 2219,0
flowers foods,5640000000,usa, 2220,26
tmx group,5630000000,canada, 2221,101
acuity brands,5630000000,usa, 2222,175
square enix,5620000000,japan, 2223,47
silgan holdings,5620000000,usa, 2224,51
voestalpine,5610000000,, 2225,31
primerica,5610000000,usa, 2226,152
barratt developments,5610000000,uk, 2227,5
valley bank,5610000000,usa, 2228,11
yamato holdings,5600000000,japan, 2229,15
smartsheet,5600000000,usa, 2230,42
offcn education,5600000000,china, 2231,0
hagerty,5600000000,usa, 2232,9
exl service,5590000000,usa, 2233,169
valaris,5590000000,uk, 2234,74
timken company,5590000000,usa, 2235,76
nomura real estate master fund,5580000000,japan, 2236,1
wartsila,5580000000,finland, 2237,9
quinenco,5580000000,chile, 2238,3
mitsubishi motors,5570000000,japan, 2239,3
tenet healthcare,5570000000,usa, 2240,51
clearwater analytics,5560000000,usa, 2241,18
leonardo,5560000000,italy, 2242,9
trex,5560000000,usa, 2243,50
medibank,5560000000,australia, 2244,2
lyft,5550000000,usa, 2245,15
gildan,5550000000,canada, 2246,30
zurich airport,5550000000,switzerland, 2247,180
faw car,5550000000,china, 2248,1
embracer group,5540000000,sweden, 2249,4
kion group,5540000000,germany, 2250,39
pinnacle financial partners,5540000000,usa, 2251,72
lynas,5540000000,malaysia, 2252,6
new york times,5540000000,usa, 2253,33
knowbe4,5540000000,usa, 2254,24
saic,5540000000,usa, 2255,101
sunrun,5530000000,usa, 2256,25
carsales,5520000000,australia, 2257,15
chiba bank,5520000000,japan, 2258,37
page industries,5520000000,india, 2259,495
columbia sportswear,5510000000,usa, 2260,88
city developments,5510000000,singapore, 2261,6
airtel africa,5500000000,uk, 2262,1
fti consulting,5490000000,usa, 2263,159
groupe seb,5480000000,france, 2264,96
western union,5470000000,usa, 2265,14
phillips-van heusen,5470000000,usa, 2266,86
vertiv holdings,5470000000,usa, 2267,14
clariant,5470000000,switzerland, 2268,16
madrigal pharmaceuticals,5470000000,usa, 2269,306
ebos group,5460000000,new zealand, 2270,28
tomra,5450000000,norway, 2271,18
novanta,5450000000,usa, 2272,152
zydus lifesciences,5450000000,india, 2273,5
lundin mining,5450000000,canada, 2274,7
itochu techno-solutions,5450000000,japan, 2275,23
soitec,5450000000,france, 2276,156
acc,5440000000,india, 2277,28
civitas resources,5440000000,usa, 2278,63
iaa-insurance auto auctions,5430000000,usa, 2279,40
procter & gamble india,5430000000,india, 2280,167
noble corporation,5430000000,uk, 2281,40
apartment income reit,5430000000,usa, 2282,36
selective insurance,5430000000,usa, 2283,90
eurazeo,5430000000,france, 2284,69
fs kkr capital,5430000000,usa, 2285,19
tecan,5430000000,switzerland, 2286,426
tim sa,5430000000,brazil, 2287,11
10x genomics,5410000000,usa, 2288,47
national storage,5410000000,usa, 2289,38
zomato,5410000000,india, 2290,0
chart industries,5410000000,usa, 2291,127
hyundai glovis,5410000000,south korea, 2292,144
taiwan high speed rail,5400000000,taiwan, 2293,0
jabal omar development,5400000000,saudi arabia, 2294,4
r1 rcm,5400000000,usa, 2295,12
gruma maseca,5400000000,mexico, 2296,14
euronet worldwide,5400000000,usa, 2297,108
lumen,5400000000,usa, 2298,5
georg fischer,5390000000,switzerland, 2299,65
quebecor,5390000000,canada, 2300,23
exelixis,5390000000,usa, 2301,16
national fuel gas,5380000000,usa, 2302,58
iqiyi,5380000000,china, 2303,5
ccc intelligent solutions,5370000000,usa, 2304,8
lincoln national corporation,5370000000,usa, 2305,31
lotte chemical,5370000000,south korea, 2306,151
antero midstream,5360000000,usa, 2307,11
mp materials,5360000000,usa, 2308,30
obayashi,5360000000,japan, 2309,7
realtek,5360000000,taiwan, 2310,10
cyberark,5350000000,israel, 2311,131
discovery limited,5350000000,south africa, 2312,8
